step,t,ego_x,ego_y,ego_yaw,ego_speed,ctrl_steer,ctrl_throttle,ctrl_brake,plan_status,best_cost,num_candidates,ego_s0,ego_l0,best_valid,best_min_clearance_m,best_max_curvature,best_max_yaw_rate,best_cost_total,best_cost_offset,best_cost_speed,best_cost_curvature,best_cost_collision,best_l_target,best_v_target,best_collision,debug_proj_seg_idx,debug_ego_s0,debug_ego_l0,debug_proj_heading_err,debug_best_cost,debug_num_candidates,traj_dt,traj_len,traj0_x,traj0_y,traj0_yaw,traj0_v,trajN_x,trajN_y,trajN_yaw,trajN_v,num_obstacles,obstacles
10,0.5,-64.6448745727539,24.470956802368164,0.0027785235588811815,0.0002578450152288106,1.1792089793516425e-07,0.6000000238418579,0.0,PlanStatus.OK,0.5000026084205501,77,0.1811897926076949,-0.0334473824120665,True,,1.3042102750310377e-06,5.216841137815377e-06,0.5000026084205501,0.0,0.5,2.6084205500620753e-06,0.0,-0.0334473824120665,4.0,False,0,0.1811897926076949,-0.0334473824120665,-4.0044852547957074e-07,0.5000026084205501,77,0.1,50,-64.64487457564368,24.470956802360135,0.0027790104050917698,4.0,-45.04495023468532,24.52541600819242,0.002778056734516507,4.0,0,[]
11,0.55,-64.6448745727539,24.470956802368164,0.0027785235588811815,0.0002496434100051467,1.1792098320029254e-07,0.6000000238418579,0.0,PlanStatus.OK,0.5000026084205501,77,0.1811897926076949,-0.0334473824120665,True,,1.3042102750310377e-06,5.216841137815377e-06,0.5000026084205501,0.0,0.5,2.6084205500620753e-06,0.0,-0.0334473824120665,4.0,False,0,0.1811897926076949,-0.0334473824120665,-4.0044852547957074e-07,0.5000026084205501,77,0.1,50,-64.64487457564368,24.470956802360135,0.0027790104050917698,4.0,-45.04495023468532,24.52541600819242,0.002778056734516507,4.0,0,[]
12,0.6000000000000001,-64.6448745727539,24.470956802368164,0.0027785235588811815,0.00021152501068131613,1.1792137399879721e-07,0.6000000238418579,0.0,PlanStatus.OK,0.5000026084205501,77,0.1811897926076949,-0.0334473824120665,True,,1.3042102750310377e-06,5.216841137815377e-06,0.5000026084205501,0.0,0.5,2.6084205500620753e-06,0.0,-0.0334473824120665,4.0,False,0,0.1811897926076949,-0.0334473824120665,-4.0044852547957074e-07,0.5000026084205501,77,0.1,50,-64.64487457564368,24.470956802360135,0.0027790104050917698,4.0,-45.04495023468532,24.52541600819242,0.002778056734516507,4.0,0,[]
13,0.65,-64.63790893554688,24.470977783203125,0.0027736362421619657,0.4188454959990747,1.0532780834182631e-05,0.6000000238418579,0.0,PlanStatus.OK,0.500002525383584,77,0.1881554612231714,-0.0334457592114836,True,,1.2626917920179678e-06,5.0507672059605865e-06,0.500002525383584,0.0,0.5,2.5253835840359355e-06,0.0,-0.0334457592114836,4.0,False,0,0.1881554612231714,-0.0334457592114836,-5.284443768195299e-06,0.500002525383584,77,0.1,50,-64.63790893854758,24.470977783194787,0.002779010405089795,4.0,-45.03798459734856,24.525436982384758,0.002778056734500816,4.0,0,[]
14,0.7000000000000001,-64.59217834472656,24.471105575561523,0.0027731090715047793,1.153514084710806,1.1048511623812374e-05,0.6000000238418579,0.0,PlanStatus.OK,0.5000027881292343,77,0.23388623059307087,-0.03344505297069105,True,,1.394064617153886e-06,5.576258431685098e-06,0.5000027881292343,0.0,0.5,2.788129234307772e-06,0.0,-0.03344505297069105,4.0,False,0,0.23388623059307087,-0.03344505297069105,-5.789808381457227e-06,0.5000027881292343,77,0.1,50,-64.59217834845651,24.471105575551157,0.0027790104050976895,4.0,-44.99225400567771,24.525564731133265,0.002778056734519567,4.0,0,[]
15,0.75,-64.51858520507812,24.471309661865234,0.0027730848845925354,1.6633447411222588,1.0664917681424413e-05,0.6000000238418579,0.0,PlanStatus.OK,0.500002688712465,77,0.3074796532227367,-0.033445483292629766,True,,1.3443562324980571e-06,8.06613741482446e-06,0.500002688712465,0.0,0.5,2.6887124649961142e-06,0.0,-0.033445483292629766,6.0,False,0,0.3074796532227367,-0.033445483292629766,-5.778903353886172e-06,0.500002688712465,77,0.1,50,-64.5185852099818,24.471309661851606,0.002779010405095288,6.0,-35.11869872175136,24.552999111198073,0.002779010405101275,6.0,0,[]
16,0.8,-64.42424774169922,24.471576690673828,0.0027695218663372533,2.0104566878770886,1.7085689250961877e-05,0.6000000238418579,0.0,PlanStatus.OK,0.5000031692792515,77,0.4018174943974169,-0.033440619970028174,True,,1.5846396257582695e-06,9.507837754091537e-06,0.5000031692792515,0.0,0.5,3.169279251516539e-06,0.0,-0.033440619970028174,6.0,False,0,0.4018174943974169,-0.033440619970028174,-9.296937998861093e-06,0.5000031692792515,77,0.1,50,-64.42424774810645,24.471576690656022,0.00277901040510068,6.0,-35.02436125987276,24.5532661400025,0.002779010405106634,6.0,0,[]
17,0.8500000000000001,-64.31546783447266,24.471879959106445,0.002768936959179872,2.2798898318220018,1.7827529518399388e-05,0.6000000238418579,0.0,PlanStatus.OK,0.5000027052326386,77,0.5105978243611855,-0.033439652813407376,True,,1.3526163192811194e-06,8.11569789641118e-06,0.5000027052326386,0.0,0.5,2.705232638562239e-06,0.0,-0.033439652813407376,6.0,False,0,0.5105978243611855,-0.033439652813407376,-9.829974857841848e-06,0.5000027052326386,77,0.1,50,-64.31546784261421,24.47187995908382,0.0027790104050935413,6.0,-34.91558135437988,24.5535694084303,0.002779010405105318,6.0,0,[]
18,0.9,-64.1944580078125,24.472213745117188,0.0027744968281040627,2.510256454958796,7.5138946158404e-06,0.6000000238418579,0.0,PlanStatus.OK,0.5000027609720388,77,0.631608111341921,-0.03344215522611546,True,,1.3804860193610412e-06,5.521944040375905e-06,0.5000027609720388,0.0,0.5,2.7609720387220824e-06,0.0,-0.03344215522611546,4.0,False,0,0.631608111341921,-0.03344215522611546,-4.212403960349512e-06,0.5000027609720388,77,0.1,50,-64.19445801788433,24.4722137450892,0.0027790104051028195,4.0,-44.59453366936761,24.52667274226796,0.0027786089269406797,4.0,0,[]
19,0.9500000000000001,-64.06224822998047,24.47258186340332,0.0027739202433250875,2.7324307613844754,8.39700715005165e-06,0.6000000238418579,0.0,PlanStatus.OK,0.5000029872052416,77,0.7638184016561422,-0.03344145023678829,True,,1.4936026207833184e-06,8.961615716083192e-06,0.5000029872052416,0.0,0.5,2.987205241566637e-06,0.0,-0.03344145023678829,6.0,False,0,0.7638184016561422,-0.03344145023678829,-4.725946209370099e-06,0.5000029872052416,77,0.1,50,-64.06224824216032,24.472581863369477,0.002779010405095878,6.0,-34.66236174826866,24.554271156503578,0.0027787500259420866,6.0,0,[]
20,1.0,-63.91966247558594,24.472978591918945,0.0027740281741700464,2.9310487485743217,8.046733455557842e-06,0.6000000238418579,0.0,PlanStatus.OK,0.5000026830172353,77,0.9064047079746035,-0.03344097003815833,True,,1.3415086176411527e-06,8.049051725862733e-06,0.5000026830172353,0.0,0.5,2.6830172352823054e-06,0.0,-0.03344097003815833,6.0,False,0,0.9064047079746035,-0.03344097003815833,-4.550025184026172e-06,0.5000026830172353,77,0.1,50,-63.919662490039265,24.472978591878785,0.002779010405101174,6.0,-34.519775991222225,24.55466774904568,0.0027785233919922097,6.0,0,[]
21,1.05,-63.76707077026367,24.47340202331543,0.002774323358529152,3.132541359974129,7.376630492217373e-06,0.6000000238418579,0.0,PlanStatus.OK,0.5000028663325792,77,1.0589970007908391,-0.0334415936677312,True,,1.4331662895659818e-06,8.598997723917659e-06,0.5000028663325792,0.0,0.5,2.8663325791319636e-06,0.0,-0.0334415936677312,6.0,False,0,1.0589970007908391,-0.0334415936677312,-4.182079437225605e-06,0.5000028663325792,77,0.1,50,-63.767070787150516,24.47340202326851,0.002779010405101997,6.0,-34.36718428306288,24.555091034926704,0.002778280854021525,6.0,0,[]
22,1.1,-63.604881286621094,24.473854064941406,0.002774619063036908,3.3183235544943313,6.728189873683732e-06,0.6000000238418579,0.0,PlanStatus.OK,0.5000030666562824,77,1.2211871143740984,-0.03344027946977612,True,,1.5333281411725882e-06,9.199968852209063e-06,0.5000030666562824,0.0,0.5,3.0666562823451763e-06,0.0,-0.03344027946977612,6.0,False,0,1.2211871143740984,-0.03344027946977612,-3.8090369622839453e-06,0.5000030666562824,77,0.1,50,-63.60488130609346,24.473854064887302,0.0027790104051062066,6.0,-34.20499479640337,24.555542921884527,0.0027780567345080704,6.0,0,[]
23,1.1500000000000001,-63.4332275390625,24.47433090209961,0.0027749002033824527,3.5098590506337612,6.087532256060513e-06,0.5960564017295837,0.0,PlanStatus.OK,0.5000024695226679,77,1.3928415242345742,-0.033440471089384464,True,,1.2347613339381034e-06,4.939045297777493e-06,0.5000024695226679,0.0,0.5,2.469522667876207e-06,0.0,-0.033440471089384464,4.0,False,0,1.3928415242345742,-0.033440471089384464,-3.446045739248591e-06,0.5000024695226679,77,0.1,50,-63.433227561272105,24.474330902037902,0.0027790104051004993,4.0,-43.833303212755695,24.528789899216655,0.002779010405091667,4.0,0,[]
24,1.2000000000000002,-63.252323150634766,24.47483253479004,0.002775158197113054,3.6908399527100446,5.5577856983290985e-06,0.5236639976501465,0.0,PlanStatus.OK,0.5000030398060534,77,1.573746608150285,-0.03344157486665357,True,,1.5199030266918877e-06,9.119418166512842e-06,0.5000030398060534,0.0,0.5,3.0398060533837753e-06,0.0,-0.03344157486665357,6.0,False,0,1.573746608150285,-0.03344157486665357,-3.1017900834623413e-06,0.5000030398060534,77,0.1,50,-63.25232317572982,24.474832534720317,0.002778734243526812,6.0,-33.852436653861744,24.556521055524456,0.0027780567345004384,6.0,0,[]
25,1.25,-63.06244659423828,24.475360870361328,0.0027754008464584683,3.866055157633419,5.01474551128922e-06,0.4535779356956482,0.0,PlanStatus.OK,0.5000028178226368,77,1.7636238995966835,-0.03344090958221884,True,,1.408911318388323e-06,5.635645236794044e-06,0.5000028178226368,0.0,0.5,2.817822636776646e-06,0.0,-0.03344090958221884,4.0,False,0,1.7636238995966835,-0.03344090958221884,-2.76860054783043e-06,0.5000028178226368,77,0.1,50,-63.062446622360575,24.4753608702832,0.002778620297071005,4.0,-43.46252227384409,24.529819867461956,0.002779010405101141,4.0,0,[]
26,1.3,-62.864749908447266,24.475910186767578,0.0027756401148376552,4.009892686208158,4.483642896957463e-06,0.39604291319847107,0.0,PlanStatus.OK,0.5000029739739099,77,1.9613213485464824,-0.03344099573682888,True,,1.486986954975458e-06,8.921921739019588e-06,0.5000029739739099,0.0,0.5,2.973973909950916e-06,0.0,-0.03344099573682888,6.0,False,0,1.9613213485464824,-0.03344099573682888,-2.4350630514835894e-06,0.5000029739739099,77,0.1,50,-62.864749939722074,24.475910186680693,0.0027781182124676403,6.0,-33.46486340446678,24.557598337901968,0.0027780567345071163,6.0,0,[]
27,1.35,-62.66015625,24.477046966552734,0.0027701109346838382,4.130654872804511,1.3451106497086585e-05,0.3477380573749542,0.0,PlanStatus.OK,0.5000027904818938,77,2.165917407434714,-0.032872629284661434,True,,1.3952409468778036e-06,5.5809637512262145e-06,0.5000027904818938,0.0,0.5,2.7904818937556073e-06,0.0,-0.032872629284661434,4.0,False,1,2.165917407434714,-0.032872629284661434,-8.024915043363268e-06,0.5000027904818938,77,0.1,50,-62.660156247399286,24.47704696655996,0.002778056734505089,4.0,-43.06023190463227,24.53150612195381,0.0027790104051030255,4.0,0,[]
28,1.4000000000000001,-62.45050811767578,24.47681427001953,0.0025435768347562737,4.224524859570525,0.0003789522161241621,0.3101900517940521,0.0,PlanStatus.OK,0.5000030494349241,77,2.375564084325982,-0.03368773857667362,True,,1.524717462089062e-06,9.148304766538884e-06,0.5000030494349241,0.0,0.5,3.049434924178124e-06,0.0,-0.03368773857667362,6.0,False,1,2.375564084325982,-0.03368773857667362,-0.00023465898190172746,0.5000030494349241,77,0.1,50,-62.45050811164293,24.476814270036293,0.0027780567345059644,6.0,-33.0506215748869,24.55850238437482,0.0027780567345118525,6.0,0,[]
29,1.4500000000000002,-62.23699951171875,24.476877212524414,0.0023098844491018207,4.294544990395004,0.0007526499102823436,0.2821820080280304,0.0,PlanStatus.OK,0.5000025144582907,77,2.5890720412542425,-0.0342179345723913,True,,1.257229145372189e-06,5.028916542706985e-06,0.5000025144582907,0.0,0.5,2.514458290744378e-06,0.0,-0.0342179345723913,4.0,False,1,2.5890720412542425,-0.0342179345723913,-0.00046845317568150815,0.5000025144582907,77,0.1,50,-62.2369995021073,24.476877212551116,0.0027780567345082603,4.0,-42.637075167555565,24.531336591161647,0.0027785596263601793,4.0,0,[]
30,1.5,-62.02119445800781,24.476781845092773,0.0024305568554014345,4.34098512004957,0.0005572784575633705,0.2636059522628784,0.0,PlanStatus.OK,0.5000031530748124,77,2.8048759972814636,-0.03491281954768838,True,,1.5765374061860641e-06,9.459224435829153e-06,0.5000031530748124,0.0,0.5,3.1530748123721283e-06,0.0,-0.03491281954768838,6.0,False,1,2.8048759972814636,-0.03491281954768838,-0.00034788367232058354,0.5000031530748124,77,0.1,50,-62.02119444460856,24.476781845130002,0.0027780567345055012,6.0,-32.62130791508986,24.558470154832,0.0027783823725484476,6.0,0,[]
31,1.55,-61.80329513549805,24.477651596069336,0.002506595566084026,4.379666627008422,0.0004344287153799087,0.2481333464384079,0.0,PlanStatus.OK,0.5000026556949375,77,3.022776895176399,-0.03464840782903315,True,,1.3278474687480168e-06,5.311389913867717e-06,0.5000026556949375,0.0,0.5,2.6556949374960335e-06,0.0,-0.03464840782903315,4.0,False,1,3.022776895176399,-0.03464840782903315,-0.0002719488644725332,0.5000026556949375,77,0.1,50,-61.80329511860022,24.47765159611629,0.0027780567344975436,4.0,-42.20337078413059,24.532110974726585,0.0027780567344975436,4.0,0,[]
32,1.6,-61.58370590209961,24.478551864624023,0.0025491525682143023,4.403245998138821,0.00036599900340661407,0.23870159685611725,0.0,PlanStatus.OK,0.5000029544379451,77,3.242367782218438,-0.034358173312299775,True,,1.4772189725170158e-06,8.863313809099813e-06,0.5000029544379451,0.0,0.5,2.9544379450340316e-06,0.0,-0.034358173312299775,6.0,False,1,3.242367782218438,-0.034358173312299775,-0.00022949657102323742,0.5000029544379451,77,0.1,50,-61.58370588174574,24.47855186468058,0.0027780567345119258,6.0,-32.18381936942418,24.560240591559456,0.0027790104050948766,6.0,0,[]
33,1.6500000000000001,-61.3630485534668,24.479278564453125,0.0025823000812587316,4.420645613484899,0.00031283003045246005,0.2317417562007904,0.0,PlanStatus.OK,0.5000028449846176,77,3.463026298190065,-0.03424447413228897,True,,1.4224923087777475e-06,8.534953838024335e-06,0.5000028449846176,0.0,0.5,2.844984617555495e-06,0.0,-0.03424447413228897,6.0,False,1,3.463026298190065,-0.03424447413228897,-0.00019645427574292284,0.5000028449846176,77,0.1,50,-61.36304852957718,24.479278564519507,0.002778156911439524,6.0,-31.963162025775652,24.56096750181106,0.002779010405097263,6.0,0,[]
34,1.7000000000000002,-61.14176559448242,24.479928970336914,0.002610281217833003,4.4290485551932575,0.00026815387536771595,0.22838057577610016,0.0,PlanStatus.OK,0.500002732219352,77,3.6843102101505147,-0.03420880658200592,True,,1.3661096760123342e-06,8.19665807486828e-06,0.500002732219352,0.0,0.5,2.7322193520246683e-06,0.0,-0.03420880658200592,6.0,False,1,3.6843102101505147,-0.03420880658200592,-0.0001685786551436346,0.500002732219352,77,0.1,50,-61.141765567008115,24.479928970413262,0.002778508631347776,6.0,-31.741879071734786,24.561618118713888,0.002779010405099606,6.0,0,[]
35,1.75,-60.92012023925781,24.48055076599121,0.0026342312023666264,4.435455156617102,0.000229971221415326,0.22581793367862701,0.0,PlanStatus.OK,0.5000026806408226,77,3.905956437472047,-0.034202755906831375,True,,1.3403204113080658e-06,8.04192244728899e-06,0.5000026806408226,0.0,0.5,2.6806408226161316e-06,0.0,-0.034202755906831375,6.0,False,1,3.905956437472047,-0.034202755906831375,-0.00014473435934973843,0.5000026806408226,77,0.1,50,-60.920120208173536,24.48055076607759,0.002778860927173461,6.0,-31.520233721446637,24.562240125732774,0.0027790104051018385,6.0,0,[]
36,1.8,-60.69831848144531,24.48116683959961,0.0026547619897468056,4.436315656027925,0.0001972651807591319,0.22547373175621033,0.0,PlanStatus.OK,0.5000027961555644,77,4.1277590182634745,-0.03420298359005709,True,,1.398077782205711e-06,8.388466676769075e-06,0.5000027961555644,0.0,0.5,2.796155564411422e-06,0.0,-0.03420298359005709,6.0,False,2,4.1277590182634745,-0.03420298359005709,-0.00012418749542439942,0.5000027961555644,77,0.1,50,-60.69831848352894,24.48116683959382,0.002779010405092545,6.0,-31.298432000851758,24.562856288924852,0.0027790104051022006,6.0,0,[]
37,1.85,-60.47646713256836,24.481779098510742,0.0026723773439414587,4.437711393002039,0.0001691505021881312,0.22491544485092163,0.0,PlanStatus.OK,0.5000029119316428,77,4.349611211944912,-0.0342072534564795,True,,1.4559658214126547e-06,8.735794940445234e-06,0.5000029119316428,0.0,0.5,2.9119316428253093e-06,0.0,-0.0342072534564795,6.0,False,2,4.349611211944912,-0.0342072534564795,-0.00010646635427827332,0.5000029119316428,77,0.1,50,-60.47646713827092,24.481779098494897,0.0027790104050922516,6.0,-31.076580656330282,24.563468547823884,0.002779010405108997,6.0,0,[]
38,1.9000000000000001,-60.2546501159668,24.482391357421875,0.0026874793398573493,4.435453139171337,0.00014513672795146704,0.22581873834133148,0.0,PlanStatus.OK,0.5000027247790226,77,4.5714290734835314,-0.03421142791327039,True,,1.3623895113280068e-06,5.449558083407864e-06,0.5000027247790226,0.0,0.5,2.7247790226560135e-06,0.0,-0.03421142791327039,4.0,False,2,4.5714290734835314,-0.03421142791327039,-9.125858778168648e-05,0.5000027247790226,77,0.1,50,-60.254650125288606,24.482391357395972,0.0027790104051007083,4.0,-40.65472577662516,24.53685035457514,0.002778465449064015,4.0,0,[]
39,1.9500000000000002,-60.032894134521484,24.483001708984375,0.0027004352024416647,4.435102721176225,0.0001243945152964443,0.225958913564682,0.0,PlanStatus.OK,0.5000031427982883,77,4.7931858948010495,-0.03421734009421831,True,,1.5713991441401723e-06,9.428394863097642e-06,0.5000031427982883,0.0,0.5,3.1427982882803445e-06,0.0,-0.03421734009421831,6.0,False,2,4.7931858948010495,-0.03421734009421831,-7.819698372280503e-05,0.5000031427982883,77,0.1,50,-60.03289414746308,24.483001708948414,0.0027790104050996593,6.0,-30.63301636511572,24.564690913660435,0.0027786430001039753,6.0,0,[]
40,2.0,-59.81123352050781,24.48361587524414,0.0027115385556075585,4.432009509964033,0.0001067352932295762,0.22719620168209076,0.0,PlanStatus.OK,0.5000025611668947,77,5.014847359656253,-0.034219172565883485,True,,1.280583447315731e-06,5.122333750578155e-06,0.5000025611668947,0.0,0.5,2.561166894631462e-06,0.0,-0.034219172565883485,4.0,False,2,5.014847359656253,-0.034219172565883485,-6.698793455167011e-05,0.5000025611668947,77,0.1,50,-59.81123353706692,24.48361587519813,0.0027790104051020944,4.0,-40.211309188402,24.538074872377297,0.0027790104050932126,4.0,0,[]
41,2.0500000000000003,-59.590126037597656,24.484413146972656,0.002773827136716665,4.433782557508779,7.434126473526703e-06,0.22648698091506958,0.0,PlanStatus.OK,0.5000035280397742,77,5.235956204395176,-0.03403636312073645,True,,1.764019887094242e-06,1.0583867879822469e-05,0.5000035280397742,0.0,0.5,3.528039774188484e-06,0.0,-0.03403636312073645,6.0,False,2,5.235956204395176,-0.03403636312073645,-4.5939209460869705e-06,0.5000035280397742,77,0.1,50,-59.590126057656825,24.484413146916925,0.0027790104050967233,6.0,-30.190268060887934,24.56610179969013,0.002777883359511193,6.0,0,[]
42,2.1,-59.36863327026367,24.484256744384766,0.0030460719000419173,4.430384791405782,-0.00042619634768925607,0.22784608602523804,0.0,PlanStatus.OK,0.5000028745416555,77,5.4574476818027335,-0.034808295017478216,True,,1.437270827756621e-06,8.623624980241308e-06,0.5000028745416555,0.0,0.5,2.874541655513242e-06,0.0,-0.034808295017478216,6.0,False,2,5.4574476818027335,-0.034808295017478216,0.0002677564573283957,0.5000028745416555,77,0.1,50,-59.368633294454035,24.484256744317555,0.0027789190952648875,6.0,-29.96878609006943,24.56594512333761,0.002777897172436155,6.0,0,[]
43,2.15,-59.14750289916992,24.484846115112305,0.003243425140533049,4.424170472618443,-0.0007408466190099716,0.23033180832862854,0.0,PlanStatus.OK,0.5000030108575231,77,5.678578836878567,-0.03483344937692878,True,,1.5054287615547376e-06,9.032407261872627e-06,0.5000030108575231,0.0,0.5,3.0108575231094752e-06,0.0,-0.03483344937692878,6.0,False,2,5.678578836878567,-0.03483344937692878,0.00046521514095435946,0.5000030108575231,77,0.1,50,-59.147502927050695,24.484846115034845,0.002778567618120735,6.0,-29.747665887549463,24.566534225149205,0.002777910548030874,6.0,0,[]
44,2.2,-58.92580795288086,24.484819412231445,0.0032173337040057033,4.420329401949284,-0.0006995028234086931,0.23186823725700378,0.0,PlanStatus.OK,0.500003103791232,77,5.9002728528968715,-0.03547624392416083,True,,1.5518956160182945e-06,9.31111983277274e-06,0.500003103791232,0.0,0.5,3.103791232036589e-06,0.0,-0.03547624392416083,6.0,False,2,5.9002728528968715,-0.03547624392416083,0.00043922941595379763,0.500003103791232,77,0.1,50,-58.92580798502637,24.48481941214214,0.0027782152463540774,6.0,-29.525982208319423,24.566507253577665,0.00277792504782489,6.0,0,[]
