step,t,ego_x,ego_y,ego_yaw,ego_speed,ctrl_steer,ctrl_throttle,ctrl_brake,plan_status,debug_ms,debug_path_len,traj_dt,traj_len,traj0_x,traj0_y,traj0_yaw,traj0_v,trajN_x,trajN_y,trajN_yaw,trajN_v,num_obstacles,obstacles
0,0.0,-64.64485931396484,24.470977783203125,0.0027785056137527423,0.0,5.713071210772594e-15,0.6000000238418579,0.0,PlanStatus.OK,12.506961822509766,43,0.1,51,-64.64485931396484,24.470977783203125,0.0027785056137527423,6.0,-39.4449565870797,24.540996034578342,0.0027785056137527423,6.0,1,"[{""id"": 78, ""x"": -110.19758605957031, ""y"": -9.8314208984375, ""vx"": -0.0009370105690322816, ""vy"": 0.3755814731121063, ""r"": 2.5906050205230713}]"
1,0.05,-64.64485931396484,24.470977783203125,0.0027785056137527423,0.0019554865092117164,5.701921292571412e-15,0.6000000238418579,0.0,PlanStatus.OK,13.505697250366211,43,0.1,51,-64.64485931396484,24.470977783203125,0.0027785056137527423,6.0,-39.4449565870797,24.540996034578342,0.0027785056137527423,6.0,1,"[{""id"": 78, ""x"": -110.19771575927734, ""y"": -9.80224323272705, ""vx"": -0.0016115277539938688, ""vy"": 0.7127940058708191, ""r"": 2.5906050205230713}]"
2,0.1,-64.64485931396484,24.470977783203125,0.002778505353678417,0.0004210197973931449,-7.66588534187665e-15,0.6000000238418579,0.0,PlanStatus.OK,9.506464004516602,43,0.1,51,-64.64485931396484,24.470977783203125,0.002778505353678417,6.0,-39.44495658706149,24.540996028024566,0.002778505353678417,6.0,1,"[{""id"": 78, ""x"": -110.1978988647461, ""y"": -9.757389068603516, ""vx"": -0.0022247156593948603, ""vy"": 1.0123456716537476, ""r"": 2.5906050205230713}]"
3,0.15000000000000002,-64.64485931396484,24.470975875854492,0.002778505353678417,0.0013019564090247543,-7.659140418517663e-15,0.6000000238418579,0.0,PlanStatus.OK,10.243892669677734,43,0.1,51,-64.64485931396484,24.470975875854492,0.002778505353678417,6.0,-39.44495658706149,24.540994120675933,0.002778505353678417,6.0,1,"[{""id"": 78, ""x"": -110.19817352294922, ""y"": -9.70898723602295, ""vx"": -0.0029189076740294695, ""vy"": 0.9860306978225708, ""r"": 2.5906050205230713}]"
4,0.2,-64.64485931396484,24.470975875854492,0.002778505353678417,0.0014678289068662707,-7.657872410195624e-15,0.6000000238418579,0.0,PlanStatus.OK,9.508609771728516,43,0.1,51,-64.64485931396484,24.470975875854492,0.002778505353678417,6.0,-39.44495658706149,24.540994120675933,0.002778505353678417,6.0,1,"[{""id"": 78, ""x"": -110.19866180419922, ""y"": -9.650997161865234, ""vx"": -0.004910105839371681, ""vy"": 1.2020912170410156, ""r"": 2.5906050205230713}]"
5,0.25,-64.64485931396484,24.470975875854492,0.002778505353678417,0.001330242234894109,-7.658924425116113e-15,0.6000000238418579,0.0,PlanStatus.OK,9.510993957519531,43,0.1,51,-64.64485931396484,24.470975875854492,0.002778505353678417,6.0,-39.44495658706149,24.540994120675933,0.002778505353678417,6.0,1,"[{""id"": 78, ""x"": -110.19871520996094, ""y"": -9.588220596313477, ""vx"": -0.0011427837889641523, ""vy"": 1.293505072593689, ""r"": 2.5906050205230713}]"
6,0.30000000000000004,-64.64485931396484,24.470975875854492,0.002778505353678417,0.0010913468016801092,-7.660752322216288e-15,0.6000000238418579,0.0,PlanStatus.OK,11.512994766235352,43,0.1,51,-64.64485931396484,24.470975875854492,0.002778505353678417,6.0,-39.44495658706149,24.540994120675933,0.002778505353678417,6.0,1,"[{""id"": 78, ""x"": -110.1988525390625, ""y"": -9.526772499084473, ""vx"": -0.0022341555450111628, ""vy"": 1.1932754516601562, ""r"": 2.5906050205230713}]"
7,0.35000000000000003,-64.64485931396484,24.470975875854492,0.002778505353678417,0.0008459854164076385,-7.662630194260351e-15,0.6000000238418579,0.0,PlanStatus.OK,10.516166687011719,43,0.1,51,-64.64485931396484,24.470975875854492,0.002778505353678417,6.0,-39.44495658706149,24.540994120675933,0.002778505353678417,6.0,1,"[{""id"": 78, ""x"": -110.19901275634766, ""y"": -9.464398384094238, ""vx"": -0.0009187961113639176, ""vy"": 1.286110758781433, ""r"": 2.5906050205230713}]"
8,0.4,-64.64485931396484,24.470975875854492,0.002778505353678417,0.0006308937260465662,-7.664276826309813e-15,0.6000000238418579,0.0,PlanStatus.OK,18.54848861694336,43,0.1,51,-64.64485931396484,24.470975875854492,0.002778505353678417,6.0,-39.44495658706149,24.540994120675933,0.002778505353678417,6.0,1,"[{""id"": 78, ""x"": -110.19920349121094, ""y"": -9.403437614440918, ""vx"": -0.0026050126180052757, ""vy"": 1.1788370609283447, ""r"": 2.5906050205230713}]"
9,0.45,-64.64485931396484,24.470975875854492,0.002778505353678417,0.00020575526300054613,-7.667534515024953e-15,0.6000000238418579,0.0,PlanStatus.OK,11.507272720336914,43,0.1,51,-64.64485931396484,24.470975875854492,0.002778505353678417,6.0,-39.44495658706149,24.540994120675933,0.002778505353678417,6.0,1,"[{""id"": 78, ""x"": -110.19950866699219, ""y"": -9.338419914245605, ""vx"": -0.0026155957020819187, ""vy"": 1.4353415966033936, ""r"": 2.5906050205230713}]"
