step,t,ego_x,ego_y,ego_yaw,ego_speed,ctrl_steer,ctrl_throttle,ctrl_brake,plan_status,debug_planner,debug_ms,debug_path_len,traj_dt,traj_len,traj0_x,traj0_y,traj0_yaw,traj0_v,trajN_x,trajN_y,trajN_yaw,trajN_v,num_obstacles,obstacles
0,0.0,-64.64486694335938,24.470966339111328,0.002778511075313572,0.0,7.52258007269543e-15,0.6000000238418579,0.0,PlanStatus.OK,hybrid_astar,0.9999275207519531,31,0.1,51,-64.64486694335938,24.470966339111328,0.002778511075313572,6.0,-40.6449595847853,24.53765051911705,0.002778511075313572,6.0,1,"[{""id"": 78, ""x"": -110.19867706298828, ""y"": -9.516179084777832, ""vx"": -0.0011523370631039143, ""vy"": 1.174072504043579, ""r"": 2.5906050205230713}]"
1,0.05,-64.64486694335938,24.470966339111328,0.002778511075313572,0.0022430613113676385,7.505743598802857e-15,0.6000000238418579,0.0,PlanStatus.OK,hybrid_astar,1.10626220703125,31,0.1,51,-64.64486694335938,24.470966339111328,0.002778511075313572,6.0,-40.6449595847853,24.53765051911705,0.002778511075313572,6.0,1,"[{""id"": 78, ""x"": -110.19884490966797, ""y"": -9.45468521118164, ""vx"": -0.0011047959560528398, ""vy"": 1.269595742225647, ""r"": 2.5906050205230713}]"
2,0.1,-64.64486694335938,24.470966339111328,0.002778511075313572,6.225576601665068e-05,7.522111663475599e-15,0.6000000238418579,0.0,PlanStatus.OK,hybrid_astar,1.0056495666503906,31,0.1,51,-64.64486694335938,24.470966339111328,0.002778511075313572,6.0,-40.6449595847853,24.53765051911705,0.002778511075313572,6.0,1,"[{""id"": 78, ""x"": -110.1990966796875, ""y"": -9.394248962402344, ""vx"": -0.00269083259627223, ""vy"": 1.1656852960586548, ""r"": 2.5906050205230713}]"
3,0.15000000000000002,-64.64486694335938,24.470964431762695,0.002778511075313572,0.0009642986564773899,7.515332858798723e-15,0.6000000238418579,0.0,PlanStatus.OK,hybrid_astar,0.0,31,0.1,51,-64.64486694335938,24.470964431762695,0.002778511075313572,6.0,-40.6449595847853,24.537648611768418,0.002778511075313572,6.0,1,"[{""id"": 78, ""x"": -110.19937896728516, ""y"": -9.321065902709961, ""vx"": -0.006137836258858442, ""vy"": 1.639800786972046, ""r"": 2.5906050205230713}]"
4,0.2,-64.64486694335938,24.470964431762695,0.002778511075313572,0.001186390174877677,7.513665897958526e-15,0.6000000238418579,0.0,PlanStatus.OK,hybrid_astar,0.0,31,0.1,51,-64.64486694335938,24.470964431762695,0.002778511075313572,6.0,-40.6449595847853,24.537648611768418,0.002778511075313572,6.0,1,"[{""id"": 78, ""x"": -110.19901275634766, ""y"": -9.232565879821777, ""vx"": 0.007682918570935726, ""vy"": 1.7143107652664185, ""r"": 2.5906050205230713}]"
5,0.25,-64.6448745727539,24.470964431762695,0.002778511075313572,0.0011106301318372259,7.514234257066134e-15,0.6000000238418579,0.0,PlanStatus.OK,hybrid_astar,1.005411148071289,31,0.1,51,-64.6448745727539,24.470964431762695,0.002778511075313572,6.0,-40.64496721417983,24.537648611768418,0.002778511075313572,6.0,1,"[{""id"": 78, ""x"": -110.19904327392578, ""y"": -9.13436222076416, ""vx"": -0.0016699944389984012, ""vy"": 2.064178228378296, ""r"": 2.5906050205230713}]"
6,0.30000000000000004,-64.6448745727539,24.470964431762695,0.002778511075313572,0.0009256840328801612,7.515622544066684e-15,0.6000000238418579,0.0,PlanStatus.OK,hybrid_astar,0.0,31,0.1,51,-64.6448745727539,24.470964431762695,0.002778511075313572,6.0,-40.64496721417983,24.537648611768418,0.002778511075313572,6.0,1,"[{""id"": 78, ""x"": -110.19937896728516, ""y"": -9.025500297546387, ""vx"": -0.004631820600479841, ""vy"": 2.309232473373413, ""r"": 2.5906050205230713}]"
7,0.35000000000000003,-64.6448745727539,24.470964431762695,0.002778511075313572,0.0007251072197208874,7.517129415679849e-15,0.6000000238418579,0.0,PlanStatus.OK,hybrid_astar,0.99945068359375,31,0.1,51,-64.6448745727539,24.470964431762695,0.002778511075313572,6.0,-40.64496721417983,24.537648611768418,0.002778511075313572,6.0,1,"[{""id"": 78, ""x"": -110.1998519897461, ""y"": -8.901846885681152, ""vx"": -0.004688393324613571, ""vy"": 2.6154556274414062, ""r"": 2.5906050205230713}]"
8,0.4,-64.6448745727539,24.470964431762695,0.002778511075313572,0.0005442810249070109,7.518487209494298e-15,0.6000000238418579,0.0,PlanStatus.OK,hybrid_astar,1.5039443969726562,31,0.1,51,-64.6448745727539,24.470964431762695,0.002778511075313572,6.0,-40.64496721417983,24.537648611768418,0.002778511075313572,6.0,1,"[{""id"": 78, ""x"": -110.20037078857422, ""y"": -8.758116722106934, ""vx"": -0.007822011597454548, ""vy"": 2.8797762393951416, ""r"": 2.5906050205230713}]"
9,0.45,-64.6448745727539,24.470964431762695,0.002778511075313572,0.00018013956542229872,7.521224819979824e-15,0.6000000238418579,0.0,PlanStatus.OK,hybrid_astar,0.0,31,0.1,51,-64.6448745727539,24.470964431762695,0.002778511075313572,6.0,-40.64496721417983,24.537648611768418,0.002778511075313572,6.0,1,"[{""id"": 78, ""x"": -110.20101165771484, ""y"": -8.607284545898438, ""vx"": -0.0075332168489694595, ""vy"": 3.1378185749053955, ""r"": 2.5906050205230713}]"
10,0.5,-64.6448745727539,24.470964431762695,0.002778511075313572,0.00024398809127661357,7.52074455229873e-15,0.6000000238418579,0.0,PlanStatus.OK,hybrid_astar,0.99945068359375,31,0.1,51,-64.6448745727539,24.470964431762695,0.002778511075313572,6.0,-40.64496721417983,24.537648611768418,0.002778511075313572,6.0,1,"[{""id"": 78, ""x"": -110.20179748535156, ""y"": -8.445992469787598, ""vx"": -0.009993677958846092, ""vy"": 3.422738790512085, ""r"": 2.5906050205230713}]"
11,0.55,-64.6448745727539,24.470964431762695,0.002778511075313572,0.00023572923894848234,7.520807232736827e-15,0.6000000238418579,0.0,PlanStatus.OK,hybrid_astar,1.0018348693847656,31,0.1,51,-64.6448745727539,24.470964431762695,0.002778511075313572,6.0,-40.64496721417983,24.537648611768418,0.002778511075313572,6.0,1,"[{""id"": 78, ""x"": -110.20222473144531, ""y"": -8.259196281433105, ""vx"": -0.008448668755590916, ""vy"": 3.9066414833068848, ""r"": 2.5906050205230713}]"
