step,t,ego_x,ego_y,ego_yaw,ego_speed,ctrl_steer,ctrl_throttle,ctrl_brake,plan_status,best_cost,timing_plan_total_ms,debug_reason,debug_expansions,debug_best_cost,debug_ms,debug_target_offset_m,debug_corridor_soft_half_width_m,debug_corridor_hard_half_width_m,debug_lane_selector_reason,debug_lane_selector_switched,debug_tracked_lead_id,debug_keep_cost,debug_pass_cost,debug_path_len_raw,debug_path_len_smoothed,traj_dt,traj_len,traj0_x,traj0_y,traj0_yaw,traj0_v,trajN_x,trajN_y,trajN_yaw,trajN_v,min_obstacle_distance_m,num_obstacles,obstacles,event_collision,event_collision_count,event_lane_invasion,event_lane_invasion_count
10,0.5,-41.4915771484375,111.94535827636719,-1.5736095570124018,0.00023063666982832724,-1.2131230222773323e-15,0.75,0.0,PlanStatus.OK,46.88308587087821,126.12981200072682,best_effort,24,46.88308587087821,80.48391342163086,0.0,1.6,2.2,stay_keep_lane,False,50,1.378296323111709,5.2498109799267585,31,31,0.1,61,-41.4915771484375,111.94535827636719,-1.573609557012401,8.0,-42.26766034307383,97.08405051049543,-2.0265377263389546,8.0,17.893476946329194,1,"[{""id"": 50, ""x"": -41.54911422729492, ""y"": 91.46135711669922, ""vx"": -0.002798116533085704, ""vy"": -0.9946658611297607, ""r"": 2.5906050205230713}]",False,0,False,0
11,0.55,-41.49161148071289,111.93263244628906,-1.5736160817570726,0.5712047580357205,-8.604092068540455e-15,0.75,0.0,PlanStatus.OK,46.86560589431622,126.26047599769663,best_effort,24,46.86560589431622,80.52420616149902,0.0,1.6,2.2,stay_keep_lane,False,50,1.3466250314728396,5.249813221029236,31,31,0.1,61,-41.49161148071289,111.93263244628906,-1.5736160817570792,8.0,-42.267791641571435,97.07132974447846,-2.026544251083626,8.0,17.928312902925406,1,"[{""id"": 50, ""x"": -41.54924774169922, ""y"": 91.4137954711914, ""vx"": -0.0028109329286962748, ""vy"": -0.9992199540138245, ""r"": 2.5906050205230713}]",False,0,False,0
12,0.6000000000000001,-41.49175262451172,111.88140106201172,-1.573615948599018,1.2957430341855452,-8.515298451712734e-15,0.75,0.0,PlanStatus.OK,46.814897670485735,128.067377001571,best_effort,25,46.814897670485735,83.29963684082031,0.0,1.6,2.2,stay_keep_lane,False,50,1.349942674349312,3.7679864712002105,31,31,0.1,61,-41.49175262451172,111.88140106201172,-1.5736159485990222,8.0,-42.26793080646808,97.02009825684678,-2.02654411792559,8.0,17.92465840521643,1,"[{""id"": 50, ""x"": -41.54937744140625, ""y"": 91.36621856689453, ""vx"": -0.002811350394040346, ""vy"": -0.9993599653244019, ""r"": 2.5906050205230713}]",False,0,False,0
13,0.65,-41.49197006225586,111.80020141601562,-1.5736303296689045,1.795016197905691,5.85120703787672e-15,0.75,0.0,PlanStatus.OK,46.73979985239579,126.61813100567088,best_effort,24,46.73979985239579,80.82008361816406,0.0,1.6,2.2,stay_keep_lane,False,50,1.3804921625904727,1.2716530022774473,31,31,0.1,61,-41.49197006225586,111.80020141601562,-1.573630329668901,8.0,-42.26836196556609,96.93890977465985,-2.026558498995476,8.0,17.891035560428,1,"[{""id"": 50, ""x"": -41.54951095581055, ""y"": 91.31864166259766, ""vx"": -0.0028113217558711767, ""vy"": -0.9993659853935242, ""r"": 2.5906050205230713}]",False,0,False,0
14,0.7000000000000001,-41.49228286743164,111.69631958007812,-1.5735546958939461,2.2321354529345028,-6.3128454998444706e-15,0.75,0.0,PlanStatus.OK,46.639680795825186,125.40452300163452,best_effort,24,46.639680795825186,80.46817779541016,0.0,1.6,2.2,stay_keep_lane,False,50,1.4317092657103754,-0.9139773812809677,31,31,0.1,61,-41.49228286743164,111.69631958007812,-1.5735546958939504,8.0,-42.26755075293479,96.83496925977869,-2.0264828652205154,8.0,17.834730347299228,1,"[{""id"": 50, ""x"": -41.549644470214844, ""y"": 91.27106475830078, ""vx"": -0.002811285899952054, ""vy"": -0.9993675947189331, ""r"": 2.5906050205230713}]",False,0,False,0
15,0.75,-41.49261474609375,111.57486724853516,-1.5735637506416524,2.5551423645811946,-7.264236717848763e-15,0.75,0.0,PlanStatus.OK,47.03215711490162,125.92675699852407,best_effort,24,47.03215711490162,80.70635795593262,0.0,1.6,2.2,stay_keep_lane,False,50,1.4988539295166192,-2.528993547486583,31,31,0.1,61,-41.49261474609375,111.57486724853516,-1.5735637506416569,8.0,-42.26801719734284,96.71352394870006,-2.0264919199682154,8.0,17.760854643586615,1,"[{""id"": 50, ""x"": -41.549774169921875, ""y"": 91.2234878540039, ""vx"": -0.0028113643638789654, ""vy"": -0.9993700981140137, ""r"": 2.5906050205230713}]",False,0,False,0
16,0.8,-41.493003845214844,111.437744140625,-1.5735489700976024,2.864018319832164,5.1415962924684835e-15,0.75,0.0,PlanStatus.OK,46.9125323863992,128.8334130003932,best_effort,25,46.9125323863992,82.52787590026855,0.0,1.6,2.2,stay_keep_lane,False,50,1.580257573454687,-4.0733795749647035,31,31,0.1,61,-41.493003845214844,111.437744140625,-1.5735489700975993,8.0,-42.268186637639865,96.57638938154336,-2.026477139424152,8.0,17.67131570468429,1,"[{""id"": 50, ""x"": -41.54990768432617, ""y"": 91.1759033203125, ""vx"": -0.0028114663437008858, ""vy"": -0.9993712306022644, ""r"": 2.5906050205230713}]",False,0,False,0
17,0.8500000000000001,-41.49341583251953,111.28614044189453,-1.57355096746842,3.1433694352367976,-8.782866842387948e-15,0.75,0.0,PlanStatus.OK,46.785976140810114,125.90767600340769,best_effort,24,46.785976140810114,80.62219619750977,0.0,1.6,2.2,stay_keep_lane,False,50,1.6748055110232212,-5.470110899650119,31,31,0.1,61,-41.49341583251953,111.28614044189453,-1.57355096746842,8.0,-42.26862830857928,96.42478723116987,-2.1760034222749853,8.0,17.567288527712968,1,"[{""id"": 50, ""x"": -41.5500373840332, ""y"": 91.12832641601562, ""vx"": -0.0028113960288465023, ""vy"": -0.9993727803230286, ""r"": 2.5906050205230713}]",False,0,False,0
18,0.9,-41.49386978149414,111.12043762207031,-1.57355096746842,3.428667674009081,-8.274466656017603e-15,0.75,0.0,PlanStatus.OK,47.15334147256716,129.69579100172268,best_effort,25,47.15334147256716,82.28445053100586,0.0,1.6,2.2,stay_keep_lane,False,50,1.782167348269107,-6.8965823605545085,31,31,0.1,61,-41.49386978149414,111.12043762207031,-1.57355096746842,8.0,-42.26908225755389,96.25908441134565,-2.1760034222749853,8.0,17.449169807487518,1,"[{""id"": 50, ""x"": -41.5501708984375, ""y"": 91.08074188232422, ""vx"": -0.002811305457726121, ""vy"": -0.9993738532066345, ""r"": 2.5906050205230713}]",False,0,False,0
19,0.9500000000000001,-41.49436950683594,110.9410400390625,-1.57355096746842,3.6932470193671594,-7.852908522564504e-15,0.75,0.0,PlanStatus.OK,47.01791904090587,126.5522969988524,best_effort,25,47.01791904090587,81.07304573059082,0.0,1.6,2.2,stay_keep_lane,False,50,1.9019829446974228,-8.219470046188734,31,31,0.1,61,-41.49436950683594,110.9410400390625,-1.57355096746842,8.0,-42.26958198289569,96.07968682833784,-2.1760034222749853,8.0,17.317363868168858,1,"[{""id"": 50, ""x"": -41.55030059814453, ""y"": 91.03314971923828, ""vx"": -0.0028114563319832087, ""vy"": -0.9993747472763062, ""r"": 2.5906050205230713}]",False,0,False,0
20,1.0,-41.494895935058594,110.74874114990234,-1.57355096746842,3.9465400641512804,-0.2142857164144516,0.75,0.0,PlanStatus.OK,261.1898057916186,154.05591500166338,best_effort,21,261.1898057916186,80.53898811340332,-3.5,1.6,2.2,switch_to_pass_lane,True,50,2.0335195237114445,-9.485911879539099,55,55,0.1,61,-41.494895935058594,110.74874114990234,-1.57355096746842,8.0,-45.01867914729167,84.64766504553148,-1.57355096746842,8.0,17.17264897995055,1,"[{""id"": 50, ""x"": -41.55043411254883, ""y"": 90.98556518554688, ""vx"": -0.0028114013839513063, ""vy"": -0.9993754625320435, ""r"": 2.5906050205230713}]",False,0,False,0
21,1.05,-41.49933624267578,110.54457092285156,-1.5768773888279835,4.174542533341658,-0.4285714328289032,0.75,0.0,PlanStatus.OK,259.06589471941203,154.69782499712892,best_effort,23,259.06589471941203,80.96623420715332,-3.5,1.6,2.2,stay_pass_lane,False,50,71.8234398057498,-10.631713947346386,55,55,0.1,61,-41.49933624267578,110.54457092285156,-1.5768773888279835,8.0,-45.10992297640063,84.45536078970974,-1.5768773888279837,8.0,17.016059802732492,1,"[{""id"": 50, ""x"": -41.55056381225586, ""y"": 90.93797302246094, ""vx"": -0.002811284037306905, ""vy"": -0.9993775486946106, ""r"": 2.5906050205230713}]",False,0,False,0
22,1.1,-41.51478576660156,110.33068084716797,-1.5884232574179131,4.37289072791901,-0.6428571343421936,0.75,0.0,PlanStatus.OK,251.8268801727101,140.05448500392959,best_effort,22,251.8268801727101,80.36112785339355,-3.5,1.6,2.2,stay_pass_lane,False,50,71.58315299364284,-11.645727690316406,43,43,0.1,61,-41.51478576660156,110.33068084716797,-1.5884232574179131,8.0,-45.32059163696666,90.28396396478762,-1.5884232574179133,8.0,16.849720507105076,1,"[{""id"": 50, ""x"": -41.550697326660156, ""y"": 90.89038848876953, ""vx"": -0.0028114640153944492, ""vy"": -0.9993777275085449, ""r"": 2.5906050205230713}]",False,0,False,0
23,1.1500000000000001,-41.544822692871094,110.10967254638672,-1.6093136256407126,4.547226342831911,-0.8571428656578064,0.75,0.0,PlanStatus.OK,238.8612648329281,160.3401680040406,best_effort,23,238.8612648329281,83.29343795776367,-3.5,1.6,2.2,stay_pass_lane,False,50,71.36177851637409,-12.561526992865677,55,55,0.1,61,-41.544822692871094,110.10967254638672,-1.6093136256407126,8.0,-45.16397931124749,84.19807818703859,-1.6093136256407128,8.0,16.67626450757096,1,"[{""id"": 50, ""x"": -41.55083084106445, ""y"": 90.84280395507812, ""vx"": -0.0028113119769841433, ""vy"": -0.9993785619735718, ""r"": 2.5906050205230713}]",False,0,False,0
24,1.2000000000000002,-41.59209060668945,109.88446807861328,-1.6398825870551326,4.698847438275157,-1.0,0.75,0.0,PlanStatus.OK,221.43842899309163,130.89250300254207,best_effort,22,221.43842899309163,81.30884170532227,-3.5,1.6,2.2,stay_pass_lane,False,50,71.1800331532054,-13.389584353333067,37,37,0.1,61,-41.59209060668945,109.88446807861328,-1.6398825870551326,8.0,-45.03141074442998,93.07982260335793,-1.3602834297357007,8.0,16.498695575848327,1,"[{""id"": 50, ""x"": -41.550960540771484, ""y"": 90.79521179199219, ""vx"": -0.002811429789289832, ""vy"": -0.9993788003921509, ""r"": 2.5906050205230713}]",False,0,False,0
25,1.25,-41.65890121459961,109.6584243774414,-1.6802521144390987,4.8264034084882965,-1.0,0.75,0.0,PlanStatus.OK,197.5181520167158,148.58405599807156,best_effort,21,197.5181520167158,82.3512077331543,-3.5,1.6,2.2,stay_pass_lane,False,50,71.06452135553171,-14.126621057681092,49,49,0.1,61,-41.65890121459961,109.6584243774414,-1.6802521144390987,8.0,-45.22542876426724,86.5818616213114,-1.6802521144390976,8.0,16.32049939103683,1,"[{""id"": 50, ""x"": -41.55109405517578, ""y"": 90.74762725830078, ""vx"": -0.0028113925363868475, ""vy"": -0.9993796944618225, ""r"": 2.5906050205230713}]",False,0,False,0
26,1.3,-41.7471923828125,109.43557739257812,-1.7303459082273802,4.926685757503424,-1.0,0.75,0.0,PlanStatus.OK,171.88419332498574,150.53851800621487,best_effort,22,171.88419332498574,83.33206176757812,-3.5,1.6,2.2,stay_pass_lane,False,50,71.04762950908007,-14.759525748504565,49,49,0.1,61,-41.7471923828125,109.43557739257812,-1.7303459082273802,8.0,-45.280931114511056,86.52419691246004,-1.450746750907947,8.0,16.14596213782857,1,"[{""id"": 50, ""x"": -41.55122375488281, ""y"": 90.70003509521484, ""vx"": -0.0028114626184105873, ""vy"": -0.9993801712989807, ""r"": 2.5906050205230713}]",False,0,False,0
27,1.35,-41.858245849609375,109.2206802368164,-1.7899096365358744,4.995337841907458,-0.7857142686843872,0.75,0.0,PlanStatus.OK,146.09554345942706,131.36859799851663,best_effort,21,146.09554345942706,80.72733879089355,-3.5,1.6,2.2,stay_pass_lane,False,50,71.16596206864536,-15.2684537584223,37,37,0.1,61,-41.858245849609375,109.2206802368164,-1.7899096365358744,8.0,-44.90497454127573,92.14783488913534,-1.7899096365358744,8.0,15.98016817834834,1,"[{""id"": 50, ""x"": -41.55135726928711, ""y"": 90.6524429321289, ""vx"": -0.0028114314191043377, ""vy"": -0.9993810653686523, ""r"": 2.5906050205230713}]",False,0,False,0
28,1.4000000000000001,-41.99094772338867,109.01224517822266,-1.8552303201727929,5.174015622506892,-0.7294754981994629,0.75,0.0,PlanStatus.OK,125.57956022264484,140.6621880014427,best_effort,22,125.57956022264484,83.31918716430664,-3.5,1.6,2.2,stay_pass_lane,False,50,71.42755909896118,-16.360013775432225,43,43,0.1,61,-41.99094772338867,109.01224517822266,-1.8552303201727929,8.0,-45.24487560286573,89.26067553980909,-1.5323770226856595,8.0,15.822042142890432,1,"[{""id"": 50, ""x"": -41.55148696899414, ""y"": 90.60484313964844, ""vx"": -0.002811332233250141, ""vy"": -0.9993811845779419, ""r"": 2.5906050205230713}]",False,0,False,0
29,1.4500000000000002,-42.142112731933594,108.80320739746094,-1.9209448853349342,5.40157110694567,-0.5151897668838501,0.75,0.0,PlanStatus.OK,113.39292081736303,149.77519700187258,best_effort,21,113.39292081736303,83.71520042419434,-3.5,1.6,2.2,stay_pass_lane,False,50,71.80168952844232,-17.72365129099326,49,49,0.1,61,-42.142112731933594,108.80320739746094,-1.9209448853349342,8.0,-45.17106879753494,85.62717577322931,-1.5980915878478008,8.0,15.66491154900088,1,"[{""id"": 50, ""x"": -41.55162048339844, ""y"": 90.55724334716797, ""vx"": -0.0028113697189837694, ""vy"": -0.9993818998336792, ""r"": 2.5906050205230713}]",False,0,False,0
30,1.5,-42.30790328979492,108.58718872070312,-1.9812151502806266,5.692030101184428,-0.3009040653705597,0.75,0.0,PlanStatus.OK,95.09241282573709,138.99007999862079,best_effort,21,95.09241282573709,80.68442344665527,-3.5,1.6,2.2,stay_pass_lane,False,50,72.22879309913404,-19.423718022680102,43,43,0.1,61,-42.30790328979492,108.58718872070312,-1.9812151502806266,8.0,-45.10610371609742,88.42659447760975,-1.9812151502806277,8.0,15.50274753642698,1,"[{""id"": 50, ""x"": -41.55175018310547, ""y"": 90.5096435546875, ""vx"": -0.002811530139297247, ""vy"": -0.9993820190429688, ""r"": 2.5906050205230713}]",False,0,False,0
31,1.55,-42.4764289855957,108.36040496826172,-2.0294087786311366,5.754492321233359,-0.0866183415055275,0.75,0.0,PlanStatus.OK,84.9851689913076,157.63576100289356,best_effort,22,84.9851689913076,83.04977416992188,-3.5,1.6,2.2,stay_pass_lane,False,50,72.6087327053744,-19.987855692883123,55,55,0.1,61,-42.4764289855957,108.36040496826172,-2.0294087786311366,8.0,-44.9844132271197,82.3317806383591,-1.7065554811440045,8.0,15.33161149264475,1,"[{""id"": 50, ""x"": -41.551883697509766, ""y"": 90.46205139160156, ""vx"": -0.0028114255983382463, ""vy"": -0.9993826150894165, ""r"": 2.5906050205230713}]",False,0,False,0
32,1.6,-42.6407470703125,108.12308502197266,-2.060779884165888,5.846328292139716,0.1276673823595047,0.75,0.0,PlanStatus.OK,77.2397862923721,123.94781399780186,best_effort,21,77.2397862923721,81.48932456970215,-3.5,1.6,2.2,stay_pass_lane,False,50,72.85774951488249,-20.692507384148005,31,31,0.1,61,-42.6407470703125,108.12308502197266,-2.060779884165888,8.0,-44.92772161091855,93.63634030222902,-1.7379265866787548,8.0,15.151464486992214,1,"[{""id"": 50, ""x"": -41.55201721191406, ""y"": 90.4144515991211, ""vx"": -0.002811313606798649, ""vy"": -0.9993829727172852, ""r"": 2.5906050205230713}]",False,0,False,0
33,1.6500000000000001,-42.795082092285156,107.87326049804688,-2.074566935971174,5.905729870285053,0.3419530987739563,0.75,0.0,PlanStatus.OK,69.27187586253919,148.8407860015286,best_effort,21,69.27187586253919,81.59446716308594,-3.5,1.6,2.2,stay_pass_lane,False,50,72.92802203229064,-21.219959160234684,49,49,0.1,61,-42.795082092285156,107.87326049804688,-2.074566935971174,8.0,-45.231786976548925,84.45967852866366,-1.7517136384840404,8.0,14.959871700463076,1,"[{""id"": 50, ""x"": -41.552146911621094, ""y"": 90.36685180664062, ""vx"": -0.002811294747516513, ""vy"": -0.9993834495544434, ""r"": 2.5906050205230713}]",False,0,False,0
34,1.7000000000000002,-42.93671417236328,107.61148834228516,-2.069932769358327,5.987537168835129,0.38036030530929565,0.75,0.0,PlanStatus.OK,65.18226584363244,146.9051199965179,best_effort,22,65.18226584363244,82.9169750213623,-3.5,1.6,2.2,stay_pass_lane,False,50,72.7954159592006,-21.840335348164217,43,43,0.1,61,-42.93671417236328,107.61148834228516,-2.0699081488386915,8.0,-45.22546620957024,87.17711400264326,-1.5368994035529444,8.0,14.756962360113477,1,"[{""id"": 50, ""x"": -41.55228042602539, ""y"": 90.31925201416016, ""vx"": -0.0028112870641052723, ""vy"": -0.999383807182312, ""r"": 2.5906050205230713}]",False,0,False,0
35,1.75,-43.06236267089844,107.33800506591797,-2.0510901056976896,6.062884875877706,0.5946460366249084,0.75,0.0,PlanStatus.OK,62.03355856038452,144.7492970037274,best_effort,21,62.03355856038452,80.32441139221191,-3.5,1.6,2.2,stay_pass_lane,False,50,72.49174377872816,-22.08690872669384,43,43,0.1,61,-43.06236267089844,107.33800506591797,-2.0510654851780443,8.0,-44.96569315519469,86.8641345571942,-1.5180567398923022,8.0,14.542406847822598,1,"[{""id"": 50, ""x"": -41.55241012573242, ""y"": 90.27165985107422, ""vx"": -0.0028113152366131544, ""vy"": -0.9993835091590881, ""r"": 2.5906050205230713}]",False,0,False,0
36,1.8,-43.16962814331055,107.05303192138672,-2.017824027889292,6.1695745830123485,0.7653230428695679,0.75,0.0,PlanStatus.OK,60.527664887639006,145.28921600140166,best_effort,22,60.527664887639006,80.97076416015625,-3.5,1.6,2.2,stay_pass_lane,False,50,72.02229755566705,-22.246606162640767,43,43,0.1,61,-43.16962814331055,107.05303192138672,-2.0177994073696413,8.0,-45.226911672987704,86.51412104892998,-1.4848405780884788,8.0,14.315880606273598,1,"[{""id"": 50, ""x"": -41.55254364013672, ""y"": 90.22406005859375, ""vx"": -0.0028112332802265882, ""vy"": -0.9993840456008911, ""r"": 2.5906050205230713}]",False,0,False,0
37,1.85,-43.25430679321289,106.7576904296875,-1.9727328490506695,6.21370143182741,0.5510373115539551,0.75,0.0,PlanStatus.OK,60.20716633626212,156.39346600073623,best_effort,21,60.20716633626212,83.40620994567871,-3.5,1.6,2.2,stay_pass_lane,False,50,71.42093947313916,-22.37237762942523,49,49,0.1,61,-43.25430679321289,106.7576904296875,-1.9727213824158403,8.0,-44.956743545747585,83.19182277571704,-1.6237146022530333,8.0,14.077710735636831,1,"[{""id"": 50, ""x"": -41.55267333984375, ""y"": 90.17646026611328, ""vx"": -0.002811378100886941, ""vy"": -0.9993839859962463, ""r"": 2.5906050205230713}]",False,0,False,0
38,1.9000000000000001,-43.318485260009766,106.45237731933594,-1.9193228870730215,6.3718826638592905,0.35350102186203003,0.75,0.0,PlanStatus.OK,60.12303129151873,147.04258400161052,best_effort,21,60.12303129151873,82.97538757324219,-3.5,1.6,2.2,stay_pass_lane,False,50,70.73936992571797,-22.46735565570619,43,43,0.1,61,-43.318485260009766,106.45237731933594,-1.9193114204656627,8.0,-45.227131974022434,85.77936573549131,-1.6397237292766471,8.0,13.828121281096212,1,"[{""id"": 50, ""x"": -41.55280685424805, ""y"": 90.12886810302734, ""vx"": -0.00281130475923419, ""vy"": -0.999384343624115, ""r"": 2.5906050205230713}]",False,0,False,0
39,1.9500000000000002,-43.37123489379883,106.134521484375,-1.8690432046406524,6.607013686146211,0.2062922865152359,0.6964931488037109,0.0,PlanStatus.OK,60.64475095491432,146.14999000332318,best_effort,21,60.64475095491432,80.89494705200195,-3.5,1.6,2.2,stay_pass_lane,False,50,70.07644549045538,-22.54513751396108,43,43,0.1,61,-43.37123489379883,106.134521484375,-1.8919262072012624,8.0,-45.06953008410575,85.82780130134682,-1.4160133005191011,8.0,13.565295834681521,1,"[{""id"": 50, ""x"": -41.552940368652344, ""y"": 90.08126831054688, ""vx"": -0.0028112949803471565, ""vy"": -0.999384880065918, ""r"": 2.5906050205230713}]",False,0,False,0
