step,t,ego_x,ego_y,ego_yaw,ego_speed,ctrl_steer,ctrl_throttle,ctrl_brake,plan_status,best_cost,timing_plan_total_ms,debug_reason,debug_expansions,debug_best_cost,debug_ms,debug_target_offset_m,debug_corridor_soft_half_width_m,debug_corridor_hard_half_width_m,debug_lane_selector_reason,debug_lane_selector_switched,debug_tracked_lead_id,debug_keep_cost,debug_pass_cost,debug_path_len_raw,debug_path_len_smoothed,traj_dt,traj_len,traj0_x,traj0_y,traj0_yaw,traj0_v,trajN_x,trajN_y,trajN_yaw,trajN_v,min_obstacle_distance_m,num_obstacles,obstacles,event_collision,event_collision_count,event_lane_invasion,event_lane_invasion_count
82,4.1000000000000005,-44.5076904296875,90.7736587524414,-1.5972521690637438,7.145958832470759,0.1903379261493683,0.4270205795764923,0.0,PlanStatus.OK,48.113176855538484,138.84050499473233,best_effort,20,48.113176855538484,81.42590522766113,-3.5,1.6,2.2,stay_pass_lane,False,50,49.46862629435406,-24.18497575623966,37,37,0.1,61,-44.5076904296875,90.7736587524414,-1.6201351717106902,8.0,-45.153370298179816,73.052775355864,-1.4238214222616192,8.0,1.4342794583093168,1,"[{""id"": 50, ""x"": -41.55860900878906, ""y"": 88.0345687866211, ""vx"": -0.0028114498127251863, ""vy"": -0.9993869066238403, ""r"": 2.5906050205230713}]",False,0,False,0
83,4.15,-44.49441909790039,90.41664123535156,-1.5762851018015498,7.161910191333996,-0.023947786539793015,0.4190449118614197,0.0,PlanStatus.OK,48.672957396348366,139.21127599314786,best_effort,20,48.672957396348366,81.64143562316895,-3.5,1.6,2.2,stay_pass_lane,False,50,48.897944834356544,-24.163561184287726,37,37,0.1,61,-44.49441909790039,90.41664123535156,-1.5991811989721083,8.0,-45.120650750371674,72.67031808504443,-1.74971584860369,8.0,1.2201070583991798,1,"[{""id"": 50, ""x"": -41.558738708496094, ""y"": 87.98696899414062, ""vx"": -0.002811243524774909, ""vy"": -0.9993861317634583, ""r"": 2.5906050205230713}]",False,0,False,0
84,4.2,-44.479862213134766,90.0584487915039,-1.5593552535938617,7.181623704840258,-0.20441849529743195,0.4091881513595581,0.0,PlanStatus.OK,47.934816134644635,168.02999699575594,best_effort,21,47.934816134644635,82.05175399780273,-3.5,1.6,2.2,stay_pass_lane,False,50,48.33563061467713,-24.14021334958218,55,55,0.1,61,-44.479862213134766,90.0584487915039,-1.5822513507931917,8.0,-45.35292839867863,63.1554045775111,-1.7694854054381266,8.0,1.0180856695488152,1,"[{""id"": 50, ""x"": -41.55887222290039, ""y"": 87.93937683105469, ""vx"": -0.002811342477798462, ""vy"": -0.9993866682052612, ""r"": 2.5906050205230713}]",False,0,False,0
85,4.25,-44.47481155395508,89.69943237304688,-1.5576721357849317,7.1778645782888955,-0.20441190898418427,0.4110677242279053,0.0,PlanStatus.OK,48.108809359233334,171.4457220004988,best_effort,21,48.108809359233334,82.7178955078125,-3.5,1.6,2.2,stay_pass_lane,False,50,47.826750744590726,-24.131121317225112,55,55,0.1,61,-44.47481155395508,89.69943237304688,-1.5805682329842825,8.0,-45.302595531399476,62.79495679311608,-1.7678022876292,8.0,0.8400747393069259,1,"[{""id"": 50, ""x"": -41.55900192260742, ""y"": 87.89177703857422, ""vx"": -0.0028114542365074158, ""vy"": -0.999386727809906, ""r"": 2.5906050205230713}]",False,0,False,0
86,4.3,-44.48366165161133,89.34173583984375,-1.5686684610839232,7.150787499086417,-0.20436428487300873,0.4246062636375427,0.0,PlanStatus.OK,48.41305042552421,139.44952699966962,best_effort,20,48.41305042552421,81.73823356628418,-3.5,1.6,2.2,stay_pass_lane,False,50,47.37411307420547,-24.142885903964213,37,37,0.1,61,-44.48366165161133,89.34173583984375,-1.5915645582832738,8.0,-45.278722607839136,71.41894588827296,-1.5686684610839292,8.0,0.6950509751031899,1,"[{""id"": 50, ""x"": -41.55913543701172, ""y"": 87.84417724609375, ""vx"": -0.0028113876469433308, ""vy"": -0.9993857145309448, ""r"": 2.5906050205230713}]",False,0,False,0
87,4.3500000000000005,-44.50398254394531,88.9853286743164,-1.5886405713628635,7.1469489545580895,0.009921437129378319,0.4265255331993103,0.0,PlanStatus.OK,48.59562459828913,134.45196699467488,best_effort,20,48.59562459828913,83.84585380554199,-3.5,1.6,2.2,stay_pass_lane,False,50,46.9652587314635,-24.17186204358747,31,31,0.1,61,-44.50398254394531,88.9853286743164,-1.6115235740097966,8.0,-45.125809637980424,74.19944850755586,-1.3785595683650522,8.0,0.5850035940807969,1,"[{""id"": 50, ""x"": -41.55926513671875, ""y"": 87.79657745361328, ""vx"": -0.002811356680467725, ""vy"": -0.9993869662284851, ""r"": 2.5906050205230713}]",False,0,False,0
88,4.4,-44.52761459350586,88.62818145751953,-1.6046449710917492,7.175367148590493,0.18987473845481873,0.4123164117336273,0.0,PlanStatus.OK,48.67508723899677,140.93919299921254,best_effort,20,48.67508723899677,83.31513404846191,-3.5,1.6,2.2,stay_pass_lane,False,50,46.550400524382326,-24.205801795171975,37,37,0.1,61,-44.52761459350586,88.62818145751953,-1.6275279737386885,8.0,-45.3042826071225,70.91255565304124,-1.4312142242896284,8.0,0.5050842049434068,1,"[{""id"": 50, ""x"": -41.55939865112305, ""y"": 87.74898529052734, ""vx"": -0.0028113387525081635, ""vy"": -0.9993862509727478, ""r"": 2.5906050205230713}]",False,0,False,0
89,4.45,-44.54185104370117,88.26991271972656,-1.6083606134446278,7.166987856981377,0.19249175488948822,0.4165060818195343,0.0,PlanStatus.OK,48.1459343566105,131.59776000247803,best_effort,20,48.1459343566105,83.00232887268066,-3.5,1.6,2.2,stay_pass_lane,False,50,46.08636706791728,-24.225645573907773,31,31,0.1,61,-44.54185104370117,88.26991271972656,-1.6312436160594697,8.0,-45.09211568347933,73.4897297250285,-1.391730987861605,8.0,0.44542019230089736,1,"[{""id"": 50, ""x"": -41.559532165527344, ""y"": 87.70138549804688, ""vx"": -0.0028113764710724354, ""vy"": -0.9993863701820374, ""r"": 2.5906050205230713}]",False,0,False,0
90,4.5,-44.54337692260742,87.91231536865234,-1.5976649590327061,7.1477869002970875,0.1903090476989746,0.4261065423488617,0.0,PlanStatus.OK,48.61186877628491,149.80821700009983,best_effort,20,48.61186877628491,82.68594741821289,-3.5,1.6,2.2,stay_pass_lane,False,50,45.56467927234959,-24.226427919793228,43,43,0.1,61,-44.54337692260742,87.91231536865234,-1.6205479616796437,8.0,-45.06350292978401,67.23860919341159,-1.7278415656671335,8.0,0.40428949018844484,1,"[{""id"": 50, ""x"": -41.559661865234375, ""y"": 87.6537857055664, ""vx"": -0.0028112863656133413, ""vy"": -0.9993860125541687, ""r"": 2.5906050205230713}]",False,0,False,0
91,4.55,-44.533226013183594,87.55543518066406,-1.580151479072127,7.149898146369734,0.19027535617351532,0.42505091428756714,0.0,PlanStatus.OK,48.832938037336106,133.2347950010444,best_effort,20,48.832938037336106,83.78934860229492,-3.5,1.6,2.2,stay_pass_lane,False,50,45.00831369623471,-24.209694563374264,31,31,0.1,61,-44.533226013183594,87.55543518066406,-1.6030344817190565,8.0,-45.37738233792203,72.73829951794997,-1.5802020867340139,8.0,0.3832586900972914,1,"[{""id"": 50, ""x"": -41.55979537963867, ""y"": 87.60618591308594, ""vx"": -0.0028113615699112415, ""vy"": -0.999386191368103, ""r"": 2.5906050205230713}]",False,0,False,0
92,4.6000000000000005,-44.51416778564453,87.19866180419922,-1.5582921196867021,7.158642215592061,-0.024010367691516876,0.42067888379096985,0.0,PlanStatus.OK,48.14973390105427,169.6908789963345,best_effort,21,48.14973390105427,83.48512649536133,-3.5,1.6,2.2,stay_pass_lane,False,50,44.427586129212,-24.179600733778482,55,55,0.1,61,-44.51416778564453,87.19866180419922,-1.5811882168860494,8.0,-45.35863194467372,60.29470460774736,-1.7684222715309617,8.0,0.3854831793338751,1,"[{""id"": 50, ""x"": -41.5599250793457, ""y"": 87.55859375, ""vx"": -0.002811405109241605, ""vy"": -0.9993859529495239, ""r"": 2.5906050205230713}]",False,0,False,0
93,4.65,-44.493064880371094,86.84069061279297,-1.5424830628237736,7.188183287534746,-0.2044299691915512,0.40590834617614746,0.0,PlanStatus.OK,48.45894607510613,150.6349799965392,best_effort,20,48.45894607510613,83.12845230102539,-3.5,1.6,2.2,stay_pass_lane,False,50,43.85867895378327,-24.14643483425941,43,43,0.1,61,-44.493064880371094,86.84069061279297,-1.565379160023113,8.0,-45.16768088811664,65.9670602839573,-1.369107577882083,8.0,0.4180213190728703,1,"[{""id"": 50, ""x"": -41.56005859375, ""y"": 87.51099395751953, ""vx"": -0.0028114442247897387, ""vy"": -0.9993864297866821, ""r"": 2.5906050205230713}]",False,0,False,0
94,4.7,-44.48215866088867,86.48177337646484,-1.5398321522747087,7.1753418286860455,-0.2044074833393097,0.4123290777206421,0.0,PlanStatus.OK,48.90159555575991,150.60766900569433,best_effort,20,48.90159555575991,83.24646949768066,-3.5,1.6,2.2,stay_pass_lane,False,50,43.33866888535172,-24.128559891961032,43,43,0.1,61,-44.48215866088867,86.48177337646484,-1.5627282494740404,8.0,-45.10143823623461,65.60642804589942,-1.3664566673330178,8.0,0.491843713958926,1,"[{""id"": 50, ""x"": -41.56018829345703, ""y"": 87.46339416503906, ""vx"": -0.002811376005411148, ""vy"": -0.9993865489959717, ""r"": 2.5906050205230713}]",False,0,False,0
95,4.75,-44.48446273803711,86.1239242553711,-1.5518450061617837,7.152128988104069,-0.20436665415763855,0.42393550276756287,0.0,PlanStatus.OK,48.20635345322247,148.29055000154767,best_effort,19,48.20635345322247,80.15322685241699,-3.5,1.6,2.2,stay_pass_lane,False,50,42.87909086957629,-24.130504847890148,43,43,0.1,61,-44.48446273803711,86.1239242553711,-1.5747411033611227,8.0,-44.92105159991199,65.1908342468622,-1.5518450061617866,8.0,0.6061978028683166,1,"[{""id"": 50, ""x"": -41.56032180786133, ""y"": 87.41580200195312, ""vx"": -0.0028113694861531258, ""vy"": -0.9993863701820374, ""r"": 2.5906050205230713}]",False,0,False,0
96,4.800000000000001,-44.49897003173828,85.76713562011719,-1.5708176320836171,7.151138717242457,-0.20436489582061768,0.42443063855171204,0.0,PlanStatus.OK,48.74041718196199,141.2903219970758,best_effort,20,48.74041718196199,83.26888084411621,-3.5,1.6,2.2,stay_pass_lane,False,50,42.45799886629298,-24.150759036199776,37,37,0.1,61,-44.49897003173828,85.76713562011719,-1.593713729282946,8.0,-44.98494201825824,67.87585111228951,-1.3606874802393463,8.0,0.7557818878364699,1,"[{""id"": 50, ""x"": -41.56045150756836, ""y"": 87.36820220947266, ""vx"": -0.0028114491142332554, ""vy"": -0.9993860125541687, ""r"": 2.5906050205230713}]",False,0,False,0
97,4.8500000000000005,-44.52298355102539,85.41075897216797,-1.594247191247753,7.157266975257588,0.009920816868543625,0.42136651277542114,0.0,PlanStatus.OK,48.489227063074495,141.58860400493722,best_effort,20,48.489227063074495,82.94296264648438,-3.5,1.6,2.2,stay_pass_lane,False,50,42.063728025235406,-24.185274243374234,37,37,0.1,61,-44.52298355102539,85.41075897216797,-1.6171301938946976,8.0,-45.115409722965296,67.68801533359799,-1.4208164444456328,8.0,0.9340661738824214,1,"[{""id"": 50, ""x"": -41.560585021972656, ""y"": 87.32060241699219, ""vx"": -0.0028113885782659054, ""vy"": -0.9993864297866821, ""r"": 2.5906050205230713}]",False,0,False,0
98,4.9,-44.549705505371094,85.05323791503906,-1.6117235201111253,7.188797648275882,6.121840840788047e-15,0.4056011736392975,0.0,PlanStatus.OK,48.44760227577795,132.88763500167988,best_effort,20,48.44760227577795,83.59837532043457,-3.5,1.6,2.2,stay_pass_lane,False,50,41.65587726340766,-24.223847234092457,31,31,0.1,61,-44.549705505371094,85.05323791503906,-1.6117235201111215,8.0,-45.16344203324903,70.0657989251932,-1.6117235201111215,8.0,1.1324848879047398,1,"[{""id"": 50, ""x"": -41.56071853637695, ""y"": 87.27300262451172, ""vx"": -0.0028113832231611013, ""vy"": -0.9993866682052612, ""r"": 2.5906050205230713}]",False,0,False,0
99,4.95,-44.570960998535156,84.6940689086914,-1.6198272529921274,7.204095002493691,0.19190743565559387,0.39795249700546265,0.0,PlanStatus.OK,48.612698772482304,132.95563499559648,best_effort,20,48.612698772482304,83.19211006164551,-3.5,1.6,2.2,stay_pass_lane,False,50,41.21233138811002,-24.254216596198205,31,31,0.1,61,-44.570960998535156,84.6940689086914,-1.642710255606954,8.0,-44.859033763003715,69.84378109746369,-1.576573112347469,8.0,1.3423924240821372,1,"[{""id"": 50, ""x"": -41.560848236083984, ""y"": 87.22541046142578, ""vx"": -0.002811386249959469, ""vy"": -0.9993860125541687, ""r"": 2.5906050205230713}]",False,0,False,0
100,5.0,-44.58723449707031,84.33391571044922,-1.6190006077897667,7.210938987592764,0.19180014729499817,0.3945305049419403,0.0,PlanStatus.OK,47.97688615026891,133.14839800295886,best_effort,19,47.97688615026891,82.03864097595215,-3.5,1.6,2.2,stay_pass_lane,False,50,40.73602158257809,-24.2771086221498,31,31,0.1,61,-44.58723449707031,84.33391571044922,-1.6418836104045984,8.0,-45.21048526762439,69.51487790109906,-1.7858766190021171,8.0,1.5622186238368458,1,"[{""id"": 50, ""x"": -41.56098175048828, ""y"": 87.17781066894531, ""vx"": -0.0028113843873143196, ""vy"": -0.9993865489959717, ""r"": 2.5906050205230713}]",False,0,False,0
101,5.050000000000001,-44.59157943725586,83.97419738769531,-1.608134244751971,7.184715865013256,2.034695112049234e-15,0.40764206647872925,0.0,PlanStatus.OK,48.05762909773479,140.69980999920517,best_effort,19,48.05762909773479,80.30009269714355,-3.5,1.6,2.2,stay_pass_lane,False,50,40.2157202594448,-24.282106968952736,37,37,0.1,61,-44.59157943725586,83.97419738769531,-1.6081342447519702,8.0,-45.26350581074047,65.98674301114102,-1.6081342447519702,8.0,1.7847986593553955,1,"[{""id"": 50, ""x"": -41.56111145019531, ""y"": 87.13021087646484, ""vx"": -0.002811386715620756, ""vy"": -0.9993861317634583, ""r"": 2.5906050205230713}]",False,0,False,0
102,5.1000000000000005,-44.59116744995117,83.61428833007812,-1.5948159092985392,7.207728789195309,0.18936863541603088,0.3961355984210968,0.0,PlanStatus.OK,48.323028323126856,144.78997299738694,best_effort,20,48.323028323126856,83.12249183654785,-3.5,1.6,2.2,stay_pass_lane,False,50,39.68112577821009,-24.279969147351014,37,37,0.1,61,-44.59116744995117,83.61428833007812,-1.6176989119454683,8.0,-45.193672769757185,65.89188448107174,-1.421385162496409,8.0,2.0147989698958293,1,"[{""id"": 50, ""x"": -41.56124496459961, ""y"": 87.0826187133789, ""vx"": -0.002811403712257743, ""vy"": -0.9993864893913269, ""r"": 2.5906050205230713}]",False,0,False,0
103,5.15,-44.59076690673828,83.25357055664062,-1.586356511253957,7.219374669771376,0.1891874074935913,0.39031267166137695,0.0,PlanStatus.OK,48.16301260189253,145.70047699817223,best_effort,20,48.16301260189253,83.54735374450684,-3.5,1.6,2.2,stay_pass_lane,False,50,39.158061212304716,-24.27784529223084,37,37,0.1,61,-44.59076690673828,83.25357055664062,-1.609239513900881,8.0,-45.043331588225826,65.52670405246847,-1.412925764451821,8.0,2.2546575203567407,1,"[{""id"": 50, ""x"": -41.56137466430664, ""y"": 87.03501892089844, ""vx"": -0.0028114013839513063, ""vy"": -0.9993864297866821, ""r"": 2.5906050205230713}]",False,0,False,0
104,5.2,-44.58073043823242,82.89342498779297,-1.5707558467463274,7.204979113933635,0.18941113352775574,0.39751043915748596,0.0,PlanStatus.OK,48.50217613252073,141.9196170027135,best_effort,20,48.50217613252073,83.5564136505127,-3.5,1.6,2.2,stay_pass_lane,False,50,38.601782988025214,-24.261270194638687,37,37,0.1,61,-44.58073043823242,82.89342498779297,-1.5936388493932654,8.0,-44.937909347214735,65.09878887775426,-1.3606256953662788,8.0,2.496289029470682,1,"[{""id"": 50, ""x"": -41.56150817871094, ""y"": 86.98741912841797, ""vx"": -0.00281136273406446, ""vy"": -0.9993860125541687, ""r"": 2.5906050205230713}]",False,0,False,0
105,5.25,-44.55975341796875,82.53423309326172,-1.551167631138522,7.20546221171633,-0.024874581024050713,0.3972688913345337,0.0,PlanStatus.OK,47.38054583752724,161.39204199862434,best_effort,20,47.38054583752724,83.76359939575195,-3.5,1.6,2.2,stay_pass_lane,False,50,38.01907642683368,-24.228288253478283,49,49,0.1,61,-44.55975341796875,82.53423309326172,-1.5740637283378605,8.0,-44.923280322720885,58.601430062806536,-1.551167631138526,8.0,2.738361758332843,1,"[{""id"": 50, ""x"": -41.56163787841797, ""y"": 86.9398193359375, ""vx"": -0.0028113562148064375, ""vy"": -0.999386191368103, ""r"": 2.5906050205230713}]",False,0,False,0
106,5.300000000000001,-44.53697204589844,82.17461395263672,-1.5348200831031797,7.2138594636655995,-0.20447476208209991,0.3930702805519104,0.0,PlanStatus.OK,48.200005437546615,142.62775200040778,best_effort,20,48.200005437546615,83.59861373901367,-3.5,1.6,2.2,stay_pass_lane,False,50,37.441350870567106,-24.19259771197253,37,37,0.1,61,-44.53697204589844,82.17461395263672,-1.5577161803025077,8.0,-45.07348726079923,64.25242445099246,-1.7449502349474362,8.0,2.9868221122694987,1,"[{""id"": 50, ""x"": -41.561771392822266, ""y"": 86.89222717285156, ""vx"": -0.0028113757725805044, ""vy"": -0.9993869066238403, ""r"": 2.5906050205230713}]",False,0,False,0
107,5.3500000000000005,-44.523494720458984,81.81452178955078,-1.533423521427542,7.199375382857682,-0.20444953441619873,0.40031230449676514,0.0,PlanStatus.OK,48.25977057321428,143.58846299728611,best_effort,20,48.25977057321428,84.09643173217773,-3.5,1.6,2.2,stay_pass_lane,False,50,36.91883550834747,-24.170861167035472,37,37,0.1,61,-44.523494720458984,81.81452178955078,-1.5563196186268675,8.0,-45.12107243062168,63.933541585417835,-1.360048036485847,8.0,3.246601201347441,1,"[{""id"": 50, ""x"": -41.56190490722656, ""y"": 86.8446273803711, ""vx"": -0.00281136785633862, ""vy"": -0.999386191368103, ""r"": 2.5906050205230713}]",False,0,False,0
108,5.4,-44.52384567260742,81.45594024658203,-1.5445653884801067,7.163095663684341,-0.20438596606254578,0.4184521734714508,0.0,PlanStatus.OK,47.75904198653245,152.6304990038625,best_effort,20,47.75904198653245,83.84513854980469,-3.5,1.6,2.2,stay_pass_lane,False,50,36.454605849410875,-24.169873344328312,43,43,0.1,61,-44.52384567260742,81.45594024658203,-1.5674614856794449,8.0,-45.15630606519452,60.54086223798468,-1.7546955403243494,8.0,3.5167298136116054,1,"[{""id"": 50, ""x"": -41.562034606933594, ""y"": 86.79702758789062, ""vx"": -0.0028114074375480413, ""vy"": -0.999386191368103, ""r"": 2.5906050205230713}]",False,0,False,0
109,5.45,-44.535614013671875,81.09878540039062,-1.5646003493607727,7.151104597368009,-0.2043648362159729,0.4244477152824402,0.0,PlanStatus.OK,48.10928423631397,162.66111400182126,best_effort,20,48.10928423631397,83.72688293457031,-3.5,1.6,2.2,stay_pass_lane,False,50,36.03368544996732,-24.186017973636208,49,49,0.1,61,-44.535614013671875,81.09878540039062,-1.5874964465601207,8.0,-45.22058105342022,57.17302453768235,-1.5646003493607783,8.0,3.7946299926184563,1,"[{""id"": 50, ""x"": -41.56216812133789, ""y"": 86.74943542480469, ""vx"": -0.0028113573789596558, ""vy"": -0.9993869066238403, ""r"": 2.5906050205230713}]",False,0,False,0
110,5.5,-44.55758285522461,80.74226379394531,-1.587023633107022,7.158679443431019,0.009920877404510975,0.4206602871417999,0.0,PlanStatus.OK,48.359582327220046,133.94991400127765,best_effort,20,48.359582327220046,83.74643325805664,-3.5,1.6,2.2,stay_pass_lane,False,50,35.633838891310695,-24.21746964771832,31,31,0.1,61,-44.55758285522461,80.74226379394531,-1.6099066357539529,8.0,-45.15550129150963,65.95539750036478,-1.3769426301091945,8.0,4.079344674398154,1,"[{""id"": 50, ""x"": -41.56229782104492, ""y"": 86.70183563232422, ""vx"": -0.0028113608714193106, ""vy"": -0.9993863701820374, ""r"": 2.5906050205230713}]",False,0,False,0
111,5.550000000000001,-44.58152770996094,80.38492584228516,-1.6055705527286062,7.175074823318179,0.18987932801246643,0.41246259212493896,0.0,PlanStatus.OK,47.34273961771099,134.54528500005836,best_effort,20,47.34273961771099,83.76169204711914,-3.5,1.6,2.2,stay_pass_lane,False,50,35.22376784533117,-24.251879042970895,31,31,0.1,61,-44.58152770996094,80.38492584228516,-1.6284535553755544,8.0,-45.187445807358074,65.62017489279452,-1.7357471593630376,8.0,4.367784934349962,1,"[{""id"": 50, ""x"": -41.56243133544922, ""y"": 86.65423583984375, ""vx"": -0.002811394166201353, ""vy"": -0.9993861317634583, ""r"": 2.5906050205230713}]",False,0,False,0
112,5.6000000000000005,-44.59663391113281,80.02651977539062,-1.6089445115136276,7.1716641724471195,-4.885868575362938e-15,0.4141679108142853,0.0,PlanStatus.OK,47.66220737021493,139.62593999895034,best_effort,19,47.66220737021493,80.32822608947754,-3.5,1.6,2.2,stay_pass_lane,False,50,34.75921321308448,-24.273024751829528,37,37,0.1,61,-44.59663391113281,80.02651977539062,-1.6089445115136303,8.0,-45.28313469886018,62.03961574305504,-1.6089445115136303,8.0,4.6553268291023455,1,"[{""id"": 50, ""x"": -41.56256103515625, ""y"": 86.60663604736328, ""vx"": -0.0028113427106291056, ""vy"": -0.9993861317634583, ""r"": 2.5906050205230713}]",False,0,False,0
113,5.65,-44.60628890991211,79.66775512695312,-1.6068319589789222,7.185574332860789,1.1871736385426048e-15,0.4072128236293793,0.0,PlanStatus.OK,47.782227897291264,143.11822799936635,best_effort,20,47.782227897291264,83.95957946777344,-3.5,1.6,2.2,stay_pass_lane,False,50,34.27184344711761,-24.285992159066616,37,37,0.1,61,-44.60628890991211,79.66775512695312,-1.6068319589789213,8.0,-45.254789914313875,61.67944096338323,-1.6068319589789213,8.0,4.942875408016384,1,"[{""id"": 50, ""x"": -41.56269454956055, ""y"": 86.55904388427734, ""vx"": -0.0028113473672419786, ""vy"": -0.999386727809906, ""r"": 2.5906050205230713}]",False,0,False,0
114,5.7,-44.61782455444336,79.30810546875,-1.6051989085984857,7.203777498028231,9.235398429623294e-15,0.3981112539768219,0.0,PlanStatus.OK,47.858172704451654,142.99889199901372,best_effort,20,47.858172704451654,83.82344245910645,-3.5,1.6,2.2,stay_pass_lane,False,50,33.787141521237665,-24.3017768074277,37,37,0.1,61,-44.61782455444336,79.30810546875,-1.6051989085984804,8.0,-45.23694888388525,61.3187562569331,-1.6051989085984808,8.0,5.233785746502493,1,"[{""id"": 50, ""x"": -41.562828063964844, ""y"": 86.51144409179688, ""vx"": -0.002811342477798462, ""vy"": -0.9993864893913269, ""r"": 2.5906050205230713}]",False,0,False,0
115,5.75,-44.62955093383789,78.94754028320312,-1.6052841297533682,7.222215726829235,-9.445582032187923e-15,0.38889214396476746,0.0,PlanStatus.OK,47.324820752987414,143.98531000188086,best_effort,20,47.324820752987414,84.0146541595459,-3.5,1.6,2.2,stay_pass_lane,False,50,33.30564205107722,-24.317843692990344,37,37,0.1,61,-44.62955093383789,78.94754028320312,-1.605284129753374,8.0,-45.2502083341453,60.9582438992017,-1.6052841297533744,8.0,5.527203780745255,1,"[{""id"": 50, ""x"": -41.562957763671875, ""y"": 86.4638442993164, ""vx"": -0.002811410464346409, ""vy"": -0.9993864893913269, ""r"": 2.5906050205230713}]",False,0,False,0
116,5.800000000000001,-44.64186096191406,78.58613586425781,-1.604570402581227,7.238321602570113,7.140818935236128e-15,0.38083919882774353,0.0,PlanStatus.OK,47.46187799794771,153.3380170003511,best_effort,20,47.46187799794771,83.99367332458496,-3.5,1.6,2.2,stay_pass_lane,False,50,32.82165258374272,-24.33478250414675,43,43,0.1,61,-44.64186096191406,78.58613586425781,-1.604570402581223,8.0,-45.00256932907044,57.616119888905075,-1.3944402507369698,8.0,5.82304009444915,1,"[{""id"": 50, ""x"": -41.56309127807617, ""y"": 86.41624450683594, ""vx"": -0.0028114153537899256, ""vy"": -0.9993861317634583, ""r"": 2.5906050205230713}]",False,0,False,0
117,5.8500000000000005,-44.65391540527344,78.22398376464844,-1.605027534182339,7.252069984092015,1.1370275939992557e-15,0.37396499514579773,0.0,PlanStatus.OK,47.43717308176982,153.33711600396782,best_effort,20,47.43717308176982,84.01226997375488,-3.5,1.6,2.2,stay_pass_lane,False,50,32.3390593736772,-24.35133478240157,43,43,0.1,61,-44.65391540527344,78.22398376464844,-1.6050275341823388,8.0,-45.024209791385694,57.254134871527924,-1.394897382338081,8.0,6.120767908443032,1,"[{""id"": 50, ""x"": -41.5632209777832, ""y"": 86.36865234375, ""vx"": -0.0028114095330238342, ""vy"": -0.9993864893913269, ""r"": 2.5906050205230713}]",False,0,False,0
118,5.9,-44.6663818359375,77.86125946044922,-1.6044654740342779,7.26284662147854,1.2093218983990576e-14,0.36857667565345764,0.0,PlanStatus.OK,47.45192228951339,149.36268299788935,best_effort,19,47.45192228951339,80.17969131469727,-3.5,1.6,2.2,stay_pass_lane,False,50,32.39982848305257,-24.36850572768308,43,43,0.1,61,-44.6663818359375,77.86125946044922,-1.6044654740342708,8.0,-45.024889847806364,56.89120575193143,-1.394335322190022,8.0,6.420325998830661,1,"[{""id"": 50, ""x"": -41.5633544921875, ""y"": 86.32105255126953, ""vx"": -0.002811449347063899, ""vy"": -0.9993863701820374, ""r"": 2.5906050205230713}]",False,0,False,0
119,5.95,-44.67851638793945,77.49807739257812,-1.6049854562371157,7.2706779778850725,-3.2912926297399853e-15,0.36466100811958313,0.0,PlanStatus.OK,46.962750568459015,153.47963500244077,best_effort,20,46.962750568459015,84.0311050415039,-3.5,1.6,2.2,stay_pass_lane,False,50,32.704927862972255,-24.38517640397174,43,43,0.1,61,-44.67851638793945,77.49807739257812,-1.6049854562371175,8.0,-45.047928405571106,56.52821293679509,-1.3948553043928476,8.0,6.721249703445629,1,"[{""id"": 50, ""x"": -41.56348419189453, ""y"": 86.27345275878906, ""vx"": -0.002811367390677333, ""vy"": -0.9993863701820374, ""r"": 2.5906050205230713}]",False,0,False,0
120,6.0,-44.69102096557617,77.13459777832031,-1.6044485629613559,7.2757127435042,-2.1643542569337124e-15,0.3621436357498169,0.0,PlanStatus.OK,46.990578515820246,148.91217100375798,best_effort,19,46.990578515820246,80.19614219665527,-3.5,1.6,2.2,stay_pass_lane,False,50,33.008161682507684,-24.402398275067497,43,43,0.1,61,-44.69102096557617,77.13459777832031,-1.604448562961357,8.0,-45.049174351286496,56.16453801004603,-1.3943184111171003,8.0,7.023536166336305,1,"[{""id"": 50, ""x"": -41.56361770629883, ""y"": 86.22586059570312, ""vx"": -0.0028113704174757004, ""vy"": -0.9993862509727478, ""r"": 2.5906050205230713}]",False,0,False,0
121,6.050000000000001,-44.70317840576172,76.77092742919922,-1.6049789314924452,7.2782456890139,1.1000266961159934e-14,0.3608771562576294,0.0,PlanStatus.OK,47.041581430408904,153.65538499463582,best_effort,20,47.041581430408904,83.93573760986328,-3.5,1.6,2.2,stay_pass_lane,False,50,33.313763126777054,-24.41909863660462,43,43,0.1,61,-44.70317840576172,76.77092742919922,-1.604978931492438,8.0,-45.07245360037402,55.80106056354316,-1.3948487796481888,8.0,7.326750887794592,1,"[{""id"": 50, ""x"": -41.56374740600586, ""y"": 86.17826080322266, ""vx"": -0.002811400918290019, ""vy"": -0.9993866682052612, ""r"": 2.5906050205230713}]",False,0,False,0
