run_name,scenario,scenario_type,planner,controller,map_name,case_id,target_speed_mps,pass,fail_reason,runtime_s,num_steps,planning_success,planning_fail_count,planning_time_s,plan_status,traj_len,collision,collision_count,collision_time_s,collision_actor_type,lane_invasion,lane_invasion_count,timeout,reach_goal,goal_reached_time_s,final_x,final_y,final_yaw,final_speed_mps,final_position_error_m,final_heading_error_rad,min_obstacle_distance_m,max_speed_mps,result_reason,result_steps,result_sim_time_s,result_wall_time_s,result_dist_to_goal
case_01,configurable_route,configurable_route,hybrid_astar_lane_corridor,,Carla/Maps/Town10HD,,,False,planning_failed,17.150000000000002,344,False,0,,PlanStatus.OK,61,False,0,,,False,0,False,False,,-41.741268157958984,-2.632927894592285,-1.5569994212935776,7.258316860988913,,,0.29865563581132415,7.420943852891719,reached_goal,343,17.150000000000002,52.50726938247681,3.9721778562523435
