step,t,ego_x,ego_y,ego_yaw,ego_speed,ctrl_steer,ctrl_throttle,ctrl_brake,plan_status,best_cost,timing_plan_total_ms,debug_reason,debug_expansions,debug_best_cost,debug_ms,debug_target_offset_m,debug_corridor_soft_half_width_m,debug_corridor_hard_half_width_m,debug_lane_selector_reason,debug_lane_selector_switched,debug_tracked_lead_id,debug_keep_cost,debug_pass_cost,debug_path_len_raw,debug_path_len_smoothed,traj_dt,traj_len,traj0_x,traj0_y,traj0_yaw,traj0_v,trajN_x,trajN_y,trajN_yaw,trajN_v,min_obstacle_distance_m,num_obstacles,obstacles,tracked_lead_id,tracked_lead_x,tracked_lead_y,tracked_lead_vx,tracked_lead_vy,tracked_lead_speed_mps,tracked_lead_distance_m,tracked_lead_relative_longitudinal_m,tracked_lead_relative_lateral_m,event_collision,event_collision_count,event_lane_invasion,event_lane_invasion_count
165,8.25,-44.90959930419922,61.195316314697266,-1.1688295776607511,6.8918133670418005,0.14339692890644073,0.5540933012962341,0.0,PlanStatus.OK,145.71901021631223,152.49467600006028,best_effort,31,145.71901021631223,80.4898738861084,0.0,1.6,2.2,stay_keep_lane,False,,4.912983607459009,15.33701639254099,55,55,0.1,61,-44.90959930419922,61.195316314697266,-1.1688295776607511,8.0,-41.63291313376395,35.23170652604247,-1.7712820324673166,8.0,20.541130669099005,1,"[{""id"": 48, ""x"": -41.56953430175781, ""y"": 84.08464050292969, ""vx"": -0.002811538754031062, ""vy"": -0.9993863701820374, ""r"": 2.5906050205230713}]",,,,,,,,,,False,0,False,0
166,8.3,-44.730403900146484,60.89744567871094,-1.1242397388973364,7.059430728557947,-0.07088878750801086,0.470284640789032,0.0,PlanStatus.OK,120.88510697816099,151.39868300320813,best_effort,30,120.88510697816099,81.0401439666748,0.0,1.6,2.2,stay_keep_lane,False,,4.642933694970124,15.607066305029875,55,55,0.1,61,-44.730403900146484,60.89744567871094,-1.1242397388973364,8.0,-41.700432266258616,34.827020682917535,-1.4470930363844698,8.0,20.763861593498493,1,"[{""id"": 48, ""x"": -41.56966781616211, ""y"": 84.03704071044922, ""vx"": -0.0028115534223616123, ""vy"": -0.9993863701820374, ""r"": 2.5906050205230713}]",,,,,,,,,,False,0,False,0
167,8.35,-44.55429458618164,60.58649826049805,-1.1015061968840931,7.203991222051034,-0.28517451882362366,0.3980043828487396,0.0,PlanStatus.OK,104.56366555422001,150.23698499862803,best_effort,31,104.56366555422001,82.54599571228027,0.0,1.6,2.2,stay_keep_lane,False,,4.3774576755643295,15.87254232443567,55,55,0.1,61,-44.55429458618164,60.58649826049805,-1.1015061968840931,8.0,-41.76853332428844,34.58613665426905,-1.4243594943712266,8.0,21.001871487710773,1,"[{""id"": 48, ""x"": -41.56979751586914, ""y"": 83.98944091796875, ""vx"": -0.002811556914821267, ""vy"": -0.9993864297866821, ""r"": 2.5906050205230713}]",,,,,,,,,,False,0,False,0
168,8.4,-44.39020538330078,60.26548385620117,-1.098821930242375,7.210221774763873,-0.31990236043930054,0.39488911628723145,0.0,PlanStatus.OK,95.27626963402082,154.0110719979566,best_effort,31,95.27626963402082,81.28857612609863,0.0,1.6,2.2,stay_keep_lane,False,,4.129969239605664,16.120030760394336,55,55,0.1,61,-44.39020538330078,60.26548385620117,-1.098821930242375,8.0,-41.5346623379864,34.272693637002135,-1.4216752277295082,8.0,21.253132961791454,1,"[{""id"": 48, ""x"": -41.56993103027344, ""y"": 83.94184112548828, ""vx"": -0.0028115396853536367, ""vy"": -0.9993863701820374, ""r"": 2.5906050205230713}]",,,,,,,,,,False,0,False,0
169,8.450000000000001,-44.242088317871094,59.93780517578125,-1.114402621041829,7.183448072355096,-0.32047054171562195,0.4082759618759155,0.0,PlanStatus.OK,87.59907692879527,152.12217499720282,best_effort,31,87.59907692879527,83.46390724182129,0.0,1.6,2.2,stay_keep_lane,False,,3.9064107786909394,16.34358922130906,55,55,0.1,61,-44.242088317871094,59.93780517578125,-1.114402621041829,8.0,-41.791861110439214,33.90368033750612,-1.4372559185289622,8.0,21.514393015817546,1,"[{""id"": 48, ""x"": -41.57006072998047, ""y"": 83.89424896240234, ""vx"": -0.0028115459717810154, ""vy"": -0.9993863701820374, ""r"": 2.5906050205230713}]",,,,,,,,,,False,0,False,0
170,8.5,-44.11208724975586,59.604774475097656,-1.141818599462677,7.16177284801451,-0.3209330439567566,0.4191135764122009,0.0,PlanStatus.OK,82.89900053532193,146.86174600137747,best_effort,32,82.89900053532193,80.99055290222168,0.0,1.6,2.2,stay_keep_lane,False,,3.7100036095274693,16.53999639047253,55,55,0.1,61,-44.11208724975586,59.604774475097656,-1.141818599462677,8.0,-41.889651161247,33.47789181551023,-1.7442710542692423,8.0,21.78417105578814,1,"[{""id"": 48, ""x"": -41.570194244384766, ""y"": 83.84664916992188, ""vx"": -0.0028115450404584408, ""vy"": -0.9993864297866821, ""r"": 2.5906050205230713}]",,,,,,,,,,False,0,False,0
171,8.55,-43.9968147277832,59.267147064208984,-1.1763904251535406,7.158877268371337,-0.3209950029850006,0.42056137323379517,0.0,PlanStatus.OK,78.2574633827264,160.09870799825876,best_effort,26,78.2574633827264,81.32767677307129,0.0,1.6,2.2,stay_keep_lane,False,,3.5356697607966976,16.714330239203303,55,55,0.1,61,-43.9968147277832,59.267147064208984,-1.1763904251535406,8.0,-41.49322866360299,33.05504844730359,-1.4992437226406738,8.0,22.061008924950695,1,"[{""id"": 48, ""x"": -41.57032775878906, ""y"": 83.7990493774414, ""vx"": -0.002811550395563245, ""vy"": -0.9993863701820374, ""r"": 2.5906050205230713}]",,,,,,,,,,False,0,False,0
172,8.6,-43.89556121826172,58.92475509643555,-1.212786649349163,7.175605805187588,-0.32063761353492737,0.412197083234787,0.0,PlanStatus.OK,75.66393976814084,147.8945950002526,best_effort,26,75.66393976814084,80.54804801940918,0.0,1.6,2.2,stay_keep_lane,False,,3.3823465907878747,16.867653409212124,49,49,0.1,61,-43.89556121826172,58.92475509643555,-1.212786649349163,8.0,-41.84165735952355,35.706081774760165,-1.815239104155728,8.0,22.344728679274358,1,"[{""id"": 48, ""x"": -41.570457458496094, ""y"": 83.75144958496094, ""vx"": -0.002811561105772853, ""vy"": -0.9993863701820374, ""r"": 2.5906050205230713}]",,,,,,,,,,False,0,False,0
173,8.65,-43.80730438232422,58.57830810546875,-1.2513588093134347,7.181907211234731,-0.1943914294242859,0.40904638171195984,0.0,PlanStatus.OK,72.71436567050537,160.45473299891455,best_effort,28,72.71436567050537,80.70230484008789,0.0,1.6,2.2,stay_keep_lane,False,,3.248502207528664,17.001497792471337,55,55,0.1,61,-43.80730438232422,58.57830810546875,-1.2284758067259516,8.0,-41.60814509653523,32.088744432178515,-1.574212106800564,8.0,22.63430559036035,1,"[{""id"": 48, ""x"": -41.57059097290039, ""y"": 83.703857421875, ""vx"": -0.00281155644915998, ""vy"": -0.9993864893913269, ""r"": 2.5906050205230713}]",,,,,,,,,,False,0,False,0
174,8.700000000000001,-43.72742462158203,58.22773742675781,-1.2848343447415673,7.234364393676375,-0.19356495141983032,0.382817804813385,0.0,PlanStatus.OK,72.58355150574621,140.89378499920713,best_effort,27,72.58355150574621,82.46898651123047,0.0,1.6,2.2,stay_keep_lane,False,,3.1272026214563198,17.12279737854368,43,43,0.1,61,-43.72742462158203,58.22773742675781,-1.261951342154108,8.0,-41.35924531992509,37.723485844160145,-1.5382685532275209,8.0,22.929211037188363,1,"[{""id"": 48, ""x"": -41.57072067260742, ""y"": 83.65625762939453, ""vx"": -0.002811634447425604, ""vy"": -0.9993864297866821, ""r"": 2.5906050205230713}]",,,,,,,,,,False,0,False,0
175,8.75,-43.65251541137695,57.87397384643555,-1.3137289767786544,7.2555942934310265,-0.1932329535484314,0.3722028434276581,0.0,PlanStatus.OK,71.48263416245548,154.29331099949195,best_effort,28,71.48263416245548,83.18972587585449,0.0,1.6,2.2,stay_keep_lane,False,,3.0133453566725383,17.236654643327462,55,55,0.1,61,-43.65251541137695,57.87397384643555,-1.2908459741911842,8.0,-41.83607656332318,31.369167331121577,-1.809957759207474,8.0,23.228133785677688,1,"[{""id"": 48, ""x"": -41.57085418701172, ""y"": 83.60865783691406, ""vx"": -0.0028115527238696814, ""vy"": -0.9993864297866821, ""r"": 2.5906050205230713}]",,,,,,,,,,False,0,False,0
176,8.8,-43.58542251586914,57.517337799072266,-1.3393073074683206,7.278949906376183,-0.1907433122396469,0.3605250418186188,0.0,PlanStatus.OK,69.6832837135847,152.936131999013,best_effort,33,69.6832837135847,81.11429214477539,0.0,1.6,2.2,stay_keep_lane,False,,2.9112003905707073,17.338799609429294,55,55,0.1,61,-43.58542251586914,57.517337799072266,-1.3164243048534898,8.0,-41.6987591877713,30.940105447012947,-1.4520304526417802,8.0,23.530913400214814,1,"[{""id"": 48, ""x"": -41.57098388671875, ""y"": 83.56106567382812, ""vx"": -0.0028115599416196346, ""vy"": -0.9993862509727478, ""r"": 2.5906050205230713}]",,,,,,,,,,False,0,False,0
177,8.85,-43.52615737915039,57.15875244140625,-1.3648526149604696,7.281937104815158,-0.19069725275039673,0.35903143882751465,0.0,PlanStatus.OK,69.6940632455891,144.60415699795703,best_effort,28,69.6940632455891,80.6112289428711,0.0,1.6,2.2,stay_keep_lane,False,,2.820788784471783,17.429211215528216,49,49,0.1,61,-43.52615737915039,57.15875244140625,-1.3419696123456455,8.0,-41.48101640417067,33.513725657927104,-1.6182868229694005,8.0,23.83652312116333,1,"[{""id"": 48, ""x"": -41.57111740112305, ""y"": 83.51346588134766, ""vx"": -0.002811552258208394, ""vy"": -0.9993863701820374, ""r"": 2.5906050205230713}]",,,,,,,,,,False,0,False,0
178,8.9,-43.4757080078125,56.7984619140625,-1.3888895080111978,7.290484728100242,0.023588458076119423,0.3547576367855072,0.0,PlanStatus.OK,69.3032109918243,168.53873500076588,best_effort,27,69.3032109918243,80.15632629394531,0.0,1.6,2.2,stay_keep_lane,False,,2.7435935626574133,17.506406437342587,55,55,0.1,61,-43.4757080078125,56.7984619140625,-1.3659934108406717,8.0,-41.87107472872911,30.257230333635672,-1.8418641502723245,8.0,24.144716227570164,1,"[{""id"": 48, ""x"": -41.571250915527344, ""y"": 83.46586608886719, ""vx"": -0.0028115510940551758, ""vy"": -0.9993864893913269, ""r"": 2.5906050205230713}]",,,,,,,,,,False,0,False,0
179,8.950000000000001,-43.42654800415039,56.43754196166992,-1.40733229803416,7.288689438123557,0.20250453054904938,0.3556552827358246,0.0,PlanStatus.OK,67.81907795708368,158.5005140004796,best_effort,30,67.81907795708368,82.48710632324219,0.0,1.6,2.2,stay_keep_lane,False,,2.6683297258025185,17.58167027419748,55,55,0.1,61,-43.42654800415039,56.43754196166992,-1.3844362008636042,8.0,-41.5640484362077,29.81805923268606,-1.476751387512372,8.0,24.453823826595823,1,"[{""id"": 48, ""x"": -41.571380615234375, ""y"": 83.41826629638672, ""vx"": -0.002811538754031062, ""vy"": -0.9993863701820374, ""r"": 2.5906050205230713}]",,,,,,,,,,False,0,False,0
180,9.0,-43.368309020996094,56.078548431396484,-1.409803844683808,7.260808799232881,0.20245446264743805,0.36959558725357056,0.0,PlanStatus.OK,66.04295040171321,156.9540609998512,best_effort,30,66.04295040171321,82.14497566223145,0.0,1.6,2.2,stay_keep_lane,False,,2.5794562033963024,17.6705437966037,55,55,0.1,61,-43.368309020996094,56.078548431396484,-1.3869077475132692,8.0,-41.57160636800242,29.454543755615994,-1.4792229341620073,8.0,24.7606033112884,1,"[{""id"": 48, ""x"": -41.57151412963867, ""y"": 83.37067413330078, ""vx"": -0.002811544807627797, ""vy"": -0.9993863701820374, ""r"": 2.5906050205230713}]",,,,,,,,,,False,0,False,0
181,9.05,-43.297088623046875,55.72443771362305,-1.399247873071061,7.20939692373103,-0.011831250041723251,0.39530155062675476,0.0,PlanStatus.OK,63.74314763197968,149.28433299792232,best_effort,26,63.74314763197968,80.20353317260742,0.0,1.6,2.2,stay_keep_lane,False,,2.4711347223990208,17.77886527760098,49,49,0.1,61,-43.297088623046875,55.72443771362305,-1.376364870456235,8.0,-41.71771695692747,32.03802215427186,-1.5119211027169688,8.0,25.061915722009335,1,"[{""id"": 48, ""x"": -41.5716438293457, ""y"": 83.32307434082031, ""vx"": -0.0028115352615714073, ""vy"": -0.9993864297866821, ""r"": 2.5906050205230713}]",,,,,,,,,,False,0,False,0
182,9.1,-43.22174072265625,55.37228012084961,-1.3858504417332538,7.204061970945528,-0.19190827012062073,0.39796900749206543,0.0,PlanStatus.OK,60.13258909931295,157.83217199714272,best_effort,28,60.13258909931295,80.37972450256348,0.0,1.6,2.2,stay_keep_lane,False,,2.3566272887956425,17.893372711204357,55,55,0.1,61,-43.22174072265625,55.37228012084961,-1.3629674391184325,8.0,-41.737523485540585,28.69970251146093,-1.4985236713791648,8.0,25.361329410032067,1,"[{""id"": 48, ""x"": -41.57177734375, ""y"": 83.27547454833984, ""vx"": -0.0028115331660956144, ""vy"": -0.9993863701820374, ""r"": 2.5906050205230713}]",,,,,,,,,,False,0,False,0
183,9.15,-43.15456771850586,55.01893615722656,-1.384811009959796,7.184385333134519,-0.1922176629304886,0.407807320356369,0.0,PlanStatus.OK,58.08662899166217,157.768113000202,best_effort,27,58.08662899166217,81.96544647216797,0.0,1.6,2.2,stay_keep_lane,False,,2.254376058621722,17.995623941378277,55,55,0.1,61,-43.15456771850586,55.01893615722656,-1.361928007344972,8.0,-41.642626963523114,28.34791569888577,-1.497484239605698,8.0,25.662703849555918,1,"[{""id"": 48, ""x"": -41.57190704345703, ""y"": 83.2278823852539, ""vx"": -0.0028115396853536367, ""vy"": -0.9993863701820374, ""r"": 2.5906050205230713}]",,,,,,,,,,False,0,False,0
184,9.200000000000001,-43.10078048706055,54.66518020629883,-1.3952613872353212,7.1466455777123095,-0.19281500577926636,0.4266771972179413,0.0,PlanStatus.OK,57.39988440564461,164.30851599943708,best_effort,30,57.39988440564461,82.81445503234863,0.0,1.6,2.2,stay_keep_lane,False,,2.1722016603543635,18.077798339645636,55,55,0.1,61,-43.10078048706055,54.66518020629883,-1.3723783846204867,8.0,-41.86763944405619,27.979816047197094,-1.5079346168812215,8.0,25.96544705048734,1,"[{""id"": 48, ""x"": -41.57204055786133, ""y"": 83.18028259277344, ""vx"": -0.0028115403838455677, ""vy"": -0.9993863701820374, ""r"": 2.5906050205230713}]",,,,,,,,,,False,0,False,0
185,9.25,-43.05805206298828,54.31121826171875,-1.4141961962696756,7.133358599775189,-0.19302621483802795,0.43332070112228394,0.0,PlanStatus.OK,57.58008884284273,160.69895300097414,best_effort,27,57.58008884284273,82.44085311889648,0.0,1.6,2.2,stay_keep_lane,False,,2.1066145375225216,18.14338546247748,55,55,0.1,61,-43.05805206298828,54.31121826171875,-1.391313193654835,8.0,-41.84234688564226,27.613347677374527,-1.6676304042785908,8.0,26.26913619259194,1,"[{""id"": 48, ""x"": -41.57217025756836, ""y"": 83.13268280029297, ""vx"": -0.002811530139297247, ""vy"": -0.9993863701820374, ""r"": 2.5906050205230713}]",,,,,,,,,,False,0,False,0
186,9.3,-43.02505874633789,53.95639419555664,-1.4353423611151774,7.140539266661608,-0.19291181862354279,0.4297303557395935,0.0,PlanStatus.OK,57.717623632038,136.7664609970234,best_effort,25,57.717623632038,82.56101608276367,0.0,1.6,2.2,stay_keep_lane,False,,2.0556263828886063,18.194373617111395,37,37,0.1,61,-43.02505874633789,53.95639419555664,-1.4124593585003486,8.0,-41.528912789517044,36.196769702286396,-1.6887266531271392,8.0,26.574288412108952,1,"[{""id"": 48, ""x"": -41.572303771972656, ""y"": 83.0850830078125, ""vx"": -0.002811544807627797, ""vy"": -0.9993863701820374, ""r"": 2.5906050205230713}]",,,,,,,,,,False,0,False,0
187,9.35,-43.00040054321289,53.60056686401367,-1.4588960235861106,7.147507844957715,0.021373897790908813,0.4262460768222809,0.0,PlanStatus.OK,57.813549166050066,151.4742949984793,best_effort,25,57.813549166050066,80.19208908081055,0.0,1.6,2.2,stay_keep_lane,False,,2.017136618209923,18.23286338179008,49,49,0.1,61,-43.00040054321289,53.60056686401367,-1.4359999264155674,8.0,-41.5235806829271,29.883736364193297,-1.6690261758998184,8.0,26.880933325975626,1,"[{""id"": 48, ""x"": -41.57243728637695, ""y"": 83.03749084472656, ""vx"": -0.0028115573804825544, ""vy"": -0.9993864297866821, ""r"": 2.5906050205230713}]",,,,,,,,,,False,0,False,0
188,9.4,-42.97757339477539,53.24330139160156,-1.4755972394142156,7.1759337235855,0.20230036973953247,0.4120331406593323,0.0,PlanStatus.OK,57.89298983660522,161.1265280007501,best_effort,27,57.89298983660522,80.57975769042969,0.0,1.6,2.2,stay_keep_lane,False,,1.9813873516206946,18.268612648379303,55,55,0.1,61,-42.97757339477539,53.24330139160156,-1.452701142243677,8.0,-41.61187491667961,26.51869898479454,-1.6857273917279099,8.0,27.189147151837734,1,"[{""id"": 48, ""x"": -41.572566986083984, ""y"": 82.9898910522461, ""vx"": -0.002811608836054802, ""vy"": -0.9993862509727478, ""r"": 2.5906050205230713}]",,,,,,,,,,False,0,False,0
189,9.450000000000001,-42.94464111328125,52.88638687133789,-1.4788292517131358,7.16216872825493,0.20227505266666412,0.41891562938690186,0.0,PlanStatus.OK,56.71786852575431,163.19180099890218,best_effort,27,56.71786852575431,81.32553100585938,0.0,1.6,2.2,stay_keep_lane,False,,1.9304819197108414,18.319518080289157,55,55,0.1,61,-42.94464111328125,52.88638687133789,-1.4559331545425869,8.0,-41.66532386144288,26.157510099125055,-1.6889594040268112,8.0,27.49659507605189,1,"[{""id"": 48, ""x"": -41.57270050048828, ""y"": 82.94229125976562, ""vx"": -0.002811561105772853, ""vy"": -0.9993864297866821, ""r"": 2.5906050205230713}]",,,,,,,,,,False,0,False,0
190,9.5,-42.89885330200195,52.532108306884766,-1.467242903074637,7.139397909564535,0.2022329866886139,0.4303010404109955,0.0,PlanStatus.OK,55.74740586292668,164.47978699943633,best_effort,27,55.74740586292668,82.40103721618652,0.0,1.6,2.2,stay_keep_lane,False,,1.8603049782189336,18.389695021781066,55,55,0.1,61,-42.89885330200195,52.532108306884766,-1.4443468059041051,8.0,-41.79801195168957,25.818569337888782,-1.536661992075829,8.0,27.800927628145114,1,"[{""id"": 48, ""x"": -41.57283020019531, ""y"": 82.89469909667969, ""vx"": -0.002811555517837405, ""vy"": -0.9993863701820374, ""r"": 2.5906050205230713}]",,,,,,,,,,False,0,False,0
191,9.55,-42.841190338134766,52.180320739746094,-1.4486135586173148,7.139408048738845,-0.012052731588482857,0.4302959740161896,0.0,PlanStatus.OK,53.54842916232991,155.26381699964986,best_effort,25,53.54842916232991,83.36973190307617,0.0,1.6,2.2,stay_keep_lane,False,,1.7723274244641467,18.477672575535856,49,49,0.1,61,-42.841190338134766,52.180320739746094,-1.4257305560024855,8.0,-41.595737179792486,28.43182392273724,-1.4919183069869926,8.0,28.1023861385322,1,"[{""id"": 48, ""x"": -41.57296371459961, ""y"": 82.84709930419922, ""vx"": -0.002811557613313198, ""vy"": -0.9993863701820374, ""r"": 2.5906050205230713}]",,,,,,,,,,False,0,False,0
192,9.600000000000001,-42.78096008300781,51.828060150146484,-1.43185055745192,7.160644563900789,-0.19259250164031982,0.4196777045726776,0.0,PlanStatus.OK,52.76113570629552,151.8825229977665,best_effort,25,52.76113570629552,80.51466941833496,0.0,1.6,2.2,stay_keep_lane,False,,1.6804969543530293,18.56950304564697,49,49,0.1,61,-42.78096008300781,51.828060150146484,-1.4089675548370915,8.0,-41.57485416142484,28.13704264890632,-1.3017292131472074,8.0,28.404378412556984,1,"[{""id"": 48, ""x"": -41.57309341430664, ""y"": 82.79949951171875, ""vx"": -0.0028115510940551758, ""vy"": -0.9993864297866821, ""r"": 2.5906050205230713}]",,,,,,,,,,False,0,False,0
193,9.65,-42.72935485839844,51.4736328125,-1.42943187454991,7.162298301485624,-0.1925666332244873,0.418850839138031,0.0,PlanStatus.OK,51.5278379925981,160.75360999820987,best_effort,26,51.5278379925981,81.75826072692871,0.0,1.6,2.2,stay_keep_lane,False,,1.6015934337283846,18.648406566271614,55,55,0.1,61,-42.72935485839844,51.4736328125,-1.406548871935076,8.0,-41.92053520722642,24.760339425339836,-1.6828660825588286,8.0,28.709021374674727,1,"[{""id"": 48, ""x"": -41.57322692871094, ""y"": 82.75189971923828, ""vx"": -0.00281154946424067, ""vy"": -0.9993862509727478, ""r"": 2.5906050205230713}]",,,,,,,,,,False,0,False,0
194,9.700000000000001,-42.69118881225586,51.11844253540039,-1.4393405648597133,7.141191148540861,-0.19290144741535187,0.42940443754196167,0.0,PlanStatus.OK,51.58101546088632,154.12080999885802,best_effort,25,51.58101546088632,82.03864097595215,0.0,1.6,2.2,stay_keep_lane,False,,1.5428446664633162,18.707155333536683,49,49,0.1,61,-42.69118881225586,51.11844253540039,-1.4164575622448823,8.0,-41.66256095937476,27.419055908771806,-1.3092192205550022,8.0,29.01503400007554,1,"[{""id"": 48, ""x"": -41.57335662841797, ""y"": 82.70430755615234, ""vx"": -0.002811550395563245, ""vy"": -0.9993863701820374, ""r"": 2.5906050205230713}]",,,,,,,,,,False,0,False,0
195,9.75,-42.664085388183594,50.76277160644531,-1.4580793652378379,7.142132508810434,-0.19288645684719086,0.4289337396621704,0.0,PlanStatus.OK,51.539844455568,162.1453139996447,best_effort,25,51.539844455568,80.78408241271973,0.0,1.6,2.2,stay_keep_lane,False,,1.5006877453637109,18.74931225463629,55,55,0.1,61,-42.664085388183594,50.76277160644531,-1.4351963626230206,8.0,-41.784095501242824,24.01634911307946,-1.71146365771922,8.0,29.321971835482284,1,"[{""id"": 48, ""x"": -41.573490142822266, ""y"": 82.65670776367188, ""vx"": -0.0028115403838455677, ""vy"": -0.9993863701820374, ""r"": 2.5906050205230713}]",,,,,,,,,,False,0,False,0
196,9.8,-42.64670944213867,50.40607833862305,-1.4791755958129005,7.159495945078784,-0.1926107108592987,0.4202520251274109,0.0,PlanStatus.OK,52.00615621088563,161.7335759983689,best_effort,23,52.00615621088563,82.67092704772949,0.0,1.6,2.2,stay_keep_lane,False,,1.4731176565590067,18.776882343440995,49,49,0.1,61,-42.64670944213867,50.40607833862305,-1.4562925931980688,8.0,-41.72667501627767,26.645961156889765,-1.349054251038913,8.0,29.630298607678547,1,"[{""id"": 48, ""x"": -41.57362365722656, ""y"": 82.6091079711914, ""vx"": -0.002811546204611659, ""vy"": -0.9993863701820374, ""r"": 2.5906050205230713}]",,,,,,,,,,False,0,False,0
197,9.850000000000001,-42.63767623901367,50.04833221435547,-1.5027261956485802,7.173362144266966,0.021675007417798042,0.413318932056427,0.0,PlanStatus.OK,51.63052465609469,141.32064699879265,best_effort,19,51.63052465609469,80.49726486206055,0.0,1.6,2.2,stay_keep_lane,False,,1.458059020346385,18.791940979653617,43,43,0.1,61,-42.63767623901367,50.04833221435547,-1.479830098478034,8.0,-41.65621024972853,29.29981426239803,-1.3293507107068772,8.0,29.939973566218292,1,"[{""id"": 48, ""x"": -41.573753356933594, ""y"": 82.56150817871094, ""vx"": -0.00281154690310359, ""vy"": -0.9993863701820374, ""r"": 2.5906050205230713}]",,,,,,,,,,False,0,False,0
198,9.9,-42.63050079345703,49.689002990722656,-1.5194340693794104,7.205137864649216,0.202353835105896,0.39743107557296753,0.0,PlanStatus.OK,52.32281425923718,149.78676800092217,best_effort,25,52.32281425923718,80.9473991394043,0.0,1.6,2.2,stay_keep_lane,False,,1.4457823910311318,18.80421760896887,49,49,0.1,61,-42.63050079345703,49.689002990722656,-1.4965379722088845,8.0,-41.755129504954446,25.89020713750803,-1.7295642212236568,8.0,30.251309480200234,1,"[{""id"": 48, ""x"": -41.57388687133789, ""y"": 82.513916015625, ""vx"": -0.0028115366585552692, ""vy"": -0.9993863701820374, ""r"": 2.5906050205230713}]",,,,,,,,,,False,0,False,0
199,9.950000000000001,-42.613162994384766,49.32950973510742,-1.5226393169093753,7.191820475115339,0.20232950150966644,0.4040897488594055,0.0,PlanStatus.OK,52.31170179559217,155.95553599996492,best_effort,23,52.31170179559217,83.45174789428711,0.0,1.6,2.2,stay_keep_lane,False,,1.4182576966782978,18.831742303321704,49,49,0.1,61,-42.613162994384766,49.32950973510742,-1.4997432197388338,8.0,-41.814077103501695,25.52803035472618,-1.7327694687536286,8.0,30.562490906022887,1,"[{""id"": 48, ""x"": -41.57401657104492, ""y"": 82.46631622314453, ""vx"": -0.002811542944982648, ""vy"": -0.9993863701820374, ""r"": 2.5906050205230713}]",,,,,,,,,,False,0,False,0
200,10.0,-42.58282470703125,48.972137451171875,-1.5110078276903998,7.167234541747959,0.20228438079357147,0.41638273000717163,0.0,PlanStatus.OK,51.20756148158098,154.19976400153246,best_effort,25,51.20756148158098,83.56475830078125,0.0,1.6,2.2,stay_keep_lane,False,,1.3712413114053696,18.87875868859463,49,49,0.1,61,-42.58282470703125,48.972137451171875,-1.488111730519854,8.0,-41.59396334709896,25.22156337072951,-1.3376323427487045,8.0,30.871180196700955,1,"[{""id"": 48, ""x"": -41.57415008544922, ""y"": 82.41871643066406, ""vx"": -0.002811543643474579, ""vy"": -0.9993863701820374, ""r"": 2.5906050205230713}]",,,,,,,,,,False,0,False,0
201,10.05,-42.54048156738281,48.616878509521484,-1.4923204263213137,7.163982313393085,-0.012001335620880127,0.41800883412361145,0.0,PlanStatus.OK,50.4999391891444,152.00284200182068,best_effort,24,50.4999391891444,81.54582977294922,0.0,1.6,2.2,stay_keep_lane,False,,1.3062266443549562,18.943773355645042,49,49,0.1,61,-42.54048156738281,48.616878509521484,-1.469437423706491,8.0,-41.498400210394045,24.7870909494674,-1.5355745664890204,8.0,31.17746647577743,1,"[{""id"": 48, ""x"": -41.57427978515625, ""y"": 82.37112426757812, ""vx"": -0.002811533398926258, ""vy"": -0.9993863701820374, ""r"": 2.5906050205230713}]",,,,,,,,,,False,0,False,0
202,10.100000000000001,-42.4955940246582,48.261234283447266,-1.4754960392927925,7.180904891369587,-0.19227221608161926,0.4095475673675537,0.0,PlanStatus.OK,49.97223800995522,151.9949510002334,best_effort,24,49.97223800995522,81.38585090637207,0.0,1.6,2.2,stay_keep_lane,False,,1.2373937522970768,19.012606247702923,49,49,0.1,61,-42.4955940246582,48.261234283447266,-1.4526130366779575,8.0,-41.5433458964048,24.535647049713692,-1.308669176968813,8.0,31.484139102191833,1,"[{""id"": 48, ""x"": -41.57441329956055, ""y"": 82.32352447509766, ""vx"": -0.0028115396853536367, ""vy"": -0.9993863701820374, ""r"": 2.5906050205230713}]",,,,,,,,,,False,0,False,0
203,10.15,-42.45941162109375,47.90403366088867,-1.4730288868589432,7.17783482208782,-0.19232065975666046,0.41108259558677673,0.0,PlanStatus.OK,49.64694664875726,143.60988999760593,best_effort,25,49.64694664875726,83.11700820922852,0.0,1.6,2.2,stay_keep_lane,False,,1.181611954535866,19.068388045464133,43,43,0.1,61,-42.45941162109375,47.90403366088867,-1.4501458842441093,8.0,-41.9575583096267,27.127753257060792,-1.5857021160278255,8.0,31.79267402811446,1,"[{""id"": 48, ""x"": -41.574546813964844, ""y"": 82.27592468261719, ""vx"": -0.002811538754031062, ""vy"": -0.9993863701820374, ""r"": 2.5906050205230713}]",,,,,,,,,,False,0,False,0
