step,t,ego_x,ego_y,ego_yaw,ego_speed,ctrl_steer,ctrl_throttle,ctrl_brake,plan_status,num_candidates,ego_s0,ego_l0,best_valid,best_min_clearance_m,best_max_curvature,best_max_yaw_rate,best_cost_total,best_v_target,best_collision,timing_plan_total_ms,debug_num_candidates,debug_ego_s0,debug_ego_l0,traj_dt,traj_len,traj0_x,traj0_y,traj0_yaw,traj0_v,trajN_x,trajN_y,trajN_yaw,trajN_v,num_obstacles,obstacles
10,0.5,-64.64490509033203,24.470897674560547,0.0027785688118137667,0.0001891518102190174,0.0035268955398350954,0.5,0.0,PlanStatus.OK,4,0.18115911083083083,-0.03350642518280539,True,52.727763980698505,0.0021774659076139024,0.004125873124474415,0.0019472842406232573,4.0,False,2.8514000587165356,4,0.18115911083083083,-0.03350642518280539,0.1,60,-64.6448974609375,24.47089958190918,0.002817812849281163,0.0001891518102190174,-52.844475352214225,24.525958999457067,0.005773855220526179,3.9333364858635,1,"[{""id"": 78, ""x"": -110.20059967041016, ""y"": -9.317432403564453, ""vx"": -0.021105237305164337, ""vy"": 1.5525121688842773, ""r"": 2.5906050205230713}]"
11,0.55,-64.64490509033203,24.470897674560547,0.0027785688118137667,0.000181884794619989,0.003526708809658885,0.5,0.0,PlanStatus.OK,4,0.18115911083083083,-0.03350642518280539,True,52.67364887279738,0.002177659942696145,0.004125512036485981,0.0019483393360862833,4.0,False,1.3435999862849712,4,0.18115911083083083,-0.03350642518280539,0.1,60,-64.6448974609375,24.47089958190918,0.0028178128491631233,0.000181884794619989,-52.844496789552906,24.525958875679603,0.0057738552205239485,3.9333363647465722,1,"[{""id"": 78, ""x"": -110.20209503173828, ""y"": -9.224492073059082, ""vx"": -0.010329431854188442, ""vy"": 1.92192804813385, ""r"": 2.5906050205230713}]"
12,0.6000000000000001,-64.64490509033203,24.470897674560547,0.0027785688118137667,0.0001544189641738673,0.0035260028671473265,0.5,0.0,PlanStatus.OK,4,0.18115911083083083,-0.03350642518280539,True,52.60535611420446,0.0021783933207169797,0.004124147288500609,0.0019498774275419914,4.0,False,2.1244999952614307,4,0.18115911083083083,-0.03350642518280539,0.1,60,-64.6448974609375,24.47089958190918,0.0028178128492937255,0.0001544189641738673,-52.84457781240215,24.525958407860205,0.0057738552205345425,3.9333359069827405,1,"[{""id"": 78, ""x"": -110.20340728759766, ""y"": -9.107739448547363, ""vx"": -0.010061684995889664, ""vy"": 2.463589668273926, ""r"": 2.5906050205230713}]"
13,0.65,-64.64490509033203,24.470897674560547,0.0027785688118137667,0.0001231384273542431,0.0035251991357654333,0.5,0.0,PlanStatus.OK,4,0.18115911083083083,-0.03350642518280539,True,52.53254407893747,0.002179228592530321,0.00412259297596097,0.0019515430762474582,4.0,False,1.664699986577034,4,0.18115911083083083,-0.03350642518280539,0.1,60,-64.6448974609375,24.47089958190918,0.002817812849419348,0.0001231384273542431,-52.844670088447636,24.525957875065757,0.005773855220533343,3.933335385640453,1,"[{""id"": 78, ""x"": -110.20407104492188, ""y"": -8.983966827392578, ""vx"": -0.0078017255291342735, ""vy"": 2.410604238510132, ""r"": 2.5906050205230713}]"
14,0.7000000000000001,-64.64490509033203,24.470897674560547,0.0027785688118137667,9.30118662911465e-05,0.003524425206705928,0.5,0.0,PlanStatus.OK,4,0.18115911083083083,-0.03350642518280539,True,52.45443134932806,0.00218003308647079,0.004121095987304475,0.0019532958510271644,4.0,False,1.4678000006824732,4,0.18115911083083083,-0.03350642518280539,0.1,60,-64.6448974609375,24.47089958190918,0.0028178128493769857,9.30118662911465e-05,-52.84475896032138,24.52595736192672,0.005773855220525616,3.9333348835310993,1,"[{""id"": 78, ""x"": -110.20480346679688, ""y"": -8.850821495056152, ""vx"": -0.0066957431845366955, ""vy"": 2.773325204849243, ""r"": 2.5906050205230713}]"
15,0.75,-64.6448745727539,24.470897674560547,0.002775639594689005,0.0031121705542535125,0.003608331549912691,0.5,0.0,PlanStatus.OK,4,0.18118962829111382,-0.03350650999136439,True,52.3685262594471,0.0020992733525604375,0.004271508663155508,0.0019211641011766122,4.0,False,1.449699979275465,4,0.18118962829111382,-0.03350650999136439,0.1,60,-64.64487457831017,24.47089964638831,0.0028178128495418577,0.0031121705542535125,-52.835829708314805,24.52600891870796,0.005773855220527892,3.9333852028425653,1,"[{""id"": 78, ""x"": -110.20588684082031, ""y"": -8.70357608795166, ""vx"": -0.007468498777598143, ""vy"": 2.9306957721710205, ""r"": 2.5906050205230713}]"
16,0.8,-64.615234375,24.47103500366211,0.0028171373140927288,0.8603697701704006,0.0037764543667435646,0.5,0.0,PlanStatus.OK,4,0.21083009322948035,-0.0334515517320337,True,52.302362014354294,0.0017162740111154766,0.003912105869613757,0.0020765538744393188,4.0,False,1.4535000082105398,4,0.21083009322948035,-0.0334515517320337,0.1,60,-64.6152342289352,24.470983167566693,0.0028178128493510815,0.8603697701704006,-50.27731550524526,24.539596070370244,0.004803116405221877,3.9476728295028383,1,"[{""id"": 78, ""x"": -110.20612335205078, ""y"": -8.549752235412598, ""vx"": -0.006536844652146101, ""vy"": 3.1625382900238037, ""r"": 2.5906050205230713}]"
17,0.8500000000000001,-64.55355072021484,24.4713134765625,0.0029624863525905838,1.4364644245222675,0.0031718453392386436,0.5,0.0,PlanStatus.OK,4,0.27251428370456876,-0.03334449920478384,True,52.25456738231824,0.0017887205506633146,0.004141073583779006,0.002120702983933618,4.0,False,1.606999896466732,4,0.27251428370456876,-0.03334449920478384,0.1,60,-64.55355027924087,24.471156981852776,0.0028178128493516613,1.4364644245222675,-48.51616949777411,24.547413238028764,0.004149717542876529,3.95727440707537,1,"[{""id"": 78, ""x"": -110.20610809326172, ""y"": -8.382509231567383, ""vx"": -0.0035972793120890856, ""vy"": 3.472524404525757, ""r"": 2.5906050205230713}]"
18,0.9,-64.47089385986328,24.47169303894043,0.0030786233227329813,1.7717232756356025,0.002821068512275815,0.5,0.0,PlanStatus.OK,4,0.3551718796874916,-0.03319464227181763,True,52.21588888388332,0.001938770512147898,0.004767001024144697,0.0022221777067581387,4.0,False,1.4272998087108135,4,0.3551718796874916,-0.03319464227181763,0.1,60,-64.47089300565868,24.47138989519682,0.0028178128493472204,1.7717232756356025,-47.444505815864595,24.551426485763823,0.003603205696800437,3.9628620545939333,1,"[{""id"": 78, ""x"": -110.20643615722656, ""y"": -8.20015811920166, ""vx"": -0.00868807453662157, ""vy"": 3.836618661880493, ""r"": 2.5906050205230713}]"
19,0.9500000000000001,-64.37358856201172,24.472143173217773,0.003176082535062272,2.038849814406073,0.002558413427323103,0.5,0.0,PlanStatus.OK,4,0.4524780527260406,-0.033014921819781544,True,52.18047529365686,0.0017048150213963655,0.0046473727874104045,0.0021716849529923366,4.0,False,1.4860001392662525,4,0.4524780527260406,-0.033014921819781544,0.1,60,-64.37358721202844,24.47166408543812,0.0028178128493682895,2.038849814406073,-46.559181316880114,24.55439161163204,0.0033065156530927395,3.967314163573446,1,"[{""id"": 78, ""x"": -110.20623016357422, ""y"": -8.002311706542969, ""vx"": -0.004894061479717493, ""vy"": 4.0929131507873535, ""r"": 2.5906050205230713}]"
20,1.0,-64.2652359008789,24.472591400146484,0.003462925790409822,2.2489864280765133,0.0025799234863370657,0.5,0.0,PlanStatus.OK,4,0.5608315410864978,-0.03286780940700694,True,52.15021613082327,0.0014059106801995625,0.004371487712311016,0.002053644291121749,4.0,False,1.3823998160660267,4,0.5608315410864978,-0.03286780940700694,0.1,60,-64.26523414820808,24.47196940490171,0.002817812849355645,2.2489864280765133,-45.830928148224395,24.55659579401919,0.0030266612648047544,3.970816440467947,1,"[{""id"": 78, ""x"": -110.20594787597656, ""y"": -7.796321868896484, ""vx"": -0.0038711274974048138, ""vy"": 4.149277210235596, ""r"": 2.5906050205230713}]"
21,1.05,-64.14735412597656,24.473201751708984,0.0034337800410072917,2.4289660804388467,0.003723850939422846,0.47131016850471497,0.0,PlanStatus.OK,4,0.6787145569657834,-0.03258505445870698,True,52.121462625701064,0.0014664600000350195,0.004527797599338671,0.0021077551270445053,4.0,False,1.5736999921500683,4,0.6787145569657834,-0.03258505445870698,0.1,60,-64.14735158944534,24.472301576769663,0.0028178128493508508,2.4289660804388467,-45.18210783424132,24.55846214872085,0.0028162529737835967,3.9738161013406605,1,"[{""id"": 78, ""x"": -110.20597076416016, ""y"": -7.577156066894531, ""vx"": -0.005017984192818403, ""vy"": 4.556809425354004, ""r"": 2.5906050205230713}]"
22,1.1,-64.02100372314453,24.473819732666016,0.003736773391801301,2.5915877443714934,0.003037126734852791,0.4225236773490906,0.0,PlanStatus.OK,4,0.8050661892757387,-0.0323182045201791,True,52.09422830734629,0.0013476905010394082,0.0041095419520818886,0.001975044462107408,4.0,False,2.1410000044852495,4,0.8050661892757387,-0.0323182045201791,0.1,60,-64.02100044849614,24.472657611580473,0.0028178128493528817,2.5915877443714934,-44.57602467939412,24.560166465825112,0.002809787820410235,3.976526462406204,1,"[{""id"": 78, ""x"": -110.20643615722656, ""y"": -7.345797061920166, ""vx"": -0.008281723596155643, ""vy"": 4.678530693054199, ""r"": 2.5906050205230713}]"
23,1.1500000000000001,-63.88705825805664,24.474586486816406,0.003770050681934007,2.735815610974349,0.0029803805518895388,0.3792553246021271,0.0,PlanStatus.OK,4,0.9390132679553437,-0.0319236886926401,True,52.067102062366686,0.0014025941962649481,0.004679750157620482,0.002120060995408312,4.0,False,1.4122000429779291,4,0.9390132679553437,-0.0319236886926401,0.1,60,-63.88705388638344,24.473035048923283,0.002843259479255057,2.735815610974349,-44.01660753920727,24.56172109966221,0.0027790171650136303,3.978930260182897,1,"[{""id"": 78, ""x"": -110.20709991455078, ""y"": -7.1010026931762695, ""vx"": -0.01109915692359209, ""vy"": 5.059406757354736, ""r"": 2.5906050205230713}]"
24,1.2000000000000002,-63.74650192260742,24.475309371948242,0.00406159217996635,2.8600774178610595,0.002354993484914303,0.34197676181793213,0.0,PlanStatus.OK,4,1.0795710695564495,-0.03159141336813259,True,52.045274266370804,0.001252088313503375,0.004615850261474848,0.0020663131371998888,4.0,False,1.428899820894003,4,1.0795710695564495,-0.03159141336813259,0.1,60,-63.74649663001407,24.473431114014613,0.0029531873446017316,2.8600774178610595,-43.50947935276359,24.56313041939204,0.002779012560164469,3.981001290297696,1,"[{""id"": 78, ""x"": -110.20772552490234, ""y"": -6.853457927703857, ""vx"": -0.01901029422879219, ""vy"": 4.71903133392334, ""r"": 2.5906050205230713}]"
25,1.25,-63.60031509399414,24.476137161254883,0.004080142241285783,2.9648241399378157,0.0026370184496045113,0.3105527460575104,0.0,PlanStatus.OK,4,1.2257596341091854,-0.031169881452848703,True,52.03376077439766,0.0012072017069306425,0.0039959094760103325,0.0019446459332464585,4.0,False,1.6872999258339405,4,1.2257596341091854,-0.031169881452848703,0.1,60,-63.60030817791104,24.47385237552253,0.003027006812794446,2.9648241399378157,-43.05428922058752,24.56439539768502,0.0027790036451739372,3.982747068998958,1,"[{""id"": 78, ""x"": -110.20668029785156, ""y"": -6.615947246551514, ""vx"": -0.023921877145767212, ""vy"": 4.78587007522583, ""r"": 2.5906050205230713}]"
26,1.3,-63.44945526123047,24.476924896240234,0.0043508832548627115,3.0513894962461237,0.0033439495600759983,0.2845831513404846,0.0,PlanStatus.OK,4,1.3766210734565223,-0.030801390014626763,True,52.02770225929843,0.0014397014506710457,0.004609328268616775,0.001990454594651781,4.0,False,1.4389997813850641,4,1.3766210734565223,-0.030801390014626763,0.1,60,-63.44944734297253,24.474309033692425,0.0030270068127840224,3.0513894962461237,-42.648061462010624,24.565524309013014,0.0027790036451669506,3.984189824937432,1,"[{""id"": 78, ""x"": -110.20690155029297, ""y"": -6.376804828643799, ""vx"": -0.018614690750837326, ""vy"": 4.950571060180664, ""r"": 2.5906050205230713}]"
27,1.35,-63.29474639892578,24.47787857055664,0.004414713816645947,3.121903827644509,0.0033513393718749285,0.26342883706092834,0.0,PlanStatus.OK,4,1.5313319886285854,-0.030277656365496744,True,52.00769804991487,0.0011343771180522804,0.0042137785154390105,0.0019739685623066544,4.0,False,1.4428000431507826,4,1.5313319886285854,-0.030277656365496744,0.1,60,-63.29473701146426,24.47477734435025,0.0030270068127883675,3.121903827644509,-42.285334544404215,24.566532211588147,0.002778703934674926,3.9853650637940734,1,"[{""id"": 78, ""x"": -110.20791625976562, ""y"": -6.102396488189697, ""vx"": -0.029926422983407974, ""vy"": 5.782083988189697, ""r"": 2.5906050205230713}]"
28,1.4000000000000001,-63.13694381713867,24.478816986083984,0.004732835690937017,3.178425436894822,0.0027121163439005613,0.24647237360477448,0.0,PlanStatus.OK,4,1.6891365689325577,-0.02977777891407134,True,51.98201845068361,0.0011662641503365986,0.004337680857383541,0.0020047337195928817,4.0,False,1.3906999956816435,4,1.6891365689325577,-0.02977777891407134,0.1,60,-63.13693303500869,24.47525501952101,0.003027006812790258,3.178425436894822,-41.960792350598446,24.56743401009064,0.0027786716142635956,3.9863070906149054,1,"[{""id"": 78, ""x"": -110.20978546142578, ""y"": -5.8080925941467285, ""vx"": -0.03603650629520416, ""vy"": 5.939734935760498, ""r"": 2.5906050205230713}]"
29,1.4500000000000002,-62.97666931152344,24.4798583984375,0.004796601754287602,3.2233119053401085,0.0026511219330132008,0.23300643265247345,0.0,PlanStatus.OK,4,1.8494133497483354,-0.029181774527386472,True,51.957876966897956,0.0012760054327835557,0.00475024155755629,0.002113746942612106,4.0,False,1.4189998619258404,4,1.8494133497483354,-0.029181774527386472,0.1,60,-62.9766568456044,24.475740178120066,0.003027006812782669,3.2233119053401085,-41.6681014749299,24.568247304011766,0.0027786716142644847,3.987055198422329,1,"[{""id"": 78, ""x"": -110.21192932128906, ""y"": -5.508616924285889, ""vx"": -0.03780379891395569, ""vy"": 6.0175652503967285, ""r"": 2.5906050205230713}]"
30,1.5,-62.814453125,24.480838775634766,0.005078629993578343,3.2584043356486463,0.0021061813458800316,0.2224787026643753,0.0,PlanStatus.OK,4,2.011631634357503,-0.028652201005769106,True,51.939203682007175,0.0011366280254465992,0.004314709565062763,0.00201158475768797,4.0,False,1.8028998747467995,4,2.011631634357503,-0.028652201005769106,0.1,60,-62.81443917783575,24.476231213605306,0.0031987109714776358,3.2584043356486463,-41.402361419632314,24.568985411773593,0.002777923086666177,3.9876400722607994,1,"[{""id"": 78, ""x"": -110.21411895751953, ""y"": -5.21238374710083, ""vx"": -0.03838344290852547, ""vy"": 5.8585638999938965, ""r"": 2.5906050205230713}]"
31,1.55,-62.650184631347656,24.482519149780273,0.0050939998660491925,3.285317040215548,0.002501998096704483,0.2144048810005188,0.0,PlanStatus.OK,4,2.175904163467,-0.027428336614436034,True,51.92659073350569,0.0013897709824993883,0.004673439937182477,0.0020904143460956158,4.0,False,1.4162000734359026,4,2.175904163467,-0.027428336614436034,0.1,60,-62.65016710286036,24.476728467814148,0.003377796517553838,3.285317040215548,-41.15869705342684,24.569662177123007,0.002777441854647252,3.988088617336921,1,"[{""id"": 78, ""x"": -110.2162857055664, ""y"": -4.920501708984375, ""vx"": -0.03797478973865509, ""vy"": 5.825590133666992, ""r"": 2.5906050205230713}]"
32,1.6,-62.48495864868164,24.482589721679688,0.005074906769538736,3.3093598540739912,0.0030705484095960855,0.2071920484304428,0.0,PlanStatus.OK,4,2.341129704241442,-0.027816929121533662,True,51.920782866722384,0.0011474439994132056,0.004319015122270825,0.002007808800389882,4.0,False,1.4793998561799526,4,2.341129704241442,-0.027816929121533662,0.1,60,-62.48494070231924,24.477285635434402,0.0033834845595725103,3.3093598540739912,-40.92254432312255,24.570318079286828,0.002777441854646935,3.9884893309012424,1,"[{""id"": 78, ""x"": -110.2183837890625, ""y"": -4.636314392089844, ""vx"": -0.03695548698306084, ""vy"": 5.589232444763184, ""r"": 2.5906050205230713}]"
33,1.6500000000000001,-62.31902313232422,24.483089447021484,0.0048556422671492475,3.3250345755048403,0.003932769410312176,0.20248962938785553,0.0,PlanStatus.OK,4,2.5070659685878107,-0.02777834164237411,True,51.929575725451315,0.001395784286463151,0.0047273907811601085,0.0020452034962228543,4.0,False,1.5876998659223318,4,2.5070659685878107,-0.02777834164237411,0.1,60,-62.31900539477894,24.47784707712781,0.003383484559584485,3.3250345755048403,-40.710368455930094,24.57090738693626,0.00277744185464482,3.9887505762584206,1,"[{""id"": 78, ""x"": -110.22035217285156, ""y"": -4.375707149505615, ""vx"": -0.030967867001891136, ""vy"": 4.720598220825195, ""r"": 2.5906050205230713}]"
34,1.7000000000000002,-62.15241241455078,24.484296798706055,0.005097669514777808,3.327741119288059,0.0035376199521124363,0.20167766511440277,0.0,PlanStatus.OK,4,2.673679398241379,-0.02703400694224235,True,51.97144710772872,0.0011618340194949487,0.0043674586832925235,0.002017750835433769,4.0,False,1.4788000844419003,4,2.673679398241379,-0.02703400694224235,0.1,60,-62.152392499327746,24.478410811438202,0.003383484559579148,3.327741119288059,-40.53577097654338,24.571392494732216,0.002777873567321467,3.9887956853214668,1,"[{""id"": 78, ""x"": -110.22178649902344, ""y"": -4.176163673400879, ""vx"": -0.023029275238513947, ""vy"": 3.531388282775879, ""r"": 2.5906050205230713}]"
35,1.75,-61.98634719848633,24.48470687866211,0.005346073264711697,3.332270805908876,0.002848409814760089,0.20031875371932983,0.0,PlanStatus.OK,4,2.839745112668811,-0.027085424939028047,True,52.033144429611205,0.0014088818415346077,0.0047653322377457,0.002066511525652526,4.0,False,1.542199868708849,4,2.839745112668811,-0.027085424939028047,0.1,60,-61.986327796876665,24.478972690938964,0.003383484559574838,3.332270805908876,-40.35634344086061,24.571891128217395,0.0027785821685250675,3.9888711800984926,1,"[{""id"": 78, ""x"": -110.22290802001953, ""y"": -4.014760494232178, ""vx"": -0.020854182541370392, ""vy"": 3.2867751121520996, ""r"": 2.5906050205230713}]"
36,1.8,-61.81916046142578,24.48630142211914,0.005535065635796201,3.359125354044185,0.0026835312601178885,0.19226239621639252,0.0,PlanStatus.OK,4,3.006935684899783,-0.02595548749473344,True,52.09638074520866,0.001250865495394105,0.0047028440280711195,0.0020964851871283674,4.0,False,1.6610999591648579,4,3.006935684899783,-0.02595548749473344,0.1,60,-61.8191375786852,24.479538378619388,0.003597408222835198,3.359125354044185,-40.10993230018321,24.572575910769835,0.002779017165020823,3.9893187559007264,1,"[{""id"": 78, ""x"": -110.22398376464844, ""y"": -3.852790117263794, ""vx"": -0.02186795137822628, ""vy"": 3.1561007499694824, ""r"": 2.5906050205230713}]"
37,1.85,-61.65160369873047,24.48772430419922,0.0055924276289629855,3.347981907875011,0.0030844234861433506,0.19560542702674866,0.0,PlanStatus.OK,4,3.1744957529564855,-0.024997932702439194,True,52.15827468124487,0.0014005325828255844,0.004742226190391102,0.002060466373798396,4.0,False,1.6712001524865627,4,3.1744957529564855,-0.024997932702439194,0.1,60,-61.651577919904184,24.48010531630111,0.0038176215780462174,3.347981907875011,-39.975245368578875,24.572950209028228,0.0027790171650252456,3.9891330317979077,1,"[{""id"": 78, ""x"": -110.22501373291016, ""y"": -3.6857964992523193, ""vx"": -0.02246900089085102, ""vy"": 3.3633487224578857, ""r"": 2.5906050205230713}]"
38,1.9000000000000001,-61.48356628417969,24.4890079498291,0.0057613615076418795,3.3698003772355185,0.003491391893476248,0.18905988335609436,0.0,PlanStatus.OK,4,3.3425360843417167,-0.024180948641445738,True,52.221983260957934,0.0012447010804939999,0.004671577049714152,0.0020854897020063197,4.0,False,3.270599991083145,4,3.3425360843417167,-0.024180948641445738,0.1,60,-61.48353466798492,24.4807453694845,0.00382641247039381,3.3698003772355185,-39.74283730992534,24.57359607667518,0.002779017165018355,3.9894966729539196,1,"[{""id"": 78, ""x"": -110.22621154785156, ""y"": -3.519371271133423, ""vx"": -0.02189004421234131, ""vy"": 3.3209211826324463, ""r"": 2.5906050205230713}]"
39,1.9500000000000002,-61.31550598144531,24.490325927734375,0.005860469591192957,3.355597706880551,0.0036454135552048683,0.19332069158554077,0.0,PlanStatus.OK,4,3.510599399166426,-0.023329696000212046,True,52.28357184326559,0.0014039450427517815,0.004748770866176647,0.0020985965555247498,4.0,False,2.2958999034017324,4,3.510599399166426,-0.023329696000212046,0.1,60,-61.315471782804224,24.48138845054271,0.0038264124703913677,3.355597706880551,-39.616671559129166,24.573946693980705,0.0027790162019995447,3.989259961781333,1,"[{""id"": 78, ""x"": -110.22740936279297, ""y"": -3.3467509746551514, ""vx"": -0.02378627471625805, ""vy"": 3.597825050354004, ""r"": 2.5906050205230713}]"
