step,t,ego_x,ego_y,ego_yaw,ego_speed,ctrl_steer,ctrl_throttle,ctrl_brake,plan_status,debug_planner,debug_ms,debug_path_len,traj_dt,traj_len,traj0_x,traj0_y,traj0_yaw,traj0_v,trajN_x,trajN_y,trajN_yaw,trajN_v,num_obstacles,obstacles
0,0.0,-64.64482879638672,24.470754623413086,0.002778721475442661,0.0,0.0,0.6000000238418579,0.0,PlanStatus.OK,hybrid_astar,75.86312294006348,1,0.1,1,-64.64482879638672,24.470754623413086,0.002778721475442661,6.0,-64.64482879638672,24.470754623413086,0.002778721475442661,6.0,1,"[{""id"": 134, ""x"": -110.19784545898438, ""y"": -9.802193641662598, ""vx"": -0.0015481625450775027, ""vy"": 0.7144553065299988, ""r"": 2.5906050205230713}]"
1,0.05,-64.64483642578125,24.470748901367188,0.002778721735516986,0.0019568948362990446,0.0,0.6000000238418579,0.0,PlanStatus.OK,hybrid_astar,51.05280876159668,1,0.1,1,-64.64483642578125,24.470748901367188,0.002778721735516986,6.0,-64.64483642578125,24.470748901367188,0.002778721735516986,6.0,1,"[{""id"": 134, ""x"": -110.19803619384766, ""y"": -9.757177352905273, ""vx"": -0.002248713979497552, ""vy"": 1.0170308351516724, ""r"": 2.5906050205230713}]"
2,0.1,-64.64483642578125,24.470746994018555,0.002778721475442661,0.000418254910548181,0.0,0.6000000238418579,0.0,PlanStatus.OK,hybrid_astar,52.56080627441406,1,0.1,1,-64.64483642578125,24.470746994018555,0.002778721475442661,6.0,-64.64483642578125,24.470746994018555,0.002778721475442661,6.0,1,"[{""id"": 134, ""x"": -110.19834899902344, ""y"": -9.708480834960938, ""vx"": -0.0028039375320076942, ""vy"": 0.9954618811607361, ""r"": 2.5906050205230713}]"
3,0.15000000000000002,-64.64484405517578,24.47074317932129,0.002778721475442661,0.0012993521126165265,0.0,0.6000000238418579,0.0,PlanStatus.OK,hybrid_astar,52.03080177307129,1,0.1,1,-64.64484405517578,24.47074317932129,0.002778721475442661,6.0,-64.64484405517578,24.47074317932129,0.002778721475442661,6.0,1,"[{""id"": 134, ""x"": -110.19876098632812, ""y"": -9.652236938476562, ""vx"": -0.0020601358264684677, ""vy"": 1.1901428699493408, ""r"": 2.5906050205230713}]"
4,0.2,-64.64484405517578,24.470741271972656,0.002778721475442661,0.0014652873183702867,0.0,0.6000000238418579,0.0,PlanStatus.OK,hybrid_astar,52.74534225463867,1,0.1,1,-64.64484405517578,24.470741271972656,0.002778721475442661,6.0,-64.64484405517578,24.470741271972656,0.002778721475442661,6.0,1,"[{""id"": 134, ""x"": -110.19978332519531, ""y"": -9.59428596496582, ""vx"": -0.008288883604109287, ""vy"": 1.1550205945968628, ""r"": 2.5906050205230713}]"
5,0.25,-64.64484405517578,24.470741271972656,0.002778721475442661,0.0013287289451178817,0.0,0.6000000238418579,0.0,PlanStatus.OK,hybrid_astar,50.03619194030762,1,0.1,1,-64.64484405517578,24.470741271972656,0.002778721475442661,6.0,-64.64484405517578,24.470741271972656,0.002778721475442661,6.0,1,"[{""id"": 134, ""x"": -110.20021057128906, ""y"": -9.536970138549805, ""vx"": -0.007311027031391859, ""vy"": 1.142989158630371, ""r"": 2.5906050205230713}]"
6,0.30000000000000004,-64.64484405517578,24.470739364624023,0.002778721475442661,0.001090156827098341,0.0,0.6000000238418579,0.0,PlanStatus.OK,hybrid_astar,51.04970932006836,1,0.1,1,-64.64484405517578,24.470739364624023,0.002778721475442661,6.0,-64.64484405517578,24.470739364624023,0.002778721475442661,6.0,1,"[{""id"": 134, ""x"": -110.20072937011719, ""y"": -9.480232238769531, ""vx"": -0.0026619078125804663, ""vy"": 1.1315985918045044, ""r"": 2.5906050205230713}]"
7,0.35000000000000003,-64.64484405517578,24.470739364624023,0.002778721475442661,0.0008450523344158466,0.0,0.6000000238418579,0.0,PlanStatus.OK,hybrid_astar,52.58464813232422,1,0.1,1,-64.64484405517578,24.470739364624023,0.002778721475442661,6.0,-64.64484405517578,24.470739364624023,0.002778721475442661,6.0,1,"[{""id"": 134, ""x"": -110.2008056640625, ""y"": -9.423864364624023, ""vx"": -0.0025994055904448032, ""vy"": 1.126806616783142, ""r"": 2.5906050205230713}]"
8,0.4,-64.64484405517578,24.470739364624023,0.002778721475442661,0.0006306564560372584,0.0,0.6000000238418579,0.0,PlanStatus.OK,hybrid_astar,52.048444747924805,1,0.1,1,-64.64484405517578,24.470739364624023,0.002778721475442661,6.0,-64.64484405517578,24.470739364624023,0.002778721475442661,6.0,1,"[{""id"": 134, ""x"": -110.20133209228516, ""y"": -9.36704158782959, ""vx"": -0.003727639326825738, ""vy"": 1.1498298645019531, ""r"": 2.5906050205230713}]"
9,0.45,-64.64484405517578,24.47073745727539,0.002778721475442661,0.00020584180572095486,0.0,0.6000000238418579,0.0,PlanStatus.OK,hybrid_astar,52.04892158508301,1,0.1,1,-64.64484405517578,24.47073745727539,0.002778721475442661,6.0,-64.64484405517578,24.47073745727539,0.002778721475442661,6.0,1,"[{""id"": 134, ""x"": -110.20207977294922, ""y"": -9.302328109741211, ""vx"": -0.006939414422959089, ""vy"": 1.404097080230713, ""r"": 2.5906050205230713}]"
