step,t,ego_x,ego_y,ego_yaw,ego_speed,cte_m,heading_err_rad,ref_idx,ref_x,ref_y,ref_yaw,v_ref,speed_err_mps,steer,throttle,brake,steer_sat,throttle_sat,brake_sat,d_steer,d_throttle,d_brake
0,0.0,-64.64484405517578,24.47098159790039,0.002778503793232466,0.0,9.635521547313175e-14,5.066119085177234e-07,5,-62.14485375221967,24.47792911484996,0.002779010405140984,5.0,5.0,8.293351925203751e-07,0.6000000238418579,0.0,0,0,0,,,
1,0.05,-64.64485168457031,24.47098159790039,0.002778503793232466,0.0024766349551785583,1.1169277308598069e-13,5.066119155047559e-07,5,-62.14486138161369,24.477929114849964,0.002779010405147971,5.0,4.997523365044821,8.293351925203751e-07,0.6000000238418579,0.0,0,0,0,0.0,0.0,0.0
2,0.1,-64.64485168457031,24.47098159790039,0.002778503793232466,0.00022872009350584946,1.1169277308598069e-13,5.066119155047559e-07,5,-62.14486138161369,24.477929114849964,0.002779010405147971,5.0,4.999771279906494,8.293351925203751e-07,0.6000000238418579,0.0,0,0,0,0.0,0.0,0.0
3,0.15000000000000002,-64.64485168457031,24.47098159790039,0.002778503793232466,0.0006896591959557335,1.1169277308598069e-13,5.066119155047559e-07,5,-62.14486138161369,24.477929114849964,0.002779010405147971,5.0,4.999310340804044,8.293351925203751e-07,0.6000000238418579,0.0,0,0,0,0.0,0.0,0.0
4,0.2,-64.64485168457031,24.47098159790039,0.002778503793232466,0.0009557533608153196,1.1169277308598069e-13,5.066119155047559e-07,5,-62.14486138161369,24.477929114849964,0.002779010405147971,5.0,4.999044246639185,8.293351925203751e-07,0.6000000238418579,0.0,0,0,0,0.0,0.0,0.0
5,0.25,-64.64485168457031,24.47098159790039,0.002778503793232466,0.0009290504665876907,1.1169277308598069e-13,5.066119155047559e-07,5,-62.14486138161369,24.477929114849964,0.002779010405147971,5.0,4.9990709495334125,8.293351925203751e-07,0.6000000238418579,0.0,0,0,0,0.0,0.0,0.0
6,0.30000000000000004,-64.64485168457031,24.47098159790039,0.002778503793232466,0.0007890701111221208,1.1169277308598069e-13,5.066119155047559e-07,5,-62.14486138161369,24.477929114849964,0.002779010405147971,5.0,4.999210929888878,8.293351925203751e-07,0.6000000238418579,0.0,0,0,0,0.0,0.0,0.0
7,0.35000000000000003,-64.64485168457031,24.47098159790039,0.002778503793232466,0.000626478181108415,1.1169277308598069e-13,5.066119155047559e-07,5,-62.14486138161369,24.477929114849964,0.002779010405147971,5.0,4.9993735218188915,8.293351925203751e-07,0.6000000238418579,0.0,0,0,0,0.0,0.0,0.0
8,0.4,-64.64485168457031,24.47098159790039,0.002778503793232466,0.0004729938617622519,1.1169277308598069e-13,5.066119155047559e-07,5,-62.14486138161369,24.477929114849964,0.002779010405147971,5.0,4.999527006138238,8.293351925203751e-07,0.6000000238418579,0.0,0,0,0,0.0,0.0,0.0
9,0.45,-64.64485168457031,24.47098159790039,0.002778503793232466,0.0001566028603388969,1.1169277308598069e-13,5.066119155047559e-07,5,-62.14486138161369,24.477929114849964,0.002779010405147971,5.0,4.999843397139661,8.293351925203751e-07,0.6000000238418579,0.0,0,0,0,0.0,0.0,0.0
10,0.5,-64.64485168457031,24.47098159790039,0.002778503793232466,0.00021536828673060667,1.1169277308598069e-13,5.066119155047559e-07,5,-62.14486138161369,24.477929114849964,0.002779010405147971,5.0,4.999784631713269,8.293351925203751e-07,0.6000000238418579,0.0,0,0,0,0.0,0.0,0.0
