step,t,ego_x,ego_y,ego_yaw,ego_speed,ctrl_steer,ctrl_throttle,ctrl_brake,plan_status,debug_planner,debug_ms,debug_path_len,traj_dt,traj_len,traj0_x,traj0_y,traj0_yaw,traj0_v,trajN_x,trajN_y,trajN_yaw,trajN_v,num_obstacles,obstacles
0,0.0,-64.6448745727539,24.47097396850586,0.0027785365625974416,0.0,5.4370447726025724e-15,0.6000000238418579,0.0,PlanStatus.OK,hybrid_astar,0.0,31,0.1,51,-64.6448745727539,24.47097396850586,0.0027785365625974416,5.0,-40.644967215879376,24.53765876020404,0.0027785365625974416,5.0,1,"[{""id"": 50, ""x"": -110.19932556152344, ""y"": -9.484319686889648, ""vx"": -0.00084695965051651, ""vy"": 1.1351028680801392, ""r"": 2.5906050205230713}]"
1,0.05,-64.6448745727539,24.47097396850586,0.0027785365625974416,0.0019584459927106885,1.0255946076122638e-14,0.6000000238418579,0.0,PlanStatus.OK,hybrid_astar,0.9999275207519531,31,0.1,51,-64.6448745727539,24.47097396850586,0.0027785365625974416,5.0,-40.644967215879376,24.53765876020404,0.0027785365625974416,5.0,1,"[{""id"": 50, ""x"": -110.19950866699219, ""y"": -9.430869102478027, ""vx"": -0.002521860646083951, ""vy"": 1.0282864570617676, ""r"": 2.5906050205230713}]"
2,0.1,-64.6448745727539,24.470972061157227,0.002778535782374466,0.0004166649453348219,1.0348393793084814e-14,0.6000000238418579,0.0,PlanStatus.OK,hybrid_astar,0.0,31,0.1,51,-64.6448745727539,24.470972061157227,0.002778535782374466,5.0,-40.644967215827364,24.537656834130118,0.002778535782374466,5.0,1,"[{""id"": 50, ""x"": -110.19976043701172, ""y"": -9.37112808227539, ""vx"": -0.002464680466800928, ""vy"": 1.3018510341644287, ""r"": 2.5906050205230713}]"
3,0.15000000000000002,-64.6448745727539,24.470972061157227,0.002778535782374466,0.001295643848351752,1.0339309364725512e-14,0.6000000238418579,0.0,PlanStatus.OK,hybrid_astar,0.0,31,0.1,51,-64.6448745727539,24.470972061157227,0.002778535782374466,5.0,-40.644967215827364,24.537656834130118,0.002778535782374466,5.0,1,"[{""id"": 50, ""x"": -110.20006561279297, ""y"": -9.302212715148926, ""vx"": -0.0040362682193517685, ""vy"": 1.369545817375183, ""r"": 2.5906050205230713}]"
4,0.2,-64.6448745727539,24.470972061157227,0.002778535782374466,0.0014639668995752044,1.0337571253117746e-14,0.6000000238418579,0.0,PlanStatus.OK,hybrid_astar,0.0,31,0.1,51,-64.6448745727539,24.470972061157227,0.002778535782374466,5.0,-40.644967215827364,24.537656834130118,0.002778535782374466,5.0,1,"[{""id"": 50, ""x"": -110.20040893554688, ""y"": -9.2205810546875, ""vx"": -0.004544626921415329, ""vy"": 1.8015550374984741, ""r"": 2.5906050205230713}]"
5,0.25,-64.6448745727539,24.47096824645996,0.002778535782374466,0.0013273052481106253,1.0338982410007871e-14,0.6000000238418579,0.0,PlanStatus.OK,hybrid_astar,0.9989738464355469,31,0.1,51,-64.6448745727539,24.47096824645996,0.002778535782374466,5.0,-40.644967215827364,24.537653019432852,0.002778535782374466,5.0,1,"[{""id"": 50, ""x"": -110.20079803466797, ""y"": -9.130041122436523, ""vx"": -0.005512642208486795, ""vy"": 1.8719136714935303, ""r"": 2.5906050205230713}]"
6,0.30000000000000004,-64.6448745727539,24.47096824645996,0.002778535782374466,0.0010892203100913106,1.034144134665375e-14,0.6000000238418579,0.0,PlanStatus.OK,hybrid_astar,0.0,31,0.1,51,-64.6448745727539,24.47096824645996,0.002778535782374466,5.0,-40.644967215827364,24.537653019432852,0.002778535782374466,5.0,1,"[{""id"": 50, ""x"": -110.20120239257812, ""y"": -9.02786922454834, ""vx"": -0.004739399068057537, ""vy"": 2.178441047668457, ""r"": 2.5906050205230713}]"
7,0.35000000000000003,-64.6448745727539,24.47096824645996,0.002778535782374466,0.0008439065562848639,1.0343976516264883e-14,0.6000000238418579,0.0,PlanStatus.OK,hybrid_astar,0.0,31,0.1,51,-64.6448745727539,24.47096824645996,0.002778535782374466,5.0,-40.644967215827364,24.537653019432852,0.002778535782374466,5.0,1,"[{""id"": 50, ""x"": -110.20160675048828, ""y"": -8.913908004760742, ""vx"": -0.005745034199208021, ""vy"": 2.296538829803467, ""r"": 2.5906050205230713}]"
8,0.4,-64.6448745727539,24.47096824645996,0.002778535782374466,0.0006302834577857216,1.0346184731158375e-14,0.6000000238418579,0.0,PlanStatus.OK,hybrid_astar,0.0,31,0.1,51,-64.6448745727539,24.47096824645996,0.002778535782374466,5.0,-40.644967215827364,24.537653019432852,0.002778535782374466,5.0,1,"[{""id"": 50, ""x"": -110.2020492553711, ""y"": -8.784210205078125, ""vx"": -0.006040032487362623, ""vy"": 2.7443575859069824, ""r"": 2.5906050205230713}]"
9,0.45,-64.6448745727539,24.47096824645996,0.002778535782374466,0.0002048302541253658,1.0350585067319361e-14,0.6000000238418579,0.0,PlanStatus.OK,hybrid_astar,0.0,31,0.1,51,-64.6448745727539,24.47096824645996,0.002778535782374466,5.0,-40.644967215827364,24.537653019432852,0.002778535782374466,5.0,1,"[{""id"": 50, ""x"": -110.20278930664062, ""y"": -8.637928009033203, ""vx"": -0.008923187851905823, ""vy"": 3.059795379638672, ""r"": 2.5906050205230713}]"
