step,t,ego_x,ego_y,ego_yaw,ego_speed,ctrl_steer,ctrl_throttle,ctrl_brake,plan_status,best_cost,num_candidates,ego_s0,ego_l0,best_valid,best_min_clearance_m,best_max_curvature,best_max_yaw_rate,best_cost_total,best_cost_offset,best_cost_speed,best_cost_curvature,best_cost_collision,best_l_target,best_v_target,best_collision,debug_proj_seg_idx,debug_ego_s0,debug_ego_l0,debug_proj_heading_err,debug_best_cost,debug_num_candidates,traj_dt,traj_len,traj0_x,traj0_y,traj0_yaw,traj0_v,trajN_x,trajN_y,trajN_yaw,trajN_v,num_obstacles,obstacles
10,0.5,-64.64485168457031,24.470741271972656,0.0027786967683817664,0.00020673763677201865,-4.454391728359042e-06,0.6000000238418579,0.0,PlanStatus.OK,0.5000026081547455,77,0.1812120817424664,-0.03366297558173477,True,52.04739039319197,1.3040773727479286e-06,5.216309528922186e-06,0.5000026081547455,0.0,0.5,2.6081547454958572e-06,0.0,-0.03366297558173477,4.0,False,0,0.1812120817424664,-0.03366297558173477,-2.2722839664902905e-07,0.5000026081547455,77,0.1,50,-64.64485168747906,24.470741271964574,0.0027790104050933774,4.0,-45.0449273465238,24.52520047777559,0.0027780567345062146,4.0,1,"[{""id"": 50, ""x"": -110.20840454101562, ""y"": -7.633569717407227, ""vx"": -0.011281450279057026, ""vy"": 4.270517349243164, ""r"": 2.5906050205230713}]"
11,0.55,-64.64485168457031,24.470741271972656,0.0027786967683817664,0.00020069132261480544,-4.4544126467371825e-06,0.6000000238418579,0.0,PlanStatus.OK,0.5000026081547455,77,0.1812120817424664,-0.03366297558173477,True,51.91894006001236,1.3040773727479286e-06,5.216309528922186e-06,0.5000026081547455,0.0,0.5,2.6081547454958572e-06,0.0,-0.03366297558173477,4.0,False,0,0.1812120817424664,-0.03366297558173477,-2.2722839664902905e-07,0.5000026081547455,77,0.1,50,-64.64485168747906,24.470741271964574,0.0027790104050933774,4.0,-45.0449273465238,24.52520047777559,0.0027780567345062146,4.0,1,"[{""id"": 50, ""x"": -110.20902252197266, ""y"": -7.40915584564209, ""vx"": -0.00976391602307558, ""vy"": 4.648475646972656, ""r"": 2.5906050205230713}]"
12,0.6000000000000001,-64.64485168457031,24.470741271972656,0.0027786967683817664,0.0001682473131963131,-4.454523150343448e-06,0.6000000238418579,0.0,PlanStatus.OK,0.5000026081547455,77,0.1812120817424664,-0.03366297558173477,True,51.782892007682236,1.3040773727479286e-06,5.216309528922186e-06,0.5000026081547455,0.0,0.5,2.6081547454958572e-06,0.0,-0.03366297558173477,4.0,False,0,0.1812120817424664,-0.03366297558173477,-2.2722839664902905e-07,0.5000026081547455,77,0.1,50,-64.64485168747906,24.470741271964574,0.0027790104050933774,4.0,-45.0449273465238,24.52520047777559,0.0027780567345062146,4.0,1,"[{""id"": 50, ""x"": -110.20938873291016, ""y"": -7.170716285705566, ""vx"": -0.006757794879376888, ""vy"": 4.8353047370910645, ""r"": 2.5906050205230713}]"
13,0.65,-64.63788604736328,24.47076416015625,0.002773800609135494,0.418856775546189,4.575096227199538e-06,0.6000000238418579,0.0,PlanStatus.OK,0.5000025251177602,77,0.18817775565847772,-0.03365944503987998,True,51.64528005515792,1.2625588801033087e-06,5.050235558547861e-06,0.5000025251177602,0.0,0.5,2.5251177602066174e-06,0.0,-0.03365944503987998,4.0,False,0,0.18817775565847772,-0.03365944503987998,-5.120066163893759e-06,0.5000025251177602,77,0.1,50,-64.63788605038351,24.47076416014786,0.002779010405097619,4.0,-45.03796170918614,24.52522335931657,0.002778056734519784,4.0,1,"[{""id"": 50, ""x"": -110.21028137207031, ""y"": -6.9174017906188965, ""vx"": -0.0318007618188858, ""vy"": 5.2227463722229, ""r"": 2.5906050205230713}]"
14,0.7000000000000001,-64.59212493896484,24.470890045166016,0.002773239368741706,1.1543453195506996,6.350370767904678e-06,0.6000000238418579,0.0,PlanStatus.OK,0.5000027887586868,77,0.23393903718812534,-0.033660730948914856,True,51.53512826407052,1.3943793433634445e-06,5.5775173362845876e-06,0.5000027887586868,0.0,0.5,2.788758686726889e-06,0.0,-0.033660730948914856,4.0,False,0,0.23393903718812534,-0.033660730948914856,-5.6594859644833705e-06,0.5000027887586868,77,0.1,50,-64.5921249427197,24.47089004515558,0.0027790104050904154,4.0,-44.99220059993208,24.52534920068735,0.002778056734518057,4.0,1,"[{""id"": 50, ""x"": -110.21143341064453, ""y"": -6.654024600982666, ""vx"": -0.03327415883541107, ""vy"": 5.26765251159668, ""r"": 2.5906050205230713}]"
15,0.75,-64.51851654052734,24.47109603881836,0.002772998799990893,1.6636602784624621,7.089609425747767e-06,0.6000000238418579,0.0,PlanStatus.OK,0.5000026890730795,77,0.30754772384846757,-0.03365929633386647,True,51.44774022085393,1.344536539753354e-06,8.067219258475582e-06,0.5000026890730795,0.0,0.5,2.689073079506708e-06,0.0,-0.03365929633386647,6.0,False,0,0.30754772384846757,-0.03365929633386647,-5.8649554970533965e-06,0.5000026890730795,77,0.1,50,-64.51851654546344,24.471096038804642,0.0027790104050944607,6.0,-35.11863005737575,24.55278548815071,0.002779010405100382,6.0,1,"[{""id"": 50, ""x"": -110.2127685546875, ""y"": -6.387815952301025, ""vx"": -0.035412613302469254, ""vy"": 5.3424553871154785, ""r"": 2.5906050205230713}]"
16,0.8,-64.4241714477539,24.47136116027832,0.002765768213601598,2.0105777742766797,1.9122115190839395e-05,0.6000000238418579,0.0,PlanStatus.OK,0.5000031688782544,77,0.4018931890876836,-0.03365636155467033,True,51.38141394811759,1.584439127152743e-06,9.50663476243993e-06,0.5000031688782544,0.0,0.5,3.168878254305486e-06,0.0,-0.03365636155467033,6.0,False,0,0.4018931890876836,-0.03365636155467033,-1.305055464061785e-05,0.5000031688782544,77,0.1,50,-64.42417145420369,24.471361160260397,0.0027790104051023537,6.0,-35.024284966114024,24.553050609606476,0.0027790104051083407,6.0,1,"[{""id"": 50, ""x"": -110.21415710449219, ""y"": -6.126097679138184, ""vx"": -0.03400155529379845, ""vy"": 5.162957191467285, ""r"": 2.5906050205230713}]"
17,0.8500000000000001,-64.31537628173828,24.471664428710938,0.002764211928839583,2.280296096916595,2.1813692001160234e-05,0.6000000238418579,0.0,PlanStatus.OK,0.5000027057145157,77,0.5106887777815937,-0.03365543680233085,True,51.3525525485448,1.3528572578113693e-06,8.117143527473954e-06,0.5000027057145157,0.0,0.5,2.7057145156227386e-06,0.0,-0.03365543680233085,6.0,False,0,0.5106887777815937,-0.03365543680233085,-1.4554961828331346e-05,0.5000027057145157,77,0.1,50,-64.31537628993384,24.471664428688165,0.002779010405095215,6.0,-34.915489801843556,24.55335387803424,0.0027790104051011364,6.0,1,"[{""id"": 50, ""x"": -110.21534729003906, ""y"": -5.908293724060059, ""vx"": -0.02618156187236309, ""vy"": 3.855512857437134, ""r"": 2.5906050205230713}]"
18,0.9,-64.1943359375,24.47199821472168,0.0027743509264076234,2.5107380452569474,5.3363478400569875e-06,0.6000000238418579,0.0,PlanStatus.OK,0.5000027624200125,77,0.6317295822226122,-0.03365802402359794,True,51.36915897677726,1.3812100062523645e-06,5.524839987707669e-06,0.5000027624200125,0.0,0.5,2.762420012504729e-06,0.0,-0.03365802402359794,4.0,False,0,0.6317295822226122,-0.03365802402359794,-4.358247735188579e-06,0.5000027624200125,77,0.1,50,-64.19433594763879,24.471998214693507,0.002779010405095743,4.0,-44.5944115990809,24.526457211872376,0.0027786092165513272,4.0,1,"[{""id"": 50, ""x"": -110.21631622314453, ""y"": -5.753073215484619, ""vx"": -0.018198523670434952, ""vy"": 2.633446216583252, ""r"": 2.5906050205230713}]"
19,0.9500000000000001,-64.0621109008789,24.472368240356445,0.002773038591362649,2.7327359231071733,7.594455837534042e-06,0.6000000238418579,0.0,PlanStatus.OK,0.5000029879296906,77,0.7639551365675098,-0.03365545409728015,True,51.40513000770996,1.4939648452925195e-06,8.963789063110711e-06,0.5000029879296906,0.0,0.5,2.987929690585039e-06,0.0,-0.03365545409728015,6.0,False,0,0.7639551365675098,-0.03365545409728015,-5.607532971779478e-06,0.5000029879296906,77,0.1,50,-64.0621109131389,24.47236824032238,0.0027790104051011694,6.0,-34.66222441935191,24.55405753332579,0.002778749808605768,6.0,1,"[{""id"": 50, ""x"": -110.2171630859375, ""y"": -5.615024089813232, ""vx"": -0.022657107561826706, ""vy"": 3.0066161155700684, ""r"": 2.5906050205230713}]"
20,1.0,-63.91952133178711,24.472763061523438,0.0027729402832677224,2.931263073614314,7.854666364437435e-06,0.6000000238418579,0.0,PlanStatus.OK,0.5000026837618293,77,0.9065452522679716,-0.03365689184098708,True,51.442887178024385,1.3418809146773414e-06,8.051285508197184e-06,0.5000026837618293,0.0,0.5,2.6837618293546827e-06,0.0,-0.03365689184098708,6.0,False,0,0.9065452522679716,-0.03365689184098708,-5.6378490698731805e-06,0.5000026837618293,77,0.1,50,-63.91952134633601,24.47276306148301,0.002779010405103078,6.0,-34.51963484759514,24.554452218515664,0.0027785231686052376,6.0,1,"[{""id"": 50, ""x"": -110.21826171875, ""y"": -5.462644100189209, ""vx"": -0.022298825904726982, ""vy"": 3.106126070022583, ""r"": 2.5906050205230713}]"
21,1.05,-63.76691436767578,24.473188400268555,0.002773214141532161,3.132700850708923,7.762104360153899e-06,0.6000000238418579,0.0,PlanStatus.OK,0.5000028655070333,77,1.0591528091148834,-0.03365565053357289,True,51.48822897246542,1.4327535166614031e-06,8.596521086368103e-06,0.5000028655070333,0.0,0.5,2.8655070333228063e-06,0.0,-0.03365565053357289,6.0,False,0,1.0591528091148834,-0.03365565053357289,-5.291222139312303e-06,0.5000028655070333,77,0.1,50,-63.766914384673214,24.47318840022133,0.002779010405095544,6.0,-34.367027880629365,24.55487741173081,0.002778280606371004,6.0,1,"[{""id"": 50, ""x"": -110.21946716308594, ""y"": -5.307074546813965, ""vx"": -0.022489363327622414, ""vy"": 3.152641773223877, ""r"": 2.5906050205230713}]"
22,1.1,-63.60471725463867,24.47364044189453,0.0027735205090872505,3.318448000903096,8.048159543250222e-06,0.6000000238418579,0.0,PlanStatus.OK,0.5000030657903705,77,1.2213505520632137,-0.033654357537754906,True,51.538287503177614,1.5328951852334825e-06,9.197371116649415e-06,0.5000030657903705,0.0,0.5,3.065790370466965e-06,0.0,-0.033654357537754906,6.0,False,0,1.2213505520632137,-0.033654357537754906,-4.9075129790864674e-06,0.5000030657903705,77,0.1,50,-63.604717274238325,24.473640441840075,0.0027790104050997213,6.0,-34.20483076455864,24.555329298681404,0.002778056734502778,6.0,1,"[{""id"": 50, ""x"": -110.22071838378906, ""y"": -5.1435675621032715, ""vx"": -0.024542085826396942, ""vy"": 3.4046499729156494, ""r"": 2.5906050205230713}]"
23,1.1500000000000001,-63.43305969238281,24.4741153717041,0.0027738627668992175,3.509962759695516,7.847828783269506e-06,0.5960149168968201,0.0,PlanStatus.OK,0.5000024675289746,77,1.39300877130569,-0.03365646709970011,True,51.5928663697793,1.2337644872722707e-06,4.935057910876797e-06,0.5000024675289746,0.0,0.5,2.4675289745445413e-06,0.0,-0.03365646709970011,4.0,False,0,1.39300877130569,-0.03365646709970011,-4.483402473180655e-06,0.5000024675289746,77,0.1,50,-63.43305971473855,24.47411537164199,0.0027790104051025515,4.0,-43.83313536618095,24.52857436882086,0.002779010405102502,4.0,1,"[{""id"": 50, ""x"": -110.22164154052734, ""y"": -4.972290515899658, ""vx"": -0.024462265893816948, ""vy"": 3.379089593887329, ""r"": 2.5906050205230713}]"
24,1.2000000000000002,-63.25214767456055,24.474618911743164,0.0027742289515491035,3.690926738752029,8.506154699716717e-06,0.5236293077468872,0.0,PlanStatus.OK,0.5000030407326049,77,1.5739214898870064,-0.033655684737841536,True,51.65002081718248,1.5203663024834716e-06,9.122197821257068e-06,0.5000030407326049,0.0,0.5,3.0407326049669432e-06,0.0,-0.033655684737841536,6.0,False,0,1.5739214898870064,-0.033655684737841536,-4.0309522576320415e-06,0.5000030407326049,77,0.1,50,-63.25214769981908,24.47461891167299,0.002778733965554156,6.0,-33.85226117788903,24.556307432310522,0.0027780567345069554,6.0,1,"[{""id"": 50, ""x"": -110.22317504882812, ""y"": -4.788112640380859, ""vx"": -0.030802883207798004, ""vy"": 3.7614595890045166, ""r"": 2.5906050205230713}]"
25,1.25,-63.0622673034668,24.47514533996582,0.002774653912996485,3.8661207323641396,7.901658136688638e-06,0.453551709651947,0.0,PlanStatus.OK,0.5000028156923602,77,1.7638025907154053,-0.03365693739574722,True,51.70760764094215,1.4078461801011405e-06,5.631384683395246e-06,0.5000028156923602,0.0,0.5,2.815692360202281e-06,0.0,-0.03365693739574722,4.0,False,0,1.7638025907154053,-0.03365693739574722,-3.515448803585383e-06,0.5000028156923602,77,0.1,50,-63.062267331773626,24.475145339887177,0.002778619871040158,4.0,-43.46234298321594,24.529604337066047,0.002779010405103193,4.0,1,"[{""id"": 50, ""x"": -110.22490692138672, ""y"": -4.587672710418701, ""vx"": -0.03272099792957306, ""vy"": 4.26518440246582, ""r"": 2.5906050205230713}]"
26,1.3,-62.86457061767578,24.47569465637207,0.002775106962470989,4.009939907105054,7.137902230169857e-06,0.39602404832839966,0.0,PlanStatus.OK,0.5000029749206514,77,1.961500039665204,-0.03365702355035368,True,51.7603545662532,1.487460325685423e-06,8.924761963299312e-06,0.5000029749206514,0.0,0.5,2.974920651370846e-06,0.0,-0.03365702355035368,6.0,False,0,1.961500039665204,-0.03365702355035368,-2.968130211921001e-06,0.5000029749206514,77,0.1,50,-62.86457064915549,24.475694656284617,0.0027781179284532605,6.0,-33.46468411375775,24.557382807335877,0.002778056734505212,6.0,1,"[{""id"": 50, ""x"": -110.22634887695312, ""y"": -4.363009929656982, ""vx"": -0.03440536931157112, ""vy"": 4.655760288238525, ""r"": 2.5906050205230713}]"
27,1.35,-62.65997314453125,24.47683334350586,0.0027700844071026675,4.130684431203558,1.5281686501111835e-05,0.3477262258529663,0.0,PlanStatus.OK,0.5000027883061984,77,2.1660999187407164,-0.03308676018393589,True,51.81342632041412,1.3941530991852695e-06,5.576612360203535e-06,0.5000027883061984,0.0,0.5,2.788306198370539e-06,0.0,-0.03308676018393589,4.0,False,1,2.1660999187407164,-0.03308676018393589,-8.051529652362572e-06,0.5000027883061984,77,0.1,50,-62.65997314191071,24.47683334351314,0.00277805673449677,4.0,-43.06004879914298,24.53129249908105,0.00277901040510256,4.0,1,"[{""id"": 50, ""x"": -110.22821044921875, ""y"": -4.123171806335449, ""vx"": -0.032562434673309326, ""vy"": 4.862510681152344, ""r"": 2.5906050205230713}]"
28,1.4000000000000001,-62.4503288269043,24.476600646972656,0.0025441027050418343,4.224549947356711,0.00038513157051056623,0.31018000841140747,0.0,PlanStatus.OK,0.5000030503816757,77,2.375742780949439,-0.03390185887851755,True,51.868938433462795,1.5251908378522146e-06,9.1511450211329e-06,0.5000030503816757,0.0,0.5,3.050381675704429e-06,0.0,-0.03390185887851755,6.0,False,1,2.375742780949439,-0.03390185887851755,-0.00023413319682502078,0.5000030503816757,77,0.1,50,-62.450328820830215,24.47660064698953,0.0027780567345006063,6.0,-33.05044228393125,24.558288761328452,0.0027780567345065603,6.0,1,"[{""id"": 50, ""x"": -110.22962951660156, ""y"": -3.8783159255981445, ""vx"": -0.03604915738105774, ""vy"": 4.9026713371276855, ""r"": 2.5906050205230713}]"
29,1.4500000000000002,-62.23682403564453,24.476667404174805,0.0023109710396325193,4.294545280549062,0.0007666900637559593,0.28218188881874084,0.0,PlanStatus.OK,0.5000025123733103,77,2.5892469337925856,-0.034428229594256766,True,51.93058600873131,1.2561866551426303e-06,5.024746581538085e-06,0.5000025123733103,0.0,0.5,2.5123733102852606e-06,0.0,-0.034428229594256766,4.0,False,1,2.5892469337925856,-0.034428229594256766,-0.0004673666685457412,0.5000025123733103,77,0.1,50,-62.23682402597114,24.47666740420168,0.0027780567344961923,4.0,-42.63689969145952,24.5311267828121,0.002778559209387424,4.0,1,"[{""id"": 50, ""x"": -110.2315673828125, ""y"": -3.634211301803589, ""vx"": -0.03314729779958725, ""vy"": 4.866804122924805, ""r"": 2.5906050205230713}]"
30,1.5,-62.02101516723633,24.476573944091797,0.0024327276957939047,4.340979835914965,0.0005672916304320097,0.26360806822776794,0.0,PlanStatus.OK,0.5000031521279477,77,2.8050547098010683,-0.03512121782571041,True,51.996828872346924,1.5760639738165013e-06,9.45638384156327e-06,0.5000031521279477,0.0,0.5,3.1521279476330027e-06,0.0,-0.03512121782571041,6.0,False,1,2.8050547098010683,-0.03512121782571041,-0.00034571291714454713,0.5000031521279477,77,0.1,50,-62.02101515375411,24.476573944129257,0.0027780567345077425,6.0,-32.62112862414819,24.55826225400193,0.0027783826566044,6.0,1,"[{""id"": 50, ""x"": -110.23287200927734, ""y"": -3.392892360687256, ""vx"": -0.03543974831700325, ""vy"": 4.7996087074279785, ""r"": 2.5906050205230713}]"
31,1.55,-61.8031120300293,24.477441787719727,0.0025097203591013407,4.379659190766565,0.0004397603333927691,0.24813632667064667,0.0,PlanStatus.OK,0.5000026578707475,77,3.0229594170798335,-0.034858724045759674,True,52.07264053181966,1.3289353737676742e-06,5.315741534177472e-06,0.5000026578707475,0.0,0.5,2.6578707475353484e-06,0.0,-0.034858724045759674,4.0,False,1,3.0229594170798335,-0.034858724045759674,-0.00026882415848810065,0.5000026578707475,77,0.1,50,-61.80311201302587,24.47744178776697,0.002778056734512071,4.0,-42.20318767859636,24.531901166377164,0.0027780567345121205,4.0,1,"[{""id"": 50, ""x"": -110.2353515625, ""y"": -3.160534381866455, ""vx"": -0.02894715406000614, ""vy"": 4.427096843719482, ""r"": 2.5906050205230713}]"
32,1.6,-61.58352279663086,24.478342056274414,0.002552875532179584,4.40323802166864,0.00036948296474292874,0.23870478570461273,0.0,PlanStatus.OK,0.500002953470896,77,3.242550304121872,-0.03456848952902626,True,52.17740559626735,1.4767354479702908e-06,8.860412661626516e-06,0.500002953470896,0.0,0.5,2.9534708959405815e-06,0.0,-0.03456848952902626,6.0,False,1,3.242550304121872,-0.03456848952902626,-0.00022577369409083805,0.500002953470896,77,0.1,50,-61.583522776149394,24.478342056331325,0.002778056734517555,6.0,-32.18363626383643,24.560030783384242,0.002779010405092559,6.0,1,"[{""id"": 50, ""x"": -110.23950958251953, ""y"": -2.977614641189575, ""vx"": -0.03506934642791748, ""vy"": 3.1131694316864014, ""r"": 2.5906050205230713}]"
33,1.6500000000000001,-61.36286926269531,24.479074478149414,0.002586393911211753,4.420638075687848,0.00031365742324851453,0.23174476623535156,0.0,PlanStatus.OK,0.5000028440377435,77,3.4632050213071013,-0.034449057727766574,True,52.307786735005735,1.4220188717569362e-06,8.532113215768689e-06,0.5000028440377435,0.0,0.5,2.8440377435138725e-06,0.0,-0.034449057727766574,6.0,False,1,3.4632050213071013,-0.034449057727766574,-0.000192360531011388,0.5000028440377435,77,0.1,50,-61.36286923866003,24.4790744782162,0.0027781571955064104,6.0,-31.962982734914316,24.560763415678043,0.0027790104050976223,6.0,1,"[{""id"": 50, ""x"": -110.24250793457031, ""y"": -2.8449223041534424, ""vx"": -0.02809588611125946, ""vy"": 2.6726646423339844, ""r"": 2.5906050205230713}]"
