step,t,ego_x,ego_y,ego_yaw,ego_speed,ctrl_steer,ctrl_throttle,ctrl_brake,plan_status,best_cost,num_candidates,ego_s0,ego_l0,best_valid,best_min_clearance_m,best_max_curvature,best_max_yaw_rate,best_cost_total,best_cost_offset,best_cost_speed,best_cost_curvature,best_cost_collision,best_l_target,best_v_target,best_collision,debug_proj_seg_idx,debug_ego_s0,debug_ego_l0,debug_proj_heading_err,debug_best_cost,debug_num_candidates,traj_dt,traj_len,traj0_x,traj0_y,traj0_yaw,traj0_v,trajN_x,trajN_y,trajN_yaw,trajN_v,num_obstacles,obstacles
0,0.0,-64.64488983154297,24.470943450927734,0.0027785659509961896,0.0,2.4237829521212007e-08,0.6000000238418579,0.0,PlanStatus.OK,0.500002608602963,77,0.1811744967738093,-0.033460691396660136,True,,1.3043014814798087e-06,5.217205963619492e-06,0.500002608602963,0.0,0.5,2.6086029629596174e-06,0.0,-0.033460691396660136,4.0,False,0,0.1811744967738093,-0.033460691396660136,-3.5806370406480867e-07,0.500002608602963,77,0.1,50,-64.64488983443364,24.4709434509197,0.0027790104050917776,4.0,-45.04496549347605,24.525402656766573,0.002778056734516555,4.0,0,[]
1,0.05,-64.64488983154297,24.4709415435791,0.0027785659509961896,0.0023757961486849067,2.4232793549572307e-08,0.6000000238418579,0.0,PlanStatus.OK,0.5000026086028885,77,0.18117449147327444,-0.03346259873792848,True,,1.304301444225702e-06,5.2172058146110825e-06,0.5000026086028885,0.0,0.5,2.608602888451404e-06,0.0,-0.03346259873792848,4.0,False,0,0.18117449147327444,-0.03346259873792848,-3.5806370659230077e-07,0.5000026086028885,77,0.1,50,-64.6448898344338,24.47094154357107,0.0027790104050943445,4.0,-45.04496549347625,24.525400749417944,0.002778056734505156,4.0,0,[]
2,0.1,-64.64488983154297,24.4709415435791,0.0027785659509961896,0.00010217312839135686,2.42376128056776e-08,0.6000000238418579,0.0,PlanStatus.OK,0.5000026086028885,77,0.18117449147327444,-0.03346259873792848,True,,1.304301444225702e-06,5.2172058146110825e-06,0.5000026086028885,0.0,0.5,2.608602888451404e-06,0.0,-0.03346259873792848,4.0,False,0,0.18117449147327444,-0.03346259873792848,-3.5806370659230077e-07,0.5000026086028885,77,0.1,50,-64.6448898344338,24.47094154357107,0.0027790104050943445,4.0,-45.04496549347625,24.525400749417944,0.002778056734505156,4.0,0,[]
3,0.15000000000000002,-64.64488983154297,24.47093963623047,0.0027785659509961896,0.0008081649788806164,2.4236115336861985e-08,0.6000000238418579,0.0,PlanStatus.OK,0.5000026086029464,77,0.18117448617273957,-0.033464506079196855,True,,1.304301473216381e-06,5.217205930568673e-06,0.5000026086029464,0.0,0.5,2.608602946432762e-06,0.0,-0.033464506079196855,4.0,False,0,0.18117448617273957,-0.033464506079196855,-3.580637091197929e-07,0.5000026086029464,77,0.1,50,-64.64488983443397,24.470939636222436,0.0027790104050880297,4.0,-45.044965493476454,24.525398842069315,0.0027780567345115706,4.0,0,[]
4,0.2,-64.64488983154297,24.47093963623047,0.0027785659509961896,0.0010561000831580019,2.4235589535237523e-08,0.6000000238418579,0.0,PlanStatus.OK,0.5000026086029464,77,0.18117448617273957,-0.033464506079196855,True,,1.304301473216381e-06,5.217205930568673e-06,0.5000026086029464,0.0,0.5,2.608602946432762e-06,0.0,-0.033464506079196855,4.0,False,0,0.18117448617273957,-0.033464506079196855,-3.580637091197929e-07,0.5000026086029464,77,0.1,50,-64.64488983443397,24.470939636222436,0.0027790104050880297,4.0,-45.044965493476454,24.525398842069315,0.0027780567345115706,4.0,0,[]
5,0.25,-64.64488983154297,24.47093963623047,0.0027785659509961896,0.0010072142890531525,2.4235692563934208e-08,0.6000000238418579,0.0,PlanStatus.OK,0.5000026086029464,77,0.18117448617273957,-0.033464506079196855,True,,1.304301473216381e-06,5.217205930568673e-06,0.5000026086029464,0.0,0.5,2.608602946432762e-06,0.0,-0.033464506079196855,4.0,False,0,0.18117448617273957,-0.033464506079196855,-3.580637091197929e-07,0.5000026086029464,77,0.1,50,-64.64488983443397,24.470939636222436,0.0027790104050880297,4.0,-45.044965493476454,24.525398842069315,0.0027780567345115706,4.0,0,[]
6,0.30000000000000004,-64.64488983154297,24.470937728881836,0.0027785659509961896,0.0008474163379879524,2.4236033624447373e-08,0.6000000238418579,0.0,PlanStatus.OK,0.5000026086030049,77,0.1811744808722047,-0.03346641342046523,True,,1.3043015024509367e-06,5.217206047515056e-06,0.5000026086030049,0.0,0.5,2.6086030049018735e-06,0.0,-0.03346641342046523,4.0,False,0,0.1811744808722047,-0.03346641342046523,-3.58063711647285e-07,0.5000026086030049,77,0.1,50,-64.64488983443414,24.470937728873803,0.0027790104050903993,4.0,-45.044965493476646,24.52539693472069,0.0027780567345178863,4.0,0,[]
7,0.35000000000000003,-64.64488983154297,24.470937728881836,0.0027785659509961896,0.0006682208179913303,2.4236413764811005e-08,0.6000000238418579,0.0,PlanStatus.OK,0.5000026086030049,77,0.1811744808722047,-0.03346641342046523,True,,1.3043015024509367e-06,5.217206047515056e-06,0.5000026086030049,0.0,0.5,2.6086030049018735e-06,0.0,-0.03346641342046523,4.0,False,0,0.1811744808722047,-0.03346641342046523,-3.58063711647285e-07,0.5000026086030049,77,0.1,50,-64.64488983443414,24.470937728873803,0.0027790104050903993,4.0,-45.044965493476646,24.52539693472069,0.0027780567345178863,4.0,0,[]
8,0.4,-64.6448974609375,24.470937728881836,0.0027785659509961896,0.000504188754819855,2.4236760154394688e-08,0.6000000238418579,0.0,PlanStatus.OK,0.5000026086940518,77,0.18116685150713394,-0.03346639221832456,True,,1.3043470258625328e-06,5.217388141156437e-06,0.5000026086940518,0.0,0.5,2.6086940517250655e-06,0.0,-0.03346639221832456,4.0,False,0,0.18116685150713394,-0.03346639221832456,-3.5806734959746914e-07,0.5000026086940518,77,0.1,50,-64.64489746382854,24.470937728873803,0.0027790104050903993,4.0,-45.04497312287132,24.52539693472796,0.0027780567345090045,4.0,0,[]
9,0.45,-64.6448974609375,24.470937728881836,0.0027785659509961896,0.000166988542087538,2.4237476026200966e-08,0.6000000238418579,0.0,PlanStatus.OK,0.5000026086940518,77,0.18116685150713394,-0.03346639221832456,True,,1.3043470258625328e-06,5.217388141156437e-06,0.5000026086940518,0.0,0.5,2.6086940517250655e-06,0.0,-0.03346639221832456,4.0,False,0,0.18116685150713394,-0.03346639221832456,-3.5806734959746914e-07,0.5000026086940518,77,0.1,50,-64.64489746382854,24.470937728873803,0.0027790104050903993,4.0,-45.04497312287132,24.52539693472796,0.0027780567345090045,4.0,0,[]
