step,t,ego_x,ego_y,ego_yaw,ego_speed,cte_m,heading_err_rad,ref_idx,ref_x,ref_y,ref_yaw,v_ref,speed_err_mps,steer,throttle,brake,steer_sat,throttle_sat,brake_sat,d_steer,d_throttle,d_brake
0,0.0,-64.64483642578125,24.470775604248047,0.002778675182212775,0.00386511192805803,1.4675760606763788e-15,0.0,5,-62.14484607706975,24.47772228326431,0.002778675182212775,5.0,4.996134888071942,2.8718457259079185e-15,0.6000000238418579,0.0,0,0,0,,,
1,0.05,-64.64484405517578,24.470775604248047,0.002778677002733051,0.002725351638978324,2.5656560209696977e-15,0.0,5,-62.14485370647693,24.477722287815592,0.002778677002733051,5.0,4.997274648361022,5.026344754500327e-15,0.6000000238418579,0.0,0,0,0,2.1544990285924086e-15,0.0,0.0
2,0.1,-64.64484405517578,24.470773696899414,0.002778677002733051,0.0009984738799320699,2.5656560209696977e-15,0.0,5,-62.14485370647693,24.47772038046696,0.002778677002733051,5.0,4.999001526120068,5.035015830781369e-15,0.6000000238418579,0.0,0,0,0,8.671076281042273e-18,0.0,0.0
3,0.15000000000000002,-64.64484405517578,24.47077178955078,0.0027786772628073764,0.0012078809634351166,-3.3610267347050637e-15,0.0,5,-62.144853706478735,24.477718473768515,0.0027786772628073764,5.0,4.9987921190365645,-6.594525459420941e-15,0.6000000238418579,0.0,0,0,0,-1.162954129020231e-14,0.0,0.0
4,0.2,-64.64485168457031,24.470767974853516,0.002778677002733051,0.0011216305468537912,2.5656560209696977e-15,0.0,5,-62.14486133587146,24.47771465842106,0.002778677002733051,5.0,4.998878369453146,5.0343966496969265e-15,0.6000000238418579,0.0,0,0,0,1.1628922109117867e-14,0.0,0.0
5,0.25,-64.64485168457031,24.470766067504883,0.002778677002733051,0.0009315214369763665,2.5656560209696977e-15,0.0,5,-62.14486133587146,24.477712751072428,0.002778677002733051,5.0,4.999068478563023,5.035352526377903e-15,0.6000000238418579,0.0,0,0,0,9.55876680976478e-19,0.0,0.0
6,0.30000000000000004,-64.64485931396484,24.47076416015625,0.002778677002733051,0.0007278804979060416,2.5656560209696977e-15,0.0,5,-62.14486896526599,24.477710843723795,0.002778677002733051,5.0,4.999272119502094,5.036377436244081e-15,0.6000000238418579,0.0,0,0,0,1.0249098661777034e-18,0.0,0.0
7,0.35000000000000003,-64.64485931396484,24.470760345458984,0.002778677002733051,0.0005467854151924289,2.5656560209696977e-15,0.0,5,-62.14486896526599,24.47770702902653,0.002778677002733051,5.0,4.999453214584808,5.037288843695326e-15,0.6000000238418579,0.0,0,0,0,9.114074512456272e-19,0.0,0.0
8,0.4,-64.64485931396484,24.470760345458984,0.002778677002733051,0.0003998801233898467,2.5656560209696977e-15,0.0,5,-62.14486896526599,24.47770702902653,0.002778677002733051,5.0,4.99960011987661,5.038028726974753e-15,0.6000000238418579,0.0,0,0,0,7.398832794266313e-19,0.0,0.0
9,0.45,-64.64485931396484,24.470760345458984,0.002778677002733051,0.0002861151622644027,2.5656560209696977e-15,0.0,5,-62.14486896526599,24.47770702902653,0.002778677002733051,5.0,4.999713884837735,5.0386017447635705e-15,0.6000000238418579,0.0,0,0,0,5.730177888175342e-19,0.0,0.0
10,0.5,-64.64485931396484,24.470760345458984,0.002778677002733051,6.975407779830362e-05,2.5656560209696977e-15,0.0,5,-62.14486896526599,24.47770702902653,0.002778677002733051,5.0,4.999930245922202,5.039691876166687e-15,0.6000000238418579,0.0,0,0,0,1.0901314031162845e-18,0.0,0.0
11,0.55,-64.64485931396484,24.47075843811035,0.002778677002733051,0.0001081969808785817,2.5656560209696977e-15,0.0,5,-62.14486896526599,24.477705121677896,0.002778677002733051,5.0,4.999891803019121,5.0394979056217655e-15,0.6000000238418579,0.0,0,0,0,-1.9397054492123478e-19,0.0,0.0
12,0.6000000000000001,-64.64485931396484,24.47075843811035,0.002778677002733051,0.00010881631548248631,2.5656560209696977e-15,0.0,5,-62.14486896526599,24.477705121677896,0.002778677002733051,5.0,4.999891183684517,5.03949494100645e-15,0.6000000238418579,0.0,0,0,0,-2.964615315390051e-21,0.0,0.0
13,0.65,-64.63789367675781,24.470781326293945,0.002773791506534112,0.41886246835442315,-2.4841240175987878e-15,0.0,5,-62.137903294150796,24.477715796168066,0.002773791506534112,5.0,4.5811375316455765,-3.4392900379325193e-15,0.6000000238418579,0.0,0,0,0,-8.47878497893897e-15,0.0,0.0
14,0.7000000000000001,-64.59214782714844,24.47090721130371,0.002773181892315836,1.153970880294214,-5.4496337997811395e-15,0.0,5,-62.09215744031454,24.47784015714815,0.002773181892315836,5.0,3.8460291197057863,-4.970079320429539e-15,0.6000000238418579,0.0,0,0,0,-1.53078928249702e-15,0.0,0.0
