step,t,ego_x,ego_y,ego_yaw,ego_speed,ctrl_steer,ctrl_throttle,ctrl_brake,plan_status,num_candidates,ego_s0,ego_l0,best_valid,best_min_clearance_m,best_max_curvature,best_max_yaw_rate,best_cost_total,best_l_target,best_v_target,best_collision,timing_plan_total_ms,debug_num_candidates,debug_ego_s0,debug_ego_l0,traj_dt,traj_len,traj0_x,traj0_y,traj0_yaw,traj0_v,trajN_x,trajN_y,trajN_yaw,trajN_v,num_obstacles,obstacles
0,0.0,-64.64485931396484,24.47098159790039,0.0027785219984352303,0.0,-9.095916539081372e-06,0.5,0.0,PlanStatus.OK,20,0.18120512024478977,-0.03342262937986634,True,53.03542783926351,5.624789917586036e-06,1.7809514032780457e-05,0.0018895603513766782,-0.03342262937986634,4.0,False,7.425900083035231,20,0.18120512024478977,-0.03342262937986634,0.1,60,-64.64485931396484,24.47098159790039,0.0027790104048607107,0.0,-52.844904864440295,24.503768192315945,0.0027771030639968035,3.933333333333339,1,"[{""id"": 134, ""x"": -110.19766998291016, ""y"": -9.835138320922852, ""vx"": -0.000835526967421174, ""vy"": 0.30784380435943604, ""r"": 2.5906050205230713}]"
1,0.05,-64.64485931396484,24.47098159790039,0.0027785219984352303,0.002394466600333477,-9.08621950657107e-06,0.5,0.0,PlanStatus.OK,20,0.18120512024478977,-0.03342262937986634,True,53.019921355353105,5.783386272796508e-06,1.7404436705326792e-05,0.0018900770219697199,-0.03342262937986634,4.0,False,7.926899939775467,20,0.18120512024478977,-0.03342262937986634,0.1,60,-64.64485931396484,24.47098159790039,0.0027790104048548924,0.002394466600333477,-52.83784121475762,24.50378780884955,0.00277710306399402,3.933373241110001,1,"[{""id"": 134, ""x"": -110.19778442382812, ""y"": -9.8092041015625, ""vx"": -0.0014770677080377936, ""vy"": 0.6490539312362671, ""r"": 2.5906050205230713}]"
2,0.1,-64.64485931396484,24.47098159790039,0.0027785219984352303,0.00012598415736953195,-9.095405403058976e-06,0.5,0.0,PlanStatus.OK,20,0.18120512024478977,-0.03342262937986634,True,52.99475281997398,5.610999280899765e-06,1.7788198052094174e-05,0.0018910012416267386,-0.03342262937986634,4.0,False,7.930699968710542,20,0.18120512024478977,-0.03342262937986634,0.1,60,-64.64485931396484,24.47098159790039,0.0027790104047834513,0.00012598415736953195,-52.84453321258552,24.5037692244341,0.0027771030639966985,3.9333354330692933,1,"[{""id"": 134, ""x"": -110.19796752929688, ""y"": -9.76708698272705, ""vx"": -0.0020901027601212263, ""vy"": 0.962459921836853, ""r"": 2.5906050205230713}]"
3,0.15000000000000002,-64.64485931396484,24.470977783203125,0.0027785219984352303,0.0007868103188375848,-9.092726941162255e-06,0.5,0.0,PlanStatus.OK,20,0.18120510964372002,-0.0334264440623995,True,52.96541778898436,5.641166387125347e-06,1.7676394835734743e-05,0.0018920339963743274,-0.0334264440623995,4.0,False,7.552700117230415,20,0.18120510964372002,-0.0334264440623995,0.1,60,-64.64485931396484,24.470977783203125,0.00277901040517666,0.0007868103188375848,-52.84258378280235,24.5037708235182,0.0027771030639963884,3.933346446838651,1,"[{""id"": 134, ""x"": -110.19818878173828, ""y"": -9.717948913574219, ""vx"": -0.0017014375189319253, ""vy"": 1.0137693881988525, ""r"": 2.5906050205230713}]"
4,0.2,-64.64485931396484,24.470977783203125,0.0027785219984352303,0.0010386850714070432,-9.091706488106865e-06,0.5,0.0,PlanStatus.OK,20,0.18120510964372002,-0.0334264440623995,True,52.932571783030276,5.6634599517902785e-06,1.763378294230688e-05,0.0018932029847758597,-0.0334264440623995,4.0,False,7.939500035718083,20,0.18120510964372002,-0.0334264440623995,0.1,60,-64.64485931396484,24.470977783203125,0.0027790104053668366,0.0010386850714070432,-52.841840755100144,24.503772886988013,0.002777103063995161,3.93335064475119,1,"[{""id"": 134, ""x"": -110.19876098632812, ""y"": -9.66243839263916, ""vx"": -0.004644404165446758, ""vy"": 1.184431791305542, ""r"": 2.5906050205230713}]"
5,0.25,-64.64486694335938,24.470977783203125,0.0027785219984352303,0.0009936714814647318,-9.091904757951852e-06,0.5,0.0,PlanStatus.OK,20,0.1811974802786493,-0.033426422860262414,True,52.89953378224137,5.659188927150676e-06,1.7641852933180345e-05,0.0018943832937313159,-0.033426422860262414,4.0,False,8.243699790909886,20,0.1811974802786493,-0.033426422860262414,0.1,60,-64.64486694335938,24.470977783203125,0.0027790104052194363,0.0009936714814647318,-52.84198117408192,24.503772518231244,0.0027771030639953376,3.933349894524696,1,"[{""id"": 134, ""x"": -110.19923400878906, ""y"": -9.606691360473633, ""vx"": -0.004701448138803244, ""vy"": 1.0705032348632812, ""r"": 2.5906050205230713}]"
6,0.30000000000000004,-64.64486694335938,24.470977783203125,0.0027785219984352303,0.0008377075780642205,-9.092536856769584e-06,0.5,0.0,PlanStatus.OK,20,0.1811974802786493,-0.033426422860262414,True,52.86612962135139,5.645384275674311e-06,1.7668238710883723e-05,0.0018955792767654375,-0.033426422860262414,4.0,False,8.403400192037225,20,0.1811974802786493,-0.033426422860262414,0.1,60,-64.64486694335938,24.470977783203125,0.0027790104051383492,0.0008377075780642205,-52.842441265852116,24.5037712405057,0.0027771030640118513,3.9333472951262998,1,"[{""id"": 134, ""x"": -110.19950866699219, ""y"": -9.550528526306152, ""vx"": -0.0023710529785603285, ""vy"": 1.1614054441452026, ""r"": 2.5906050205230713}]"
7,0.35000000000000003,-64.64486694335938,24.470977783203125,0.0027785219984352303,0.0006603051014318883,-9.093256267078687e-06,0.5,0.0,PlanStatus.OK,20,0.1811974802786493,-0.033426422860262414,True,52.83357732853198,5.629680259921408e-06,1.7698251862561208e-05,0.0018967464684045228,-0.033426422860262414,4.0,False,7.543599931523204,20,0.1811974802786493,-0.033426422860262414,0.1,60,-64.64486694335938,24.470977783203125,0.0027790104047743097,0.0006603051014318883,-52.842964601173485,24.503769787145835,0.00277710306399517,3.9333443384183533,1,"[{""id"": 134, ""x"": -110.19971466064453, ""y"": -9.49582290649414, ""vx"": -0.0028370856307446957, ""vy"": 1.0535149574279785, ""r"": 2.5906050205230713}]"
8,0.4,-64.64486694335938,24.470977783203125,0.0027785219984352303,0.0004983711760529993,-9.093912012758665e-06,0.5,0.0,PlanStatus.OK,20,0.1811974802786493,-0.033426422860262414,True,52.80040393123529,5.6153436736786536e-06,1.7725648712501804e-05,0.0018979372186378794,-0.033426422860262414,4.0,False,8.030700031667948,20,0.1811974802786493,-0.033426422860262414,0.1,60,-64.64486694335938,24.470977783203125,0.002779010404929925,0.0004983711760529993,-52.84344230444169,24.503768460511218,0.002777103064000667,3.933341639519604,1,"[{""id"": 134, ""x"": -110.19981384277344, ""y"": -9.440163612365723, ""vx"": -0.0009776951046660542, ""vy"": 1.1543900966644287, ""r"": 2.5906050205230713}]"
9,0.45,-64.64486694335938,24.470977783203125,0.0027785219984352303,0.00016604427690989233,-9.095259883906692e-06,0.5,0.0,PlanStatus.OK,20,0.1811974802786493,-0.033426422860262414,True,52.76648865126459,5.606997791269516e-06,1.7781875453078654e-05,0.0018991620368820118,-0.033426422860262414,4.0,False,7.293100003153086,20,0.1811974802786493,-0.033426422860262414,0.1,60,-64.64486694335938,24.470977783203125,0.002779010404903766,0.00016604427690989233,-52.844422665076245,24.503765737941695,0.0027771030639983218,3.933336100737951,1,"[{""id"": 134, ""x"": -110.20014190673828, ""y"": -9.382893562316895, ""vx"": -0.009361728094518185, ""vy"": 1.2289769649505615, ""r"": 2.5906050205230713}]"
