step,t,ego_x,ego_y,ego_yaw,ego_speed,ctrl_steer,ctrl_throttle,ctrl_brake,plan_status,timing_plan_total_ms,debug_ms,debug_path_len,traj_dt,traj_len,traj0_x,traj0_y,traj0_yaw,traj0_v,trajN_x,trajN_y,trajN_yaw,trajN_v,num_obstacles,obstacles
10,0.5,-64.6448974609375,24.47093391418457,0.0027785789547124496,0.0002879145449533384,9.699035465830091e-15,0.6000000238418579,0.0,PlanStatus.OK,21.92640001885593,22.02916145324707,43,0.1,51,-64.6448974609375,24.47093391418457,0.0027785789547124496,6.0,-39.444994739187706,24.540954013744816,0.0027785789547124496,6.0,1,"[{""id"": 50, ""x"": -110.20539855957031, ""y"": -7.433846950531006, ""vx"": -0.013678524643182755, ""vy"": 4.751953125, ""r"": 2.5906050205230713}]"
11,0.55,-64.6448974609375,24.47093391418457,0.0027785789547124496,0.00027851126498657994,9.699126098355448e-15,0.6000000238418579,0.0,PlanStatus.OK,13.437699992209673,13.022422790527344,43,0.1,51,-64.6448974609375,24.47093391418457,0.0027785789547124496,6.0,-39.444994739187706,24.540954013744816,0.0027785789547124496,6.0,1,"[{""id"": 50, ""x"": -110.2064437866211, ""y"": -7.187103271484375, ""vx"": -0.011427074670791626, ""vy"": 5.073166847229004, ""r"": 2.5906050205230713}]"
12,0.6000000000000001,-64.6448974609375,24.47093391418457,0.0027785789547124496,0.00023559587489926277,9.699542838565497e-15,0.6000000238418579,0.0,PlanStatus.OK,10.034299921244383,9.513378143310547,43,0.1,51,-64.6448974609375,24.47093391418457,0.0027785789547124496,6.0,-39.444994739187706,24.540954013744816,0.0027785789547124496,6.0,1,"[{""id"": 50, ""x"": -110.2079849243164, ""y"": -6.929932594299316, ""vx"": -0.0360063798725605, ""vy"": 5.197292804718018, ""r"": 2.5906050205230713}]"
13,0.65,-64.63793182373047,24.470956802368164,0.0027737116637162745,0.41884449170531596,1.7484880790070447e-15,0.6000000238418579,0.0,PlanStatus.OK,10.24809991940856,9.475946426391602,43,0.1,51,-64.63793182373047,24.470956802368164,0.0027737116637162745,6.0,-39.438028761470804,24.540854246667998,0.0027737116637162745,6.0,1,"[{""id"": 50, ""x"": -110.20983123779297, ""y"": -6.660825252532959, ""vx"": -0.04221237078309059, ""vy"": 5.485031604766846, ""r"": 2.5906050205230713}]"
14,0.7000000000000001,-64.59217834472656,24.47108268737793,0.00277303364995047,1.153754869031518,1.2135709968273114e-15,0.6000000238418579,0.0,PlanStatus.OK,12.050999910570681,11.516094207763672,43,0.1,51,-64.59217834472656,24.47108268737793,0.00277303364995047,6.0,-39.392275235081314,24.540963045796573,0.00277303364995047,6.0,1,"[{""id"": 50, ""x"": -110.21168518066406, ""y"": -6.390204906463623, ""vx"": -0.039641618728637695, ""vy"": 5.355960369110107, ""r"": 2.5906050205230713}]"
15,0.75,-64.5185775756836,24.471288681030273,0.0027726757876789907,1.6634369772290163,-2.9401784148617646e-15,0.6000000238418579,0.0,PlanStatus.OK,9.924200014211237,9.031295776367188,43,0.1,51,-64.5185775756836,24.471288681030273,0.0027726757876789907,6.0,-39.31867444103247,24.5411600213544,0.0027726757876789907,6.0,1,"[{""id"": 50, ""x"": -110.21339416503906, ""y"": -6.126622200012207, ""vx"": -0.037121884524822235, ""vy"": 4.993012428283691, ""r"": 2.5906050205230713}]"
16,0.8,-64.42423248291016,24.471553802490234,0.0027676867818986206,2.0105245919537515,1.257586746294026e-15,0.6000000238418579,0.0,PlanStatus.OK,14.99970001168549,14.52946662902832,43,0.1,51,-64.42423248291016,24.471553802490234,0.0027676867818986206,6.0,-39.22432899998407,24.54129942035103,0.0027676867818986206,6.0,1,"[{""id"": 50, ""x"": -110.2147216796875, ""y"": -5.916437149047852, ""vx"": -0.02697642706334591, ""vy"": 3.7075517177581787, ""r"": 2.5906050205230713}]"
17,0.8500000000000001,-64.31544494628906,24.47185707092285,0.002766169768359711,2.2799977586887694,-5.2113477616089806e-15,0.6000000238418579,0.0,PlanStatus.OK,10.571600054390728,10.512351989746094,43,0.1,51,-64.31544494628906,24.47185707092285,0.002766169768359711,6.0,-39.11554135758698,24.541564460188894,0.002766169768359711,6.0,1,"[{""id"": 50, ""x"": -110.21575927734375, ""y"": -5.747971534729004, ""vx"": -0.025838371366262436, ""vy"": 3.450425148010254, ""r"": 2.5906050205230713}]"
18,0.9,-64.1944351196289,24.472187042236328,0.0027722708519546495,2.5103824768211225,4.0383595955922804e-15,0.6000000238418579,0.0,PlanStatus.OK,12.711499934084713,12.514114379882812,43,0.1,51,-64.1944351196289,24.472187042236328,0.0027722708519546495,6.0,-38.994531956686515,24.542048178219318,0.0027722708519546495,6.0,1,"[{""id"": 50, ""x"": -110.21705627441406, ""y"": -5.575060844421387, ""vx"": -0.02599400281906128, ""vy"": 3.4376344680786133, ""r"": 2.5906050205230713}]"
19,0.9500000000000001,-64.06221771240234,24.472553253173828,0.002770900000186504,2.732511995109969,-7.851693136164313e-16,0.6000000238418579,0.0,PlanStatus.OK,444.8920999420807,7.511615753173828,43,0.1,51,-64.06221771240234,24.472553253173828,0.002770900000186504,6.0,-38.86231445371412,24.542379843825017,0.002770900000186504,6.0,1,"[{""id"": 50, ""x"": -110.21834564208984, ""y"": -5.400862216949463, ""vx"": -0.027460729703307152, ""vy"": 3.5138444900512695, ""r"": 2.5906050205230713}]"
20,1.0,-63.91963195800781,24.472946166992188,0.0027704901230499843,2.931105659298793,1.2586876773672197e-15,0.6000000238418579,0.0,PlanStatus.OK,25.51900001708418,24.535179138183594,43,0.1,51,-63.91963195800781,24.472946166992188,0.0027704901230499843,6.0,-38.71972867070154,24.54276242877915,0.0027704901230499843,6.0,1,"[{""id"": 50, ""x"": -110.21956634521484, ""y"": -5.227747917175293, ""vx"": -0.02615293674170971, ""vy"": 3.4301815032958984, ""r"": 2.5906050205230713}]"
21,1.05,-63.76702880859375,24.473371505737305,0.0027703000087182608,3.132583958210221,8.402694950495932e-16,0.6000000238418579,0.0,PlanStatus.OK,14.18339996598661,13.042688369750977,43,0.1,51,-63.76702880859375,24.473371505737305,0.0027703000087182608,6.0,-38.5671255080149,24.543182976661498,0.0027703000087182608,6.0,1,"[{""id"": 50, ""x"": -110.22063446044922, ""y"": -5.0456037521362305, ""vx"": -0.02820141799747944, ""vy"": 3.756983757019043, ""r"": 2.5906050205230713}]"
22,1.1,-63.60484313964844,24.473819732666016,0.002770119777210895,3.3183573264915887,2.334240902307429e-15,0.6000000238418579,0.0,PlanStatus.OK,31.452100025489926,29.590368270874023,43,0.1,51,-63.60484313964844,24.473819732666016,0.002770119777210895,6.0,-38.40493982648786,24.543626661773622,0.002770119777210895,6.0,1,"[{""id"": 50, ""x"": -110.22166442871094, ""y"": -4.85676383972168, ""vx"": -0.027693437412381172, ""vy"": 3.737213373184204, ""r"": 2.5906050205230713}]"
23,1.1500000000000001,-63.43318557739258,24.47429656982422,0.0027699398057778545,3.509885902462857,-4.3145613695823835e-16,0.5960456132888794,0.0,PlanStatus.OK,18.10350001323968,17.047405242919922,43,0.1,51,-63.43318557739258,24.47429656982422,0.0027699398057778545,6.0,-38.23328225166908,24.544098963669164,0.0027699398057778545,6.0,1,"[{""id"": 50, ""x"": -110.22280883789062, ""y"": -4.656239032745361, ""vx"": -0.03176015987992287, ""vy"": 4.152392864227295, ""r"": 2.5906050205230713}]"
24,1.2000000000000002,-63.25228500366211,24.47480010986328,0.002769761914939416,3.690862270927469,3.1739160978654047e-15,0.523655116558075,0.0,PlanStatus.OK,18.657100037671626,18.6922550201416,43,0.1,51,-63.25228500366211,24.47480010986328,0.002769761914939416,6.0,-38.05238166552162,24.544598020876222,0.002769761914939416,6.0,1,"[{""id"": 50, ""x"": -110.22434997558594, ""y"": -4.445303440093994, ""vx"": -0.033099155873060226, ""vy"": 4.300309181213379, ""r"": 2.5906050205230713}]"
25,1.25,-63.06240463256836,24.475324630737305,0.002769589225587481,3.86607198638271,-3.5827630196372945e-15,0.4535712003707886,0.0,PlanStatus.OK,16.838100040331483,16.017675399780273,43,0.1,51,-63.06240463256836,24.475324630737305,0.002769589225587481,6.0,-37.862501282374964,24.545118189995407,0.002769589225587481,6.0,1,"[{""id"": 50, ""x"": -110.22624969482422, ""y"": -4.222318649291992, ""vx"": -0.03567291796207428, ""vy"": 4.616024494171143, ""r"": 2.5906050205230713}]"
26,1.3,-62.86470413208008,24.47587013244629,0.002769439162701839,4.009904981735454,2.439877345774828e-15,0.3960379958152771,0.0,PlanStatus.OK,445.0172999640927,8.510589599609375,43,0.1,51,-62.86470413208008,24.47587013244629,0.002769439162701839,6.0,-37.66480077141365,24.54565991013405,0.002769439162701839,6.0,1,"[{""id"": 50, ""x"": -110.22821807861328, ""y"": -3.985107421875, ""vx"": -0.03773918002843857, ""vy"": 4.8307719230651855, ""r"": 2.5906050205230713}]"
27,1.35,-62.66011047363281,24.477008819580078,0.0027636147981889166,4.130663584634296,1.563504024260586e-15,0.34773457050323486,0.0,PlanStatus.OK,15.457400004379451,14.5111083984375,43,0.1,51,-62.66011047363281,24.477008819580078,0.0027636147981889166,6.0,-37.460206706912786,24.54665182384381,0.0027636147981889166,6.0,1,"[{""id"": 50, ""x"": -110.2301254272461, ""y"": -3.738147497177124, ""vx"": -0.039576053619384766, ""vy"": 5.010652542114258, ""r"": 2.5906050205230713}]"
28,1.4000000000000001,-62.450462341308594,24.476774215698242,0.00253639228152254,4.224532077872254,2.30148846757771e-15,0.3101871609687805,0.0,PlanStatus.OK,15.51089994609356,14.522790908813477,43,0.1,51,-62.450462341308594,24.476774215698242,0.00253639228152254,6.0,-37.25054340066616,24.540691232659768,0.00253639228152254,6.0,1,"[{""id"": 50, ""x"": -110.23207092285156, ""y"": -3.4901418685913086, ""vx"": -0.037990011274814606, ""vy"": 4.873982906341553, ""r"": 2.5906050205230713}]"
29,1.4500000000000002,-62.23695755004883,24.476810455322266,0.0022832211091333536,4.294549726403072,1.5492201900336815e-15,0.2821801006793976,0.0,PlanStatus.OK,461.27359999809414,8.022785186767578,43,0.1,51,-62.23695755004883,24.476810455322266,0.0022832211091333536,6.0,-37.03702323506306,24.534347577281245,0.0022832211091333536,6.0,1,"[{""id"": 50, ""x"": -110.23428344726562, ""y"": -3.2445571422576904, ""vx"": -0.036523062735795975, ""vy"": 4.638267517089844, ""r"": 2.5906050205230713}]"
30,1.5,-62.02115249633789,24.47665023803711,0.0023550518172341596,4.340988479406853,-3.1413648334606588e-15,0.26360461115837097,0.0,PlanStatus.OK,11.19810005184263,10.516643524169922,43,0.1,51,-62.02115249633789,24.47665023803711,0.0023550518172341596,6.0,-36.821222379295705,24.535997488972143,0.0023550518172341596,6.0,1,"[{""id"": 50, ""x"": -110.23580169677734, ""y"": -3.0525763034820557, ""vx"": -0.023830417543649673, ""vy"": 3.338740825653076, ""r"": 2.5906050205230713}]"
31,1.55,-61.80324935913086,24.477436065673828,0.0023815305044317327,4.379669685843171,-7.547524663596478e-16,0.24813212454319,0.0,PlanStatus.OK,11.032800073735416,10.509729385375977,43,0.1,51,-61.80324935913086,24.477436065673828,0.0023815305044317327,6.0,-36.60332082236016,24.537450577654894,0.0023815305044317327,6.0,1,"[{""id"": 50, ""x"": -110.23686218261719, ""y"": -2.916724443435669, ""vx"": -0.017428083345294, ""vy"": 2.573629379272461, ""r"": 2.5906050205230713}]"
32,1.6,-61.583656311035156,24.478254318237305,0.0023840698701430153,4.403249638718182,4.525149642137564e-16,0.23870015144348145,0.0,PlanStatus.OK,33.621500013396144,33.04338455200195,43,0.1,51,-61.583656311035156,24.478254318237305,0.0023840698701430153,6.0,-36.38372792674443,24.538332822052602,0.0023840698701430153,6.0,1,"[{""id"": 50, ""x"": -110.23776245117188, ""y"": -2.791195869445801, ""vx"": -0.01706644706428051, ""vy"": 2.486750841140747, ""r"": 2.5906050205230713}]"
33,1.6500000000000001,-61.36300277709961,24.478900909423828,0.0023842428195692753,4.420649134026026,3.179125985765729e-15,0.231740340590477,0.0,PlanStatus.OK,12.435500044375658,12.018442153930664,43,0.1,51,-61.36300277709961,24.478900909423828,0.0023842428195692753,6.0,-36.16307440319984,24.538983771552218,0.0023842428195692753,6.0,1,"[{""id"": 50, ""x"": -110.23873138427734, ""y"": -2.657231092453003, ""vx"": -0.02048690989613533, ""vy"": 2.8434741497039795, ""r"": 2.5906050205230713}]"
34,1.7000000000000002,-61.14171600341797,24.47947120666504,0.0023842631053666414,4.429052225083515,2.31867010739629e-15,0.22837911546230316,0.0,PlanStatus.OK,476.56990005634725,21.532773971557617,43,0.1,51,-61.14171600341797,24.47947120666504,0.0023842631053666414,6.0,-35.94178763073698,24.53955457999409,0.0023842631053666414,6.0,1,"[{""id"": 50, ""x"": -110.23982238769531, ""y"": -2.510383129119873, ""vx"": -0.019965317100286484, ""vy"": 2.9140658378601074, ""r"": 2.5906050205230713}]"
35,1.75,-60.92007064819336,24.480010986328125,0.0023842696072247714,4.435459498305761,2.9485248657657717e-15,0.22581620514392853,0.0,PlanStatus.OK,10.369300027377903,9.511232376098633,43,0.1,51,-60.92007064819336,24.480010986328125,0.0023842696072247714,6.0,-35.720142275903015,24.54009452350352,0.0023842696072247714,6.0,1,"[{""id"": 50, ""x"": -110.24083709716797, ""y"": -2.348313808441162, ""vx"": -0.02846132405102253, ""vy"": 3.4895401000976562, ""r"": 2.5906050205230713}]"
36,1.8,-60.69826889038086,24.48054313659668,0.0023842696072247714,4.436319593021933,2.9480583623700714e-15,0.22547216713428497,0.0,PlanStatus.OK,13.891699956730008,13.514041900634766,43,0.1,51,-60.69826889038086,24.48054313659668,0.0023842696072247714,6.0,-35.498340518090515,24.540626673772074,0.0023842696072247714,6.0,1,"[{""id"": 50, ""x"": -110.24226379394531, ""y"": -2.168992519378662, ""vx"": -0.02962549589574337, ""vy"": 3.636866569519043, ""r"": 2.5906050205230713}]"
37,1.85,-60.47642135620117,24.4810733795166,0.0023842672665558445,4.437714872776764,-1.6450494742795336e-15,0.2249140441417694,0.0,PlanStatus.OK,10.37249993532896,10.512351989746094,43,0.1,51,-60.47642135620117,24.4810733795166,0.0023842672665558445,6.0,-35.27649298377027,24.541156857707414,0.0023842672665558445,6.0,1,"[{""id"": 50, ""x"": -110.24386596679688, ""y"": -1.980333924293518, ""vx"": -0.031167086213827133, ""vy"": 3.8685479164123535, ""r"": 2.5906050205230713}]"
38,1.9000000000000001,-60.25460433959961,24.481605529785156,0.0023842649258869176,4.435456637627289,1.7930652524991112e-16,0.22581733763217926,0.0,PlanStatus.OK,20.107200019992888,19.0274715423584,43,0.1,51,-60.25460433959961,24.481605529785156,0.0023842649258869176,6.0,-35.054675967028146,24.541688948991236,0.0023842649258869176,6.0,1,"[{""id"": 50, ""x"": -110.24533081054688, ""y"": -1.7850759029388428, ""vx"": -0.030418531969189644, ""vy"": 3.9395527839660645, ""r"": 2.5906050205230713}]"
39,1.9500000000000002,-60.03284454345703,24.482135772705078,0.002384264665812592,4.435104795906488,-3.1838371830183575e-15,0.22595807909965515,0.0,PlanStatus.OK,459.8777999635786,9.001731872558594,43,0.1,51,-60.03284454345703,24.482135772705078,0.002384264665812592,6.0,-34.83291617086975,24.542219185357382,0.002384264665812592,6.0,1,"[{""id"": 50, ""x"": -110.24686431884766, ""y"": -1.5799051523208618, ""vx"": -0.033578164875507355, ""vy"": 4.251378536224365, ""r"": 2.5906050205230713}]"
40,2.0,-59.81118392944336,24.482666015625,0.0023842649258869176,4.432011598853608,1.7942023942308e-16,0.2271953672170639,0.0,PlanStatus.OK,12.943399953655899,13.01717758178711,43,0.1,51,-59.81118392944336,24.482666015625,0.0023842649258869176,6.0,-34.611255556871896,24.54274943483108,0.0023842649258869176,6.0,1,"[{""id"": 50, ""x"": -110.24861145019531, ""y"": -1.363844871520996, ""vx"": -0.03361504152417183, ""vy"": 4.320369243621826, ""r"": 2.5906050205230713}]"
41,2.0500000000000003,-59.59007263183594,24.48337745666504,0.002436900068193137,4.433765469168353,3.1394679031752828e-15,0.22649380564689636,0.0,PlanStatus.OK,34.49920006096363,33.53548049926758,43,0.1,51,-59.59007263183594,24.48337745666504,0.002436900068193137,6.0,-34.39014745667136,24.544787277603206,0.002436900068193137,6.0,1,"[{""id"": 50, ""x"": -110.25004577636719, ""y"": -1.1355637311935425, ""vx"": -0.03728592395782471, ""vy"": 4.714791297912598, ""r"": 2.5906050205230713}]"
42,2.1,-59.36857604980469,24.483139038085938,0.002705183639471222,4.430373600140521,-1.1044575889905517e-15,0.2278505563735962,0.0,PlanStatus.OK,13.002000050619245,12.513160705566406,43,0.1,51,-59.36857604980469,24.483139038085938,0.002705183639471222,6.0,-34.16866825678191,24.551309582655016,0.002705183639471222,6.0,1,"[{""id"": 50, ""x"": -110.25153350830078, ""y"": -0.8949296474456787, ""vx"": -0.03801962360739708, ""vy"": 4.835174560546875, ""r"": 2.5906050205230713}]"
43,2.15,-59.14745330810547,24.483680725097656,0.0029237230546420444,4.424153118332582,-9.1285068950863e-16,0.23033875226974487,0.0,PlanStatus.OK,30.456500011496246,30.534029006958008,43,0.1,51,-59.14745330810547,24.483680725097656,0.0029237230546420444,6.0,-33.947561014800684,24.557358441106445,0.0029237230546420444,6.0,1,"[{""id"": 50, ""x"": -110.25303649902344, ""y"": -0.6414468288421631, ""vx"": -0.04108498618006706, ""vy"": 5.230257987976074, ""r"": 2.5906050205230713}]"
44,2.2,-58.92576217651367,24.483644485473633,0.002946486840178417,4.42030997251284,1.8747769856735166e-15,0.23187601566314697,0.0,PlanStatus.OK,456.77819999400526,6.99925422668457,43,0.1,51,-58.92576217651367,24.483644485473633,0.002946486840178417,6.0,-33.72587156692177,24.55789584640692,0.002946486840178417,6.0,1,"[{""id"": 50, ""x"": -110.25482940673828, ""y"": -0.37413832545280457, ""vx"": -0.043209560215473175, ""vy"": 5.276790142059326, ""r"": 2.5906050205230713}]"
45,2.25,-58.70452117919922,24.484575271606445,0.0029495432336482034,4.421059751533088,-1.7544529909007279e-15,0.2315760999917984,0.0,PlanStatus.OK,21.211299928836524,20.53523063659668,43,0.1,51,-58.70452117919922,24.484575271606445,0.0029495432336482034,6.0,-33.50463079666622,24.55890365332057,0.0029495432336482034,6.0,1,"[{""id"": 50, ""x"": -110.25691986083984, ""y"": -0.1035889983177185, ""vx"": -0.045234933495521545, ""vy"": 5.506614685058594, ""r"": 2.5906050205230713}]"
46,2.3000000000000003,-58.48344039916992,24.48538589477539,0.0029510636281533404,4.420008001547949,-1.609556093872059e-16,0.2319968044757843,0.0,PlanStatus.OK,11.76219992339611,12.01939582824707,43,0.1,51,-58.48344039916992,24.48538589477539,0.0029510636281533404,6.0,-33.283550129674566,24.55975259026426,0.0029510636281533404,6.0,1,"[{""id"": 50, ""x"": -110.25907897949219, ""y"": 0.16391147673130035, ""vx"": -0.044326405972242355, ""vy"": 5.2507004737854, ""r"": 2.5906050205230713}]"
47,2.35,-58.26238250732422,24.486095428466797,0.002951485728783145,4.421732713833699,3.1344932786760583e-15,0.23130691051483154,0.0,PlanStatus.OK,14.297300018370152,14.024734497070312,43,0.1,51,-58.26238250732422,24.486095428466797,0.002951485728783145,6.0,-33.062492269221394,24.560472760845137,0.002951485728783145,6.0,1,"[{""id"": 50, ""x"": -110.26148986816406, ""y"": 0.4563639461994171, ""vx"": -0.05066852271556854, ""vy"": 6.1489481925964355, ""r"": 2.5906050205230713}]"
48,2.4000000000000004,-58.04132843017578,24.486766815185547,0.0029515837768037466,4.420901924810886,-3.180863620917462e-16,0.23163923621177673,0.0,PlanStatus.OK,16.29449997562915,16.02458953857422,43,0.1,51,-58.04132843017578,24.486766815185547,0.0029515837768037466,6.0,-32.84143819936564,24.561146618363324,0.0029515837768037466,6.0,1,"[{""id"": 50, ""x"": -110.26426696777344, ""y"": 0.7862669229507446, ""vx"": -0.05808476731181145, ""vy"": 6.8638200759887695, ""r"": 2.5906050205230713}]"
49,2.45,-57.82024383544922,24.4874267578125,0.0029516032823781366,4.422618604265195,1.6678537188019875e-15,0.23095256090164185,0.0,PlanStatus.OK,472.76230005081743,10.515689849853516,43,0.1,51,-57.82024383544922,24.4874267578125,0.0029516032823781366,6.0,-32.620353606090035,24.561807052528565,0.0029516032823781366,6.0,1,"[{""id"": 50, ""x"": -110.26748657226562, ""y"": 1.1420704126358032, ""vx"": -0.06811036169528961, ""vy"": 7.23810338973999, ""r"": 2.5906050205230713}]"
50,2.5,-57.599143981933594,24.488080978393555,0.002951605362972738,4.42168303223323,-5.23572664038038e-16,0.23132678866386414,0.0,PlanStatus.OK,32.328000059351325,31.54611587524414,43,0.1,51,-57.599143981933594,24.488080978393555,0.002951605362972738,6.0,-32.399253752728995,24.562461325540426,0.002951605362972738,6.0,1,"[{""id"": 50, ""x"": -110.27098083496094, ""y"": 1.516358494758606, ""vx"": -0.07311777025461197, ""vy"": 7.6421122550964355, ""r"": 2.5906050205230713}]"
51,2.5500000000000003,-57.378021240234375,24.48873519897461,0.0029516032823781366,4.423263826041025,1.6676553013340932e-15,0.2306944727897644,0.0,PlanStatus.OK,14.817200019024312,14.043092727661133,43,0.1,51,-57.378021240234375,24.48873519897461,0.0029516032823781366,6.0,-32.17813101087519,24.563115493690674,0.0029516032823781366,6.0,1,"[{""id"": 50, ""x"": -110.274658203125, ""y"": 1.9059046506881714, ""vx"": -0.07568970322608948, ""vy"": 7.888674736022949, ""r"": 2.5906050205230713}]"
52,2.6,-57.156898498535156,24.48938751220703,0.0029516014618578604,4.422197691541897,3.7017409731777778e-16,0.23112092912197113,0.0,PlanStatus.OK,39.70570000819862,38.59281539916992,43,0.1,51,-57.156898498535156,24.48938751220703,0.0029516014618578604,6.0,-31.957008269040486,24.563767761046215,0.0029516014618578604,6.0,1,"[{""id"": 50, ""x"": -110.27850341796875, ""y"": 2.3102176189422607, ""vx"": -0.07915346324443817, ""vy"": 8.20797061920166, ""r"": 2.5906050205230713}]"
53,2.6500000000000004,-56.93574523925781,24.49003791809082,0.002951599641337584,4.423659748662882,-9.374378325059359e-16,0.2305361032485962,0.0,PlanStatus.OK,11.550300056114793,11.226654052734375,43,0.1,51,-56.93574523925781,24.49003791809082,0.002951599641337584,6.0,-31.735855009627656,24.564418121053123,0.002951599641337584,6.0,1,"[{""id"": 50, ""x"": -110.282470703125, ""y"": 2.7249889373779297, ""vx"": -0.08117739856243134, ""vy"": 8.343854904174805, ""r"": 2.5906050205230713}]"
