run_name,scenario,scenario_type,planner,controller,map_name,case_id,target_speed_mps,pass,fail_reason,runtime_s,num_steps,planning_success,planning_fail_count,planning_time_s,plan_status,traj_len,collision,collision_count,collision_time_s,collision_actor_type,lane_invasion,lane_invasion_count,timeout,reach_goal,goal_reached_time_s,final_x,final_y,final_yaw,final_speed_mps,final_position_error_m,final_heading_error_rad,min_obstacle_distance_m,max_speed_mps,result_reason,result_steps,result_sim_time_s,result_wall_time_s,result_dist_to_goal
town10_hybrid_astar_a_stanley_metrics,configurable_route,configurable_route,hybrid_astar_map,,Carla/Maps/Town10HD,,,False,planning_failed,65.95,1320,False,0,,PlanStatus.OK,51,False,0,,,False,0,False,False,,56.96183776855469,134.12171936035156,3.120784843360786,4.418375574649596,,,49.65752360042756,4.437713437259109,reached_goal,1319,65.95,204.20562291145325,3.8431097421890166
