step,t,steer,throttle,brake
97,4.8500000000000005,1.8810460882743825e-15,0.23040610551834106,0.0
98,4.9,1.8814933216705328e-15,0.23092186450958252,0.0
99,4.95,1.8810460882743825e-15,0.23040610551834106,0.0
100,5.0,1.8814935334287696e-15,0.23092205822467804,0.0
101,5.050000000000001,1.8810460882743825e-15,0.23040610551834106,0.0
102,5.1000000000000005,1.8814933216705328e-15,0.23092186450958252,0.0
103,5.15,1.8810460882743825e-15,0.23040610551834106,0.0
104,5.2,1.8814933216705328e-15,0.23092186450958252,0.0
105,5.25,1.8810458765161457e-15,0.23040592670440674,0.0
106,5.300000000000001,1.8814933216705328e-15,0.23092186450958252,0.0
107,5.3500000000000005,1.8810458765161457e-15,0.23040592670440674,0.0
108,5.4,1.8814933216705328e-15,0.23092186450958252,0.0
109,5.45,1.8810460882743825e-15,0.23040610551834106,0.0
110,5.5,1.8814933216705328e-15,0.23092186450958252,0.0
111,5.550000000000001,1.8810460882743825e-15,0.23040610551834106,0.0
112,5.6000000000000005,1.8814935334287696e-15,0.23092205822467804,0.0
113,5.65,1.8810460882743825e-15,0.23040610551834106,0.0
114,5.7,1.8814933216705328e-15,0.23092186450958252,0.0
115,5.75,1.8810458765161457e-15,0.23040592670440674,0.0
116,5.800000000000001,1.881493109912296e-15,0.230921670794487,0.0
117,5.8500000000000005,1.881045664757909e-15,0.23040573298931122,0.0
118,5.9,1.881493109912296e-15,0.230921670794487,0.0
119,5.95,1.881045664757909e-15,0.23040573298931122,0.0
120,6.0,1.881493109912296e-15,0.230921670794487,0.0
121,6.050000000000001,1.8810460882743825e-15,0.23040610551834106,0.0
122,6.1000000000000005,1.8814933216705328e-15,0.23092186450958252,0.0
123,6.15,1.8810463000326193e-15,0.23040629923343658,0.0
124,6.2,1.8814935334287696e-15,0.23092205822467804,0.0
125,6.25,1.8810460882743825e-15,0.23040610551834106,0.0
126,6.300000000000001,1.8814933216705328e-15,0.23092186450958252,0.0
127,6.3500000000000005,1.8810460882743825e-15,0.23040610551834106,0.0
128,6.4,1.8814933216705328e-15,0.23092186450958252,0.0
129,6.45,1.8810460882743825e-15,0.23040610551834106,0.0
130,6.5,1.8814935334287696e-15,0.23092205822467804,0.0
131,6.550000000000001,1.8810463000326193e-15,0.23040629923343658,0.0
132,6.6000000000000005,1.8814935334287696e-15,0.23092205822467804,0.0
133,6.65,1.8810463000326193e-15,0.23040629923343658,0.0
134,6.7,1.8814937451870064e-15,0.23092223703861237,0.0
135,6.75,1.881046511790856e-15,0.23040668666362762,0.0
136,6.800000000000001,1.8814937451870064e-15,0.23092243075370789,0.0
137,6.8500000000000005,1.8810463000326193e-15,0.2304064929485321,0.0
138,6.9,0.17142857611179352,0.23092223703861237,0.0
139,6.95,1.887379141862766e-15,0.235666424036026,0.0
140,7.0,-3.5395886915245587e-16,0.23573912680149078,0.0
141,7.050000000000001,1.6115916199234295e-16,0.23473496735095978,0.0
142,7.1000000000000005,3.774289450989227e-15,0.2345283329486847,0.0
143,7.15,3.540636894796786e-15,0.23330006003379822,0.0
144,7.2,-6.24043000620574e-16,0.23317798972129822,0.0
145,7.25,1.9743143684042112e-15,0.23209916055202484,0.0
146,7.300000000000001,2.3088758654271884e-15,0.23215530812740326,0.0
147,7.3500000000000005,-2.6096206308222217e-15,0.23126722872257233,0.0
148,7.4,2.2101169059750205e-15,0.2314985692501068,0.0
149,7.45,-2.6090198727043816e-15,0.23076778650283813,0.0
150,7.5,-2.6094552476392703e-15,0.23112979531288147,0.0
151,7.550000000000001,-2.6087054117227134e-15,0.23050642013549805,0.0
152,7.6000000000000005,-2.609240736545378e-15,0.23095139861106873,0.0
153,7.65,3.040815193418436e-16,0.23039135336875916,0.0
154,7.7,3.041503672385876e-16,0.23088233172893524,0.0
155,7.75,3.040764636139397e-16,0.23035529255867004,0.0
156,7.800000000000001,0.17142857611179352,0.2308683842420578,0.0
157,7.8500000000000005,0.2453932911157608,0.23561549186706543,0.0
158,7.9,0.13959316909313202,0.248910591006279,0.0
159,7.95,0.24580249190330505,0.24513542652130127,0.0
160,8.0,0.2460470050573349,0.25078412890434265,0.0
161,8.05,0.24607108533382416,0.25133898854255676,0.0
162,8.1,0.13963386416435242,0.24966755509376526,0.0
163,8.15,0.13922260701656342,0.24199320375919342,0.0
164,8.200000000000001,0.24552132189273834,0.2386031597852707,0.0
165,8.25,0.24574775993824005,0.243866965174675,0.0
166,8.3,0.24581949412822723,0.24552927911281586,0.0
167,8.35,0.2457396686077118,0.24367918074131012,0.0
168,8.4,0.07431109249591827,0.24226589500904083,0.0
169,8.450000000000001,1.1698654731775288e-15,0.23744024336338043,0.0
170,8.5,2.2599211727241525e-15,0.2382732480764389,0.0
171,8.55,2.983013506279125e-15,0.23587389290332794,0.0
172,8.6,0.17142857611179352,0.23489291965961456,0.0
173,8.65,0.24549709260463715,0.23803821206092834,0.0
174,8.700000000000001,0.07406851649284363,0.2506624162197113,0.0
175,8.75,3.038307393559412e-15,0.24654598534107208,0.0
176,8.8,1.8225315699703978e-15,0.2460108995437622,0.0
177,8.85,0.17142857611179352,0.24252648651599884,0.0
178,8.9,0.34285715222358704,0.24487186968326569,0.0
179,8.950000000000001,0.5142857432365417,0.2563248574733734,0.0
180,9.0,0.5944621562957764,0.27389079332351685,0.0
181,9.05,0.42303359508514404,0.2970338463783264,0.0
182,9.1,0.3100810945034027,0.28972241282463074,0.0
183,9.15,0.14397521317005157,0.27061909437179565,0.0
184,9.200000000000001,0.1440323293209076,0.25637272000312805,0.0
185,9.25,-0.027396241202950478,0.24640731513500214,0.0
186,9.3,-0.13940590620040894,0.24542024731636047,0.0
187,9.35,-0.13966552913188934,0.25025609135627747,0.0
188,9.4,-0.13961809873580933,0.2493743896484375,0.0
189,9.450000000000001,-0.13944163918495178,0.24608714878559113,0.0
190,9.5,-0.13922777771949768,0.24209009110927582,0.0
191,9.55,-0.13911235332489014,0.23992662131786346,0.0
192,9.600000000000001,-0.13895517587661743,0.2369733452796936,0.0
193,9.65,-0.1388898491859436,0.2357437014579773,0.0
194,9.700000000000001,-0.13878628611564636,0.23379135131835938,0.0
195,9.75,-0.13876286149024963,0.23334912955760956,0.0
196,9.8,-0.1386963427066803,0.23209290206432343,0.0
197,9.850000000000001,-0.2452452927827835,0.23215150833129883,0.0
198,9.9,-0.13911159336566925,0.23991236090660095,0.0
199,9.950000000000001,-0.13893064856529236,0.23651200532913208,0.0
200,10.0,-0.1388087421655655,0.23421499133110046,0.0
201,10.05,-0.13878971338272095,0.23385608196258545,0.0
202,10.100000000000001,-0.13872481882572174,0.23263078927993774,0.0
203,10.15,-0.13872894644737244,0.23270876705646515,0.0
204,10.200000000000001,-0.13868112862110138,0.23180529475212097,0.0
205,10.25,-0.13869792222976685,0.23212283849716187,0.0
206,10.3,-0.13865984976291656,0.23140302300453186,0.0
207,10.350000000000001,-0.1386842429637909,0.23186413943767548,0.0
208,10.4,-0.1386515349149704,0.2312457412481308,0.0
209,10.450000000000001,-0.13867978751659393,0.23177996277809143,0.0
210,10.5,-0.13864991068840027,0.23121507465839386,0.0
211,10.55,-0.1386793553829193,0.2317718118429184,0.0
212,10.600000000000001,0.03274921700358391,0.23124615848064423,0.0
213,10.65,0.1441146582365036,0.23549917340278625,0.0
214,10.700000000000001,-0.02731390856206417,0.24447035789489746,0.0
215,10.75,-0.13938243687152863,0.244982048869133,0.0
216,10.8,-0.139710932970047,0.25109949707984924,0.0
217,10.850000000000001,-0.13971135020256042,0.25110745429992676,0.0
218,10.9,0.031717218458652496,0.24894872307777405,0.0
219,10.950000000000001,0.14406150579452515,0.24902325868606567,0.0
220,11.0,0.14403797686100006,0.25495490431785583,0.0
221,11.05,3.9238788576061254e-15,0.25455302000045776,0.0
222,11.100000000000001,1.116497209423706e-15,0.2512737214565277,0.0
223,11.15,2.553098334010179e-15,0.24732202291488647,0.0
224,11.200000000000001,-1.7597779694027605e-15,0.24355970323085785,0.0
225,11.25,-1.8177545159061203e-15,0.24035027623176575,0.0
226,11.3,3.711728444537972e-15,0.23769129812717438,0.0
227,11.350000000000001,1.773437646226657e-15,0.2355736494064331,0.0
228,11.4,2.980353187550036e-15,0.2339421808719635,0.0
229,11.450000000000001,-2.374895307402083e-15,0.2327270209789276,0.0
230,11.5,2.4544115841167646e-15,0.23185418546199799,0.0
231,11.55,-0.17142857611179352,0.2312515676021576,0.0
232,11.600000000000001,-0.2455427646636963,0.23910269141197205,0.0
233,11.65,-0.07411419600248337,0.25251883268356323,0.0
234,11.700000000000001,3.0302419458356567e-15,0.2480114996433258,0.0
235,11.75,4.356823019694453e-16,0.24749287962913513,0.0
236,11.8,-2.073572018504075e-15,0.2438410222530365,0.0
237,11.850000000000001,-1.6975995042063088e-15,0.24165871739387512,0.0
238,11.9,3.803344375145944e-15,0.23816895484924316,0.0
239,11.950000000000001,2.308819325977959e-15,0.2368253618478775,0.0
240,12.0,2.6387018130003036e-15,0.23450563848018646,0.0
241,12.05,-1.5301405611385416e-15,0.23350177705287933,0.0
242,12.100000000000001,-3.079171227550275e-15,0.2326270043849945,0.0
243,12.15,-3.3096152229385167e-15,0.23197418451309204,0.0
244,12.200000000000001,-0.17142857611179352,0.2314918041229248,0.0
245,12.25,-3.3029134982598407e-15,0.23595237731933594,0.0
246,12.3,-9.171022655082546e-16,0.2359381467103958,0.0
247,12.350000000000001,-1.994679793313283e-15,0.23509883880615234,0.0
248,12.4,-0.17142857611179352,0.23431695997714996,0.0
249,12.450000000000001,-0.24550780653953552,0.23828789591789246,0.0
250,12.5,-0.074079230427742,0.25148826837539673,0.0
251,12.55,1.1144088496922505e-15,0.24724704027175903,0.0
252,12.600000000000001,-3.827590269744625e-15,0.24616509675979614,0.0
253,12.65,-2.4678436208360865e-15,0.24365487694740295,0.0
254,12.700000000000001,-5.907806520566081e-16,0.2403883934020996,0.0
255,12.75,1.5486230318058672e-15,0.23823370039463043,0.0
256,12.8,-3.4876410079023997e-15,0.2363331913948059,0.0
257,12.850000000000001,-3.0872618745042112e-15,0.2347748577594757,0.0
258,12.9,-2.2902142472915185e-15,0.23353658616542816,0.0
259,12.950000000000001,3.255204791022216e-15,0.23258523643016815,0.0
260,13.0,2.9825463676087143e-15,0.23187880218029022,0.0
261,13.05,-5.128982489576209e-16,0.2313721925020218,0.0
262,13.100000000000001,-2.8355700576340953e-15,0.2310238480567932,0.0
263,13.15,7.993054994127175e-16,0.23079608380794525,0.0
264,13.200000000000001,-1.5784021691324867e-15,0.2306579053401947,0.0
265,13.25,7.891738206932536e-16,0.23058289289474487,0.0
266,13.3,6.986850262402807e-16,0.2305511087179184,0.0
267,13.350000000000001,-5.02650209087028e-16,0.2305472046136856,0.0
268,13.4,-1.7944721212849414e-15,0.23056040704250336,0.0
269,13.450000000000001,-1.799516837760551e-15,0.23058223724365234,0.0
270,13.5,-1.794511296558752e-15,0.23060782253742218,0.0
271,13.55,3.3377297287655447e-15,0.23063325881958008,0.0
272,13.600000000000001,-1.79455195414022e-15,0.2306569218635559,0.0
273,13.65,2.020774972594057e-15,0.23067738115787506,0.0
274,13.700000000000001,6.987312424754652e-16,0.23069454729557037,0.0
275,13.75,-5.63009935727047e-16,0.23070792853832245,0.0
276,13.8,6.987389716511089e-16,0.23071859776973724,0.0
277,13.850000000000001,-5.630148061664937e-16,0.23072664439678192,0.0
278,13.9,6.987433656345228e-16,0.23073215782642365,0.0
279,13.950000000000001,-0.17142857611179352,0.23073619604110718,0.0
280,14.0,-1.7156849546493886e-16,0.23898674547672272,0.0
281,14.05,2.8663503879043694e-15,0.2390976846218109,0.0
282,14.100000000000001,-1.886545661442668e-15,0.2381758838891983,0.0
283,14.15,-2.1778608325523927e-15,0.23693440854549408,0.0
284,14.200000000000001,2.877014532710301e-15,0.2357366532087326,0.0
285,14.25,1.4956861195804336e-15,0.23463036119937897,0.0
286,14.3,-1.6384854983339048e-15,0.23367080092430115,0.0
287,14.350000000000001,1.7863230290576446e-15,0.23287276923656464,0.0
288,14.4,-0.17142857611179352,0.23223361372947693,0.0
289,14.450000000000001,1.7763568394002505e-15,0.23973843455314636,0.0
290,14.5,2.3322457162001714e-15,0.23985089361667633,0.0
291,14.55,-1.4062917446348725e-15,0.23849864304065704,0.0
292,14.600000000000001,-3.516643627774624e-15,0.2371225208044052,0.0
293,14.65,-1.0933941740291081e-15,0.2357918620109558,0.0
294,14.700000000000001,3.5163431428365853e-15,0.23461176455020905,0.0
295,14.75,2.316716214145211e-15,0.2336081564426422,0.0
296,14.8,-9.371547117433161e-16,0.23278966546058655,0.0
297,14.850000000000001,7.180620166394661e-16,0.23214496672153473,0.0
298,14.9,-2.1675278776288375e-15,0.2316535860300064,0.0
299,14.950000000000001,3.532330042683063e-15,0.23129186034202576,0.0
300,15.0,-4.4243167225140436e-16,0.23103509843349457,0.0
301,15.05,3.5316276406115524e-15,0.23086048662662506,0.0
302,15.100000000000001,2.010786971838271e-15,0.23074808716773987,0.0
303,15.15,-1.8435833033249825e-15,0.23068103194236755,0.0
304,15.200000000000001,1.0681805442881893e-15,0.23064646124839783,0.0
305,15.25,-2.941877139437483e-15,0.23063337802886963,0.0
306,15.3,-3.6443601025945745e-15,0.23063427209854126,0.0
307,15.350000000000001,2.1765716484066716e-15,0.2306431233882904,0.0
308,15.4,-6.409111853091106e-16,0.23065604269504547,0.0
309,15.450000000000001,-3.435808944277541e-15,0.23067021369934082,0.0
310,15.5,-1.5960150546003374e-15,0.2306840866804123,0.0
311,15.55,1.6965613329805507e-16,0.23069673776626587,0.0
312,15.600000000000001,3.476083031578878e-15,0.2307075411081314,0.0
313,15.65,-7.288996443809072e-16,0.23071639239788055,0.0
314,15.700000000000001,-3.327814361084986e-15,0.23072318732738495,0.0
315,15.75,2.866601956689704e-15,0.23072820901870728,0.0
316,15.8,-3.3680438732774736e-16,0.23073235154151917,0.0
317,15.850000000000001,1.957992043510621e-15,0.23073507845401764,0.0
318,15.9,-1.5030557297380197e-15,0.2307371199131012,0.0
319,15.950000000000001,-3.6797237281424415e-15,0.2307383269071579,0.0
320,16.0,1.4766656771124831e-15,0.23073920607566833,0.0
321,16.05,1.2818716044082803e-16,0.23073947429656982,0.0
322,16.1,-3.263746483020565e-15,0.23073998093605042,0.0
323,16.150000000000002,2.4330432721981436e-15,0.2307400405406952,0.0
324,16.2,-2.1703857667928735e-15,0.23074054718017578,0.0
325,16.25,-1.4904908429984494e-15,0.23074080049991608,0.0
326,16.3,7.980283854864948e-16,0.2307407408952713,0.0
327,16.35,2.3086270494989325e-15,0.23074080049991608,0.0
328,16.400000000000002,3.765186387905085e-15,0.23074093461036682,0.0
329,16.45,-1.6237050910416725e-15,0.23074080049991608,0.0
330,16.5,-9.915660965716827e-16,0.23074093461036682,0.0
331,16.55,-0.17142857611179352,0.23074062168598175,0.0
332,16.6,-9.992007221626409e-16,0.23575539886951447,0.0
333,16.650000000000002,2.3626410699959183e-15,0.23562109470367432,0.0
334,16.7,-3.2797609114378285e-15,0.2350980043411255,0.0
335,16.75,2.2866895314397565e-15,0.2343699336051941,0.0
336,16.8,1.5387524509923945e-15,0.23366808891296387,0.0
337,16.85,1.7424115705225608e-15,0.23301903903484344,0.0
338,16.900000000000002,3.771625955886586e-15,0.23245695233345032,0.0
339,16.95,-3.6183450208668755e-16,0.23198923468589783,0.0
340,17.0,-2.4192516699927122e-15,0.23161442577838898,0.0
341,17.05,2.3111336317480947e-15,0.23132413625717163,0.0
342,17.1,3.251728779564921e-15,0.231106698513031,0.0
343,17.150000000000002,-1.120175238238921e-15,0.2309495508670807,0.0
344,17.2,1.516323653823811e-15,0.23084044456481934,0.0
345,17.25,-3.676003559438101e-15,0.23076798021793365,0.0
346,17.3,-7.182197765258922e-16,0.2307233363389969,0.0
347,17.35,-2.852738409623315e-16,0.23069816827774048,0.0
348,17.400000000000002,-9.18338192457417e-16,0.2306867092847824,0.0
349,17.45,1.943493592310706e-15,0.23068368434906006,0.0
350,17.5,1.574338740326271e-15,0.23068653047084808,0.0
351,17.55,3.264302718969115e-16,0.2306920737028122,0.0
352,17.6,-1.5177959029652574e-15,0.2306993007659912,0.0
353,17.650000000000002,-1.8382641481744623e-15,0.23070676624774933,0.0
354,17.7,4.166033083490158e-16,0.2307136058807373,0.0
355,17.75,-2.9052351294139725e-15,0.23071973025798798,0.0
356,17.8,-2.0183058715528106e-15,0.23072487115859985,0.0
357,17.85,-6.453313208652387e-16,0.23072907328605652,0.0
358,17.900000000000002,-3.3353686244250733e-15,0.23073230683803558,0.0
359,17.95,-3.359564544079866e-15,0.23073479533195496,0.0
360,18.0,-3.536138514572155e-15,0.23073650896549225,0.0
361,18.05,-2.7462817735651778e-15,0.23073746263980865,0.0
362,18.1,1.743721745203506e-16,0.2307385951280594,0.0
363,18.150000000000002,-3.8132533900793984e-15,0.23073919117450714,0.0
364,18.2,-1.0430916401487538e-15,0.2307395488023758,0.0
365,18.25,-3.2326419508897294e-15,0.2307397574186325,0.0
366,18.3,5.32856621595978e-16,0.23074012994766235,0.0
367,18.35,-4.552531040948743e-16,0.23074032366275787,0.0
368,18.400000000000002,4.3357443401042335e-16,0.2307405024766922,0.0
369,18.45,-3.719314471613581e-15,0.23074032366275787,0.0
370,18.5,-2.4600629879408453e-15,0.23073993623256683,0.0
371,18.55,2.3868581654743924e-15,0.23073995113372803,0.0
372,18.6,-3.1195357356187314e-15,0.23073993623256683,0.0
373,18.650000000000002,1.869710458099515e-15,0.230739563703537,0.0
374,18.7,-3.2200743112930806e-15,0.2307395488023758,0.0
375,18.75,2.5323243745227345e-16,0.23073919117450714,0.0
376,18.8,4.926408207493239e-16,0.23073936998844147,0.0
377,18.85,3.611547316767364e-15,0.23073919117450714,0.0
378,18.900000000000002,-3.5204341002135868e-15,0.23073936998844147,0.0
379,18.95,8.966816775784927e-16,0.23073919117450714,0.0
380,19.0,1.903956291324582e-16,0.23073936998844147,0.0
381,19.05,4.1001040093428234e-16,0.23073936998844147,0.0
382,19.1,5.498224268316856e-16,0.2307395488023758,0.0
383,19.150000000000002,-2.3051696727664772e-15,0.230739563703537,0.0
384,19.200000000000003,-2.9021195304757344e-15,0.23073936998844147,0.0
385,19.25,2.154046712998575e-15,0.23073919117450714,0.0
386,19.3,1.9243781762735444e-15,0.23073917627334595,0.0
387,19.35,-1.6595208204251365e-15,0.23073919117450714,0.0
388,19.400000000000002,-1.5278777126199517e-15,0.23073917627334595,0.0
389,19.450000000000003,-3.825506568694379e-15,0.23073919117450714,0.0
390,19.5,3.859752534268344e-15,0.23073917627334595,0.0
391,19.55,1.730212284378849e-15,0.23073919117450714,0.0
392,19.6,3.1996519234183058e-15,0.23073936998844147,0.0
393,19.650000000000002,1.7613164988723295e-15,0.23073919117450714,0.0
394,19.700000000000003,1.4245111056929573e-15,0.23073917627334595,0.0
395,19.75,-1.5030572120456774e-15,0.23073936998844147,0.0
396,19.8,-2.027744783200539e-15,0.23073936998844147,0.0
397,19.85,3.5034678185218463e-15,0.23073919117450714,0.0
398,19.900000000000002,2.7984384625670718e-15,0.23073917627334595,0.0
399,19.950000000000003,2.390941605433987e-16,0.23073919117450714,0.0
400,20.0,-1.2118084271431936e-15,0.23073917627334595,0.0
401,20.05,3.5992937146359094e-15,0.23073899745941162,0.0
402,20.1,1.3808393574819464e-15,0.23073898255825043,0.0
403,20.150000000000002,-2.960557180539756e-15,0.23073899745941162,0.0
404,20.200000000000003,2.299199572795992e-15,0.23073898255825043,0.0
405,20.25,-1.5143674577019068e-16,0.2307388037443161,0.0
406,20.3,-2.270294573470939e-15,0.23073898255825043,0.0
407,20.35,-3.4158100728763933e-15,0.23073899745941162,0.0
408,20.400000000000002,-3.489329568082751e-15,0.23073917627334595,0.0
409,20.450000000000003,1.0408922132220896e-15,0.23073919117450714,0.0
410,20.5,-2.5728545304719384e-15,0.23073936998844147,0.0
411,20.55,-3.3218692485864447e-15,0.23073919117450714,0.0
412,20.6,1.137660962885565e-15,0.23073936998844147,0.0
413,20.650000000000002,3.3633416757499097e-15,0.23073919117450714,0.0
414,20.700000000000003,-3.5326874905868043e-15,0.2307395488023758,0.0
415,20.75,1.2290887463001286e-15,0.230739563703537,0.0
416,20.8,1.7537767409714637e-15,0.23073993623256683,0.0
417,20.85,-2.003867136175677e-15,0.230739563703537,0.0
418,20.900000000000002,-1.225318523242561e-16,0.2307395488023758,0.0
419,20.950000000000003,8.052540529826068e-16,0.23073919117450714,0.0
420,21.0,-1.9001860682670143e-15,0.23073936998844147,0.0
421,21.05,-8.115377139622537e-16,0.23073919117450714,0.0
422,21.1,-3.675012530889813e-15,0.23073936998844147,0.0
423,21.150000000000002,-2.428015284623242e-15,0.23073919117450714,0.0
424,21.200000000000003,2.268723750870256e-15,0.23073898255825043,0.0
425,21.25,-3.4952981857455786e-15,0.23073861002922058,0.0
426,21.3,2.170384072726979e-15,0.23073898255825043,0.0
427,21.35,2.6092993935769755e-15,0.23073899745941162,0.0
428,21.400000000000002,0.17142857611179352,0.23073898255825043,0.0
429,21.450000000000003,2.609024107869118e-15,0.23575359582901,0.0
430,21.5,-2.204248238199969e-15,0.23561939597129822,0.0
431,21.55,2.7376445786020257e-15,0.23509648442268372,0.0
432,21.6,0.17142857611179352,0.23436889052391052,0.0
433,21.650000000000002,0.24552159011363983,0.2386094182729721,0.0
434,21.700000000000003,0.24606534838676453,0.2512069642543793,0.0
435,21.75,0.2462456375360489,0.2553514540195465,0.0
