step,t,ego_x,ego_y,ego_yaw,ego_speed,cte_m,heading_err_rad,ref_idx,ref_x,ref_y,ref_yaw,v_ref,speed_err_mps,steer,throttle,brake,steer_sat,throttle_sat,brake_sat,d_steer,d_throttle,d_brake
0,0.0,-64.64488220214844,24.470951080322266,0.002778570372259718,0.0,3.954302163489132e-15,0.0,4,-62.64488992259678,24.476508213916176,0.002778570372259718,5.0,5.0,7.767936718394795e-15,0.6000000238418579,0.0,0,0,0,,,
1,0.05,-64.64488220214844,24.470951080322266,0.002778570372259718,0.0019125037533327166,4.928349395250109e-15,0.0,5,-62.144891852708874,24.477897497314654,0.002778570372259718,5.0,4.998087496246668,9.662901040300223e-15,0.6000000238418579,0.0,0,0,0,1.8949643219054284e-15,0.0,0.0
2,0.1,-64.64488983154297,24.470949172973633,0.002778570372259718,0.00047273517114995245,4.928349395250109e-15,0.0,5,-62.144899482103405,24.47789558996602,0.002778570372259718,5.0,4.99952726482885,9.676806780195297e-15,0.6000000238418579,0.0,0,0,0,1.390573989507385e-17,0.0,0.0
3,0.15000000000000002,-64.64488983154297,24.470947265625,0.002778570372259718,0.001348650136225149,4.928349395250109e-15,0.0,5,-62.144899482103405,24.47789368261739,0.002778570372259718,5.0,4.998651349863775,9.668342379953385e-15,0.6000000238418579,0.0,0,0,0,-8.464400241912223e-18,0.0,0.0
4,0.2,-64.64488983154297,24.470947265625,0.002778570372259718,0.0015083038496500252,4.928349395250109e-15,0.0,5,-62.144899482103405,24.47789368261739,0.002778570372259718,5.0,4.99849169615035,9.666800779989382e-15,0.6000000238418579,0.0,0,0,0,-1.5415999640028266e-18,0.0,0.0
5,0.25,-64.64488983154297,24.470947265625,0.002778570372259718,0.0013608271846284436,4.928349395250109e-15,0.0,5,-62.144899482103405,24.47789368261739,0.002778570372259718,5.0,4.998639172815372,9.668224642373716e-15,0.6000000238418579,0.0,0,0,0,1.4238623843344789e-18,0.0,0.0
6,0.30000000000000004,-64.64488983154297,24.470943450927734,0.002778570372259718,0.0011148267243482628,4.928349395250109e-15,0.0,5,-62.144899482103405,24.477889867920123,0.002778570372259718,5.0,4.998885173275652,9.670600569790765e-15,0.6000000238418579,0.0,0,0,0,2.3759274170483125e-18,0.0,0.0
7,0.35000000000000003,-64.64488983154297,24.470943450927734,0.002778570372259718,0.0008639815759504024,4.928349395250109e-15,0.0,5,-62.144899482103405,24.477889867920123,0.002778570372259718,5.0,4.99913601842405,9.673023931052859e-15,0.6000000238418579,0.0,0,0,0,2.4233612620945533e-18,0.0,0.0
8,0.4,-64.64488983154297,24.470943450927734,0.002778570372259718,0.000644636455112969,4.928349395250109e-15,0.0,5,-62.144899482103405,24.477889867920123,0.002778570372259718,5.0,4.999355363544887,9.675144054519837e-15,0.6000000238418579,0.0,0,0,0,2.1201234669775137e-18,0.0,0.0
9,0.45,-64.64488983154297,24.470943450927734,0.002778570372259718,0.00020998975382933188,4.928349395250109e-15,0.0,5,-62.144899482103405,24.477889867920123,0.002778570372259718,5.0,4.999790010246171,9.679348726070007e-15,0.6000000238418579,0.0,0,0,0,4.204671550170347e-18,0.0,0.0
