step,t,x,y,yaw,speed_mps
0,0.0,-64.64488220214844,24.470951080322266,0.002778570372259718,0.0
1,0.05,-64.64488220214844,24.470951080322266,0.002778570372259718,0.0019125037533327166
2,0.1,-64.64488983154297,24.470949172973633,0.002778570372259718,0.00047273517114995245
3,0.15000000000000002,-64.64488983154297,24.470947265625,0.002778570372259718,0.001348650136225149
4,0.2,-64.64488983154297,24.470947265625,0.002778570372259718,0.0015083038496500252
5,0.25,-64.64488983154297,24.470947265625,0.002778570372259718,0.0013608271846284436
6,0.30000000000000004,-64.64488983154297,24.470943450927734,0.002778570372259718,0.0011148267243482628
7,0.35000000000000003,-64.64488983154297,24.470943450927734,0.002778570372259718,0.0008639815759504024
8,0.4,-64.64488983154297,24.470943450927734,0.002778570372259718,0.000644636455112969
9,0.45,-64.64488983154297,24.470943450927734,0.002778570372259718,0.00020998975382933188
10,0.5,-64.64488983154297,24.470943450927734,0.002778570372259718,0.00028688451800974973
11,0.55,-64.64488983154297,24.470943450927734,0.002778570372259718,0.00027627961957592934
12,0.6000000000000001,-64.64488983154297,24.470943450927734,0.002778570372259718,0.00023469934283111695
13,0.65,-64.63792419433594,24.470966339111328,0.0027736835756891525,0.41884669574378114
14,0.7000000000000001,-64.59217834472656,24.471094131469727,0.002773026888018015,1.1538821850376477
15,0.75,-64.51856994628906,24.471298217773438,0.0027726560220302753,1.6634815639765368
16,0.8,-64.42423248291016,24.47156524658203,0.002765927379088622,2.0104912050068484
17,0.8500000000000001,-64.31543731689453,24.471866607666016,0.0027638696710276154,2.280150821665946
18,0.9,-64.19441986083984,24.472198486328125,0.002772149657319105,2.5105884549746005
19,0.9500000000000001,-64.06220245361328,24.472564697265625,0.002770479720076976,2.732638352417686
20,1.0,-63.91961669921875,24.472957611083984,0.0027699967620550743,2.9311907701870124
21,1.05,-63.767005920410156,24.4733829498291,0.002769810808912554,3.1326440353550433
22,1.1,-63.60481643676758,24.473833084106445,0.0027696308374795136,3.318400952654463
23,1.1500000000000001,-63.433162689208984,24.474306106567383,0.0027694506059721476,3.5099228526979425
24,1.2000000000000002,-63.252254486083984,24.47480583190918,0.0027692734953566845,3.6908918296271187
25,1.25,-63.0623779296875,24.475332260131836,0.0027691018463020505,3.866093439200612
26,1.3,-62.86467742919922,24.47587776184082,0.0027689507431191075,4.009920234505671
27,1.35,-62.66007995605469,24.47701644897461,0.0027631323603156646,4.130673556414893
28,1.4000000000000001,-62.45043182373047,24.476781845092773,0.002535917905953369,4.22453686180317
29,1.4500000000000002,-62.2369270324707,24.476818084716797,0.0022827498544560855,4.2945516584470855
30,1.5,-62.021121978759766,24.47665786743164,0.0023545930461245017,4.340988496515588
31,1.55,-61.80322265625,24.47744369506836,0.0023810756344369525,4.379668732930709
32,1.6,-61.58362579345703,24.478261947631836,0.002383616040445536,4.403248203056494
33,1.6500000000000001,-61.362972259521484,24.47890853881836,0.0023837892499461214,4.420647222026833
34,1.7000000000000002,-61.14168930053711,24.47947883605957,0.002383809535743487,4.4290507898375875
35,1.75,-60.9200439453125,24.480018615722656,0.002383816037601617,4.4354575863386865
36,1.8,-60.6982421875,24.480548858642578,0.002383815517452967,4.436317680967478
37,1.85,-60.47639083862305,24.481075286865234,0.00238381317678404,4.437713437259109
38,1.9000000000000001,-60.254573822021484,24.48160743713379,0.0023838116163380886,4.435455202122215
39,1.9500000000000002,-60.03281784057617,24.48213768005371,0.002383810836115113,4.435104314128287
40,2.0,-59.8111572265625,24.482667922973633,0.0023838116163380886,4.432011117177154
41,2.0500000000000003,-59.59004211425781,24.483381271362305,0.0024364446780497065,4.433764495205153
42,2.1,-59.36854934692383,24.48314094543457,0.002704740992969726,4.430373601520883
43,2.15,-59.14742660522461,24.48368263244629,0.002923281708512175,4.424153139867609
44,2.2,-58.92573165893555,24.483646392822266,0.0029460389921904173,4.42030997208353
45,2.25,-58.704490661621094,24.484577178955078,0.002949094345362903,4.42105974543488
46,2.3000000000000003,-58.4834098815918,24.485387802124023,0.002950616300313991,4.420007994657577
47,2.35,-58.262351989746094,24.48609733581543,0.0029510381408694706,4.421732707565439
48,2.4000000000000004,-58.041297912597656,24.486766815185547,0.0029511364489643974,4.420901918734436
49,2.45,-57.820213317871094,24.4874267578125,0.002951154914241487,4.422618598179735
50,2.5,-57.59911346435547,24.488080978393555,0.0029511569948360884,4.4216825494312895
51,2.5500000000000003,-57.37799072265625,24.48873519897461,0.002951155174315812,4.423263820185944
52,2.6,-57.15686798095703,24.48938751220703,0.002951154394092836,4.4221976855581415
53,2.6500000000000004,-56.93571472167969,24.49003791809082,0.0029511523134982346,4.423659265464044
