step,t,ego_x,ego_y,ego_yaw,ego_speed,ctrl_steer,ctrl_throttle,ctrl_brake,plan_status,timing_plan_total_ms,debug_ms,debug_path_len,traj_dt,traj_len,traj0_x,traj0_y,traj0_yaw,traj0_v,trajN_x,trajN_y,trajN_yaw,trajN_v,min_obstacle_distance_m,num_obstacles,obstacles,event_collision,event_collision_count,event_lane_invasion,event_lane_invasion_count,debug_reason
22,1.1,-63.60481643676758,24.473833084106445,0.0027696308374795136,3.318400952654463,2.842410695716121e-15,0.6000000238418579,0.0,PlanStatus.OK,25.07173399499152,21.135330200195312,21,0.1,51,-63.60481643676758,24.473833084106445,0.0027696308374795136,5.0,-53.604854791017914,24.501529357072172,0.0027696308374795136,5.0,54.52331085624321,1,"[{""id"": 386, ""x"": -110.2008285522461, ""y"": -8.553595542907715, ""vx"": -0.0060746739618480206, ""vy"": 3.447089195251465, ""r"": 2.5906050205230713}]",False,0,False,0,
23,1.1500000000000001,-63.433162689208984,24.474306106567383,0.0027694506059721476,3.5099228526979425,-8.84817869421453e-16,0.5960308313369751,0.0,PlanStatus.OK,29.206392006017268,25.382041931152344,25,0.1,51,-63.433162689208984,24.474306106567383,0.0027694506059721476,5.0,-51.43320870831951,24.507539471356495,0.0027694506059721476,5.0,54.56408317669515,1,"[{""id"": 386, ""x"": -110.20083618164062, ""y"": -8.380573272705078, ""vx"": -0.006572097539901733, ""vy"": 3.474130392074585, ""r"": 2.5906050205230713}]",False,0,False,0,
24,1.2000000000000002,-63.252254486083984,24.47480583190918,0.0027692734953566845,3.6908918296271187,2.732935922448239e-15,0.5236432552337646,0.0,PlanStatus.OK,29.33962600218365,21.04973793029785,21,0.1,51,-63.252254486083984,24.47480583190918,0.0027692734953566845,5.0,-53.25229283043788,24.50249853146738,0.0027692734953566845,5.0,54.60657746080352,1,"[{""id"": 386, ""x"": -110.20145416259766, ""y"": -8.19460391998291, ""vx"": -0.007501234300434589, ""vy"": 3.858820676803589, ""r"": 2.5906050205230713}]",False,0,False,0,
25,1.25,-63.0623779296875,24.475332260131836,0.0027691018463020505,3.866093439200612,8.914850245679692e-16,0.4535626173019409,0.0,PlanStatus.OK,29.308001001481898,25.244474411010742,25,0.1,51,-63.0623779296875,24.475332260131836,0.0027691018463020505,5.0,-51.06242393720828,24.508561439820937,0.0027691018463020505,5.0,54.65280969131179,1,"[{""id"": 386, ""x"": -110.20246887207031, ""y"": -7.999586582183838, ""vx"": -0.009632958099246025, ""vy"": 3.8818297386169434, ""r"": 2.5906050205230713}]",False,0,False,0,
26,1.3,-62.86467742919922,24.47587776184082,0.0027689507431191075,4.009920234505671,1.517521464290347e-15,0.39603191614151,0.0,PlanStatus.OK,32.658106996677816,27.76932716369629,25,0.1,51,-62.86467742919922,24.47587776184082,0.0027689507431191075,5.0,-50.864723431699076,24.50910512829867,0.0027689507431191075,5.0,54.699125907120454,1,"[{""id"": 386, ""x"": -110.20362091064453, ""y"": -7.790787696838379, ""vx"": -0.011487500742077827, ""vy"": 4.31239652633667, ""r"": 2.5906050205230713}]",False,0,False,0,
27,1.35,-62.66007995605469,24.47701644897461,0.0027631323603156646,4.130673556414893,-2.486723773472148e-15,0.3477305769920349,0.0,PlanStatus.OK,34.19383100117557,26.203632354736328,21,0.1,51,-62.66007995605469,24.47701644897461,0.0027631323603156646,5.0,-52.660118130532595,24.5046477374174,0.0027631323603156646,5.0,54.7478573662679,1,"[{""id"": 386, ""x"": -110.20486450195312, ""y"": -7.572831153869629, ""vx"": -0.012243247590959072, ""vy"": 4.371732234954834, ""r"": 2.5906050205230713}]",False,0,False,0,
28,1.4000000000000001,-62.45043182373047,24.476781845092773,0.002535917905953369,4.22453686180317,-3.830049206390504e-15,0.3101852536201477,0.0,PlanStatus.OK,29.13689299748512,25.27642250061035,25,0.1,51,-62.45043182373047,24.476781845092773,0.002535917905953369,5.0,-50.450470408987485,24.5072128273479,0.002535917905953369,5.0,54.79221587296606,1,"[{""id"": 386, ""x"": -110.20610046386719, ""y"": -7.338061332702637, ""vx"": -0.012311340309679508, ""vy"": 4.845422744750977, ""r"": 2.5906050205230713}]",False,0,False,0,
29,1.4500000000000002,-62.2369270324707,24.476818084716797,0.0022827498544560855,4.2945516584470855,-9.47746541111376e-16,0.2821793258190155,0.0,PlanStatus.OK,25.240727001801133,21.099567413330078,21,0.1,51,-62.2369270324707,24.476818084716797,0.0022827498544560855,5.0,-52.23695308719388,24.49964556343589,0.0022827498544560855,5.0,54.83557455782717,1,"[{""id"": 386, ""x"": -110.20718383789062, ""y"": -7.092479705810547, ""vx"": -0.012326564639806747, ""vy"": 4.941738605499268, ""r"": 2.5906050205230713}]",False,0,False,0,
30,1.5,-62.021121978759766,24.47665786743164,0.0023545930461245017,4.340988496515588,-6.890777138547264e-16,0.26360461115837097,0.0,PlanStatus.OK,29.240308002044912,25.29001235961914,25,0.1,51,-62.021121978759766,24.47665786743164,0.0023545930461245017,5.0,-50.021155243394844,24.50491295787691,0.0023545930461245017,5.0,54.87625594834453,1,"[{""id"": 386, ""x"": -110.2089614868164, ""y"": -6.834238529205322, ""vx"": -0.037435535341501236, ""vy"": 5.307626247406006, ""r"": 2.5906050205230713}]",False,0,False,0,
31,1.55,-61.80322265625,24.47744369506836,0.0023810756344369525,4.379668732930709,-1.419872329757319e-15,0.24813251197338104,0.0,PlanStatus.OK,25.138395998510532,20.957469940185547,21,0.1,51,-61.80322265625,24.47744369506836,0.0023810756344369525,5.0,-51.80325100384243,24.501254428913484,0.0023810756344369525,5.0,54.91677500171555,1,"[{""id"": 386, ""x"": -110.21099090576172, ""y"": -6.567471027374268, ""vx"": -0.03856087848544121, ""vy"": 5.309439659118652, ""r"": 2.5906050205230713}]",False,0,False,0,
32,1.6,-61.58362579345703,24.478261947631836,0.002383616040445536,4.403248203056494,2.1219331528693226e-15,0.2387007176876068,0.0,PlanStatus.OK,25.259517999074887,20.92576026916504,21,0.1,51,-61.58362579345703,24.478261947631836,0.002383616040445536,5.0,-51.58365420157065,24.502098085464922,0.002383616040445536,5.0,54.9610579481895,1,"[{""id"": 386, ""x"": -110.21283721923828, ""y"": -6.301499366760254, ""vx"": -0.040419142693281174, ""vy"": 5.321649551391602, ""r"": 2.5906050205230713}]",False,0,False,0,
33,1.6500000000000001,-61.362972259521484,24.47890853881836,0.0023837892499461214,4.420647222026833,6.930962499147376e-16,0.23174111545085907,0.0,PlanStatus.OK,33.271718995820265,26.7181396484375,25,0.1,51,-61.362972259521484,24.47890853881836,0.0023837892499461214,5.0,-49.363006354212416,24.50751398272618,0.0023837892499461214,5.0,55.01566136345764,1,"[{""id"": 386, ""x"": -110.21450805664062, ""y"": -6.049920082092285, ""vx"": -0.03435270115733147, ""vy"": 4.620046138763428, ""r"": 2.5906050205230713}]",False,0,False,0,
34,1.7000000000000002,-61.14168930053711,24.47947883605957,0.002383809535743487,4.4290507898375875,1.1458401247824894e-15,0.22837968170642853,0.0,PlanStatus.OK,30.541626998456195,22.960424423217773,21,0.1,51,-61.14168930053711,24.47947883605957,0.002383809535743487,5.0,-51.14171771326315,24.503316908840148,0.002383809535743487,5.0,55.103606687993135,1,"[{""id"": 386, ""x"": -110.21575927734375, ""y"": -5.857919216156006, ""vx"": -0.02437482587993145, ""vy"": 3.354942560195923, ""r"": 2.5906050205230713}]",False,0,False,0,
35,1.75,-60.9200439453125,24.480018615722656,0.002383816037601617,4.4354575863386865,-2.0686075584002176e-15,0.22581696510314941,0.0,PlanStatus.OK,30.63511299842503,25.27761459350586,25,0.1,51,-60.9200439453125,24.480018615722656,0.002383816037601617,5.0,-48.920078040769795,24.50862438108146,0.002383816037601617,5.0,55.21265028355964,1,"[{""id"": 386, ""x"": -110.21678161621094, ""y"": -5.703552722930908, ""vx"": -0.023669729009270668, ""vy"": 3.2665226459503174, ""r"": 2.5906050205230713}]",False,0,False,0,
36,1.8,-60.6982421875,24.480548858642578,0.002383815517452967,4.436317680967478,-3.657022821639553e-15,0.22547292709350586,0.0,PlanStatus.OK,28.605184001207817,21.8961238861084,21,0.1,51,-60.6982421875,24.480548858642578,0.002383815517452967,5.0,-50.698270600368716,24.504386991240125,0.002383815517452967,5.0,55.32007060351825,1,"[{""id"": 386, ""x"": -110.2177734375, ""y"": -5.543814182281494, ""vx"": -0.02270028553903103, ""vy"": 3.172969102859497, ""r"": 2.5906050205230713}]",False,0,False,0,
37,1.85,-60.47639083862305,24.481075286865234,0.00238381317678404,4.437713437259109,-3.120894799982601e-15,0.22491462528705597,0.0,PlanStatus.OK,29.910135999671184,25.348424911499023,25,0.1,51,-60.47639083862305,24.481075286865234,0.00238381317678404,5.0,-48.47642493399849,24.509681017894337,0.00238381317678404,5.0,55.42595572191499,1,"[{""id"": 386, ""x"": -110.2186279296875, ""y"": -5.3791184425354, ""vx"": -0.025192370638251305, ""vy"": 3.351445436477661, ""r"": 2.5906050205230713}]",False,0,False,0,
38,1.9000000000000001,-60.254573822021484,24.48160743713379,0.0023838116163380886,4.435455202122215,-1.9153201647542845e-16,0.22581791877746582,0.0,PlanStatus.OK,26.05187000153819,21.143674850463867,21,0.1,51,-60.254573822021484,24.48160743713379,0.0023838116163380886,5.0,-50.25460223479712,24.505445530720266,0.0023838116163380886,5.0,55.526195407313644,1,"[{""id"": 386, ""x"": -110.21920776367188, ""y"": -5.201684951782227, ""vx"": -0.025926850736141205, ""vy"": 3.679360866546631, ""r"": 2.5906050205230713}]",False,0,False,0,
39,1.9500000000000002,-60.03281784057617,24.48213768005371,0.002383810836115113,4.435104314128287,-2.5806764562233582e-15,0.22595827281475067,0.0,PlanStatus.OK,33.78848599822959,26.804208755493164,25,0.1,51,-60.03281784057617,24.48213768005371,0.002383810836115113,5.0,-48.032851935884594,24.51074338299486,0.002383810836115113,5.0,55.6220764132306,1,"[{""id"": 386, ""x"": -110.22004699707031, ""y"": -5.012917995452881, ""vx"": -0.027355168014764786, ""vy"": 3.809410810470581, ""r"": 2.5906050205230713}]",False,0,False,0,
40,2.0,-59.8111572265625,24.482667922973633,0.0023838116163380886,4.432011117177154,-1.9165345982424104e-16,0.22719554603099823,0.0,PlanStatus.OK,28.361354001390282,22.519588470458984,21,0.1,51,-59.8111572265625,24.482667922973633,0.0023838116163380886,5.0,-49.811185639338134,24.50650601656011,0.0023838116163380886,5.0,55.71240687055979,1,"[{""id"": 386, ""x"": -110.22139739990234, ""y"": -4.809803485870361, ""vx"": -0.030302567407488823, ""vy"": 4.225852966308594, ""r"": 2.5906050205230713}]",False,0,False,0,
41,2.0500000000000003,-59.59004211425781,24.483381271362305,0.0024364446780497065,4.433764495205153,-2.916206058965488e-17,0.2264942079782486,0.0,PlanStatus.OK,27.11490900401259,22.729158401489258,21,0.1,51,-59.59004211425781,24.483381271362305,0.0024364446780497065,5.0,-49.59007179555644,24.507745694037183,0.0024364446780497065,5.0,55.79846431704436,1,"[{""id"": 386, ""x"": -110.22307586669922, ""y"": -4.595465183258057, ""vx"": -0.033271048218011856, ""vy"": 4.371891498565674, ""r"": 2.5906050205230713}]",False,0,False,0,
42,2.1,-59.36854934692383,24.48314094543457,0.002704740992969726,4.430373601520883,-1.9434688165969986e-15,0.2278505563735962,0.0,PlanStatus.OK,32.114508998347446,26.978254318237305,25,0.1,51,-59.36854934692383,24.48314094543457,0.002704740992969726,5.0,-47.36859324064005,24.515597797776508,0.002704740992969726,5.0,55.879558540186935,1,"[{""id"": 386, ""x"": -110.2248306274414, ""y"": -4.3681793212890625, ""vx"": -0.035792455077171326, ""vy"": 4.6747050285339355, ""r"": 2.5906050205230713}]",False,0,False,0,
43,2.15,-59.14742660522461,24.48368263244629,0.002923281708512175,4.424153139867609,-1.2244639464081201e-15,0.23033873736858368,0.0,PlanStatus.OK,26.23507699900074,21.277189254760742,21,0.1,51,-59.14742660522461,24.48368263244629,0.002923281708512175,5.0,-49.14746933307396,24.51291540789623,0.002923281708512175,5.0,55.95677028254722,1,"[{""id"": 386, ""x"": -110.22664642333984, ""y"": -4.129399299621582, ""vx"": -0.037730421870946884, ""vy"": 4.815108299255371, ""r"": 2.5906050205230713}]",False,0,False,0,
44,2.2,-58.92573165893555,24.483646392822266,0.0029460389921904173,4.42030997208353,-1.4849842818083492e-15,0.23187601566314697,0.0,PlanStatus.OK,29.27602500130888,25.34794807434082,25,0.1,51,-58.92573165893555,24.483646392822266,0.0029460389921904173,5.0,-46.92578373377228,24.518998809590386,0.0029460389921904173,5.0,56.03085761002661,1,"[{""id"": 386, ""x"": -110.22847747802734, ""y"": -3.880136013031006, ""vx"": -0.038365479558706284, ""vy"": 5.0792436599731445, ""r"": 2.5906050205230713}]",False,0,False,0,
45,2.25,-58.704490661621094,24.484577178955078,0.002949094345362903,4.42105974543488,2.924926527855267e-15,0.2315760999917984,0.0,PlanStatus.OK,29.334093000215944,22.031307220458984,21,0.1,51,-58.704490661621094,24.484577178955078,0.002949094345362903,5.0,-48.70453414737682,24.514068079660802,0.002949094345362903,5.0,56.106359904356474,1,"[{""id"": 386, ""x"": -110.230224609375, ""y"": -3.6300530433654785, ""vx"": -0.038991525769233704, ""vy"": 4.942495346069336, ""r"": 2.5906050205230713}]",False,0,False,0,
46,2.3000000000000003,-58.4834098815918,24.485387802124023,0.002950616300313991,4.420007994657577,-2.657653751678645e-15,0.2319968044757843,0.0,PlanStatus.OK,31.13917299924651,26.931285858154297,25,0.1,51,-58.4834098815918,24.485387802124023,0.002950616300313991,5.0,-46.48346211837327,24.520795146350906,0.002950616300313991,5.0,56.20364987292409,1,"[{""id"": 386, ""x"": -110.2318344116211, ""y"": -3.422764539718628, ""vx"": -0.029955420643091202, ""vy"": 3.6485819816589355, ""r"": 2.5906050205230713}]",False,0,False,0,
47,2.35,-58.262351989746094,24.48609733581543,0.0029510381408694706,4.421732707565439,3.4575592680553737e-15,0.23130691051483154,0.0,PlanStatus.OK,29.979637001815718,22.36032485961914,21,0.1,51,-58.262351989746094,24.48609733581543,0.0029510381408694706,5.0,-48.262395532845034,24.51560767439163,0.0029510381408694706,5.0,56.33040936480457,1,"[{""id"": 386, ""x"": -110.23284912109375, ""y"": -3.2763478755950928, ""vx"": -0.018427962437272072, ""vy"": 2.4225897789001465, ""r"": 2.5906050205230713}]",False,0,False,0,
48,2.4000000000000004,-58.041297912597656,24.486766815185547,0.0029511364489643974,4.420901918734436,-3.3499649079303962e-15,0.23163923621177673,0.0,PlanStatus.OK,33.241251003346406,26.9167423248291,25,0.1,51,-58.041297912597656,24.486766815185547,0.0029511364489643974,5.0,-46.04135016779776,24.522180401169066,0.0029511364489643974,5.0,56.47818289025289,1,"[{""id"": 386, ""x"": -110.23343658447266, ""y"": -3.1737170219421387, ""vx"": -0.015884235501289368, ""vy"": 2.1278157234191895, ""r"": 2.5906050205230713}]",False,0,False,0,
49,2.45,-57.820213317871094,24.4874267578125,0.002951154914241487,4.422618598179735,-2.3880346942381286e-16,0.23095256090164185,0.0,PlanStatus.OK,31.667748000472784,22.585630416870117,21,0.1,51,-57.820213317871094,24.4874267578125,0.002951154914241487,5.0,-47.820256864416166,24.51693826411737,0.002951154914241487,5.0,56.623346373967294,1,"[{""id"": 386, ""x"": -110.23428344726562, ""y"": -3.063567638397217, ""vx"": -0.018339257687330246, ""vy"": 2.233849048614502, ""r"": 2.5906050205230713}]",False,0,False,0,
