step,t,ego_x,ego_y,ego_yaw,ego_speed,ctrl_steer,ctrl_throttle,ctrl_brake,plan_status,best_cost,num_candidates,ego_s0,ego_l0,best_valid,best_min_clearance_m,best_max_curvature,best_max_yaw_rate,best_cost_total,best_cost_offset,best_cost_speed,best_cost_curvature,best_cost_collision,best_l_target,best_v_target,best_collision,debug_proj_seg_idx,debug_ego_s0,debug_ego_l0,debug_proj_heading_err,debug_best_cost,debug_num_candidates,traj_dt,traj_len,traj0_x,traj0_y,traj0_yaw,traj0_v,trajN_x,trajN_y,trajN_yaw,trajN_v,num_obstacles,obstacles
10,0.5,-64.64484405517578,24.470985412597656,0.002778493390259458,0.0002883243556313423,2.995476791056717e-07,0.6000000238418579,0.0,PlanStatus.OK,4.502770244610235e-07,66,0.18122038957600103,-0.03341885710161078,True,,9.00554048922047e-07,9.005306410847513e-06,4.502770244610235e-07,0.0,0.0,4.502770244610235e-07,0.0,-0.03341885710161078,10.0,False,0,0.18122038957600103,-0.03341885710161078,-4.3060255748962953e-07,4.502770244610235e-07,66,0.1,50,-64.64484405806357,24.47098541258963,0.002779010405096766,10.0,-15.645033213032763,24.607132330296643,0.002778056734500953,10.0,0,[]
11,0.55,-64.64484405517578,24.470985412597656,0.002778493390259458,0.00027852057591066495,2.995479349010566e-07,0.6000000238418579,0.0,PlanStatus.OK,4.502770244610235e-07,66,0.18122038957600103,-0.03341885710161078,True,,9.00554048922047e-07,9.005306410847513e-06,4.502770244610235e-07,0.0,0.0,4.502770244610235e-07,0.0,-0.03341885710161078,10.0,False,0,0.18122038957600103,-0.03341885710161078,-4.3060255748962953e-07,4.502770244610235e-07,66,0.1,50,-64.64484405806357,24.47098541258963,0.002779010405096766,10.0,-15.645033213032763,24.607132330296643,0.002778056734500953,10.0,0,[]
12,0.6000000000000001,-64.64484405517578,24.470985412597656,0.002778493390259458,0.00023607254101776895,2.9954904334772436e-07,0.6000000238418579,0.0,PlanStatus.OK,4.502770244610235e-07,66,0.18122038957600103,-0.03341885710161078,True,,9.00554048922047e-07,9.005306410847513e-06,4.502770244610235e-07,0.0,0.0,4.502770244610235e-07,0.0,-0.03341885710161078,10.0,False,0,0.18122038957600103,-0.03341885710161078,-4.3060255748962953e-07,4.502770244610235e-07,66,0.1,50,-64.64484405806357,24.47098541258963,0.002779010405096766,10.0,-15.645033213032763,24.607132330296643,0.002778056734500953,10.0,0,[]
13,0.65,-64.63787841796875,24.47100830078125,0.002773598271310486,0.4188471707708601,1.0724622370616999e-05,0.6000000238418579,0.0,PlanStatus.OK,4.461203194586376e-07,66,0.18818606349201233,-0.03341532655975599,True,,8.922406389172752e-07,8.922173129707368e-06,4.461203194586376e-07,0.0,0.0,4.461203194586376e-07,0.0,-0.03341532655975599,10.0,False,0,0.18818606349201233,-0.03341532655975599,-5.3224000274338e-06,4.461203194586376e-07,66,0.1,50,-64.63787842096721,24.47100830077292,0.0027790104050956586,10.0,-15.638067575694718,24.607155211837622,0.0027780567345056214,10.0,0,[]
14,0.7000000000000001,-64.59213256835938,24.471134185791016,0.0027731189543291367,1.1538692102045234,1.106026775232749e-05,0.6000000238418579,0.0,PlanStatus.OK,4.1890159148119807e-07,66,0.2339320862915185,-0.03341657006450955,True,,8.378031829623961e-07,8.378031813036438e-06,4.1890159148119807e-07,0.0,0.0,4.1890159148119807e-07,0.0,-0.03341657006450955,10.0,False,0,0.2339320862915185,-0.03341657006450955,-5.779903691485386e-06,4.1890159148119807e-07,66,0.1,50,-64.59213257208688,24.471134185780656,0.0027790104051008306,10.0,-15.59232172523575,24.607281053222945,0.002778056734507536,10.0,0,[]
15,0.75,-64.5185317993164,24.47134017944336,0.0027730625182005677,1.6634789708333135,1.0738620403571986e-05,0.6000000238418579,0.0,PlanStatus.OK,3.8370847865841604e-07,66,0.3075331435867899,-0.033415114247324074,True,,7.674169573168321e-07,7.674169548955653e-06,3.8370847865841604e-07,0.0,0.0,3.8370847865841604e-07,0.0,-0.033415114247324074,10.0,False,0,0.3075331435867899,-0.033415114247324074,-5.801244239761819e-06,3.8370847865841604e-07,66,0.1,50,-64.51853180421647,24.471340179429742,0.002779010405095343,10.0,-15.518720954824428,24.60748697668765,0.00277805673450235,10.0,0,[]
16,0.8,-64.42418670654297,24.47160530090332,0.0027690976851128474,2.010553721920891,1.791262548067607e-05,0.6000000238418579,0.0,PlanStatus.OK,3.385962147742492e-07,66,0.401878608826006,-0.03341217946812795,True,,6.771924295484984e-07,6.771924263905028e-06,3.385962147742492e-07,0.0,0.0,3.385962147742492e-07,0.0,-0.03341217946812795,10.0,False,0,0.401878608826006,-0.03341217946812795,-9.721090081751382e-06,3.385962147742492e-07,66,0.1,50,-64.42418671294571,24.47160530088553,0.002779010405098578,10.0,-15.424375860296749,24.607752008177645,0.002778056734502686,10.0,0,[]
17,0.8500000000000001,-64.31539916992188,24.471908569335938,0.0027684058874078072,2.2799716108492185,1.883516597445123e-05,0.6000000238418579,0.0,PlanStatus.OK,2.890535031298858e-07,66,0.5106665681548453,-0.03341123351364783,True,,5.781070062597716e-07,5.781005051608279e-06,2.890535031298858e-07,0.0,0.0,2.890535031298858e-07,0.0,-0.03341123351364783,10.0,False,0,0.5106665681548453,-0.03341123351364783,-1.0361013850440724e-05,2.890535031298858e-07,66,0.1,50,-64.31539917805762,24.47190856931333,0.002779010405097275,10.0,-15.315588321653905,24.6080551728676,0.0027780567345039495,10.0,0,[]
18,0.9,-64.19438171386719,24.47224235534668,0.0027745569052731846,2.5103341791896754,7.378409463854041e-06,0.6000000238418579,0.0,PlanStatus.OK,3.5644934598646293e-07,66,0.6316844845006516,-0.03341375712849655,True,,7.128986919729259e-07,7.1288877771065115e-06,3.5644934598646293e-07,0.0,0.0,3.5644934598646293e-07,0.0,-0.03341375712849655,10.0,False,0,0.6316844845006516,-0.03341375712849655,-4.152290373811689e-06,3.5644934598646293e-07,66,0.1,50,-64.19438172393168,24.472242355318713,0.002779010405100671,10.0,-15.19457086335111,24.608388843472916,0.0027780567345041464,10.0,0,[]
19,0.9500000000000001,-64.06217193603516,24.472612380981445,0.002773921023548063,2.732483928154406,8.39678705233382e-06,0.6000000238418579,0.0,PlanStatus.OK,4.2959576886758216e-07,66,0.7638947801154076,-0.033411144797901006,True,,8.591915377351643e-07,8.591770927018037e-06,4.2959576886758216e-07,0.0,0.0,4.2959576886758216e-07,0.0,-0.033411144797901006,10.0,False,0,0.7638947801154076,-0.033411144797901006,-4.725129566451013e-06,4.2959576886758216e-07,66,0.1,50,-64.06217194820519,24.47261238094763,0.002779010405097176,10.0,-15.06236108306184,24.608758743028954,0.002778056734511168,10.0,0,[]
20,1.0,-63.91958236694336,24.473007202148438,0.0027740073682240305,2.9310885635934856,7.987187927938066e-06,0.6000000238418579,0.0,PlanStatus.OK,5.079180258941177e-07,66,0.9064848958158694,-0.03341258254160794,True,,1.0158360517882354e-06,1.0158157880231153e-05,5.079180258941177e-07,0.0,0.0,5.079180258941177e-07,0.0,-0.03341258254160794,10.0,False,0,0.9064848958158694,-0.03341258254160794,-4.5707928936506576e-06,5.079180258941177e-07,66,0.1,50,-63.91958238138569,24.47300720210831,0.002779010405099111,10.0,-14.919771511320668,24.609153428218786,0.0027780567345092586,10.0,0,[]
21,1.05,-63.766990661621094,24.473432540893555,0.0027742960507250057,3.1325733070200763,7.333866960834712e-06,0.6000000238418579,0.0,PlanStatus.OK,5.234323082136749e-07,66,1.05907719393264,-0.033411298829912464,True,,1.0468646164273498e-06,1.0468402227448853e-05,5.234323082136749e-07,0.0,0.0,5.234323082136749e-07,0.0,-0.033411298829912464,10.0,False,0,1.05907719393264,-0.033411298829912464,-4.209349002453483e-06,5.234323082136749e-07,66,0.1,50,-63.76699067849391,24.473432540846673,0.002778954065006092,10.0,-14.767179803162895,24.609578621448435,0.002778056734510961,10.0,0,[]
22,1.1,-63.60480499267578,24.47388458251953,0.002774587333969233,3.3183507335277693,6.698448032693705e-06,0.6000000238418579,0.0,PlanStatus.OK,4.2639434777590737e-07,66,1.2212634928333639,-0.03340997403088531,True,,8.527886955518147e-07,8.527657844779012e-06,4.2639434777590737e-07,0.0,0.0,4.2639434777590737e-07,0.0,-0.03340997403088531,10.0,False,0,1.2212634928333639,-0.03340997403088531,-3.8407296100153795e-06,4.2639434777590737e-07,66,0.1,50,-63.60480501213172,24.473884582465473,0.002778799392699131,10.0,-14.604994135046377,24.61003061450883,0.0027781628437175154,10.0,0,[]
23,1.1500000000000001,-63.43314743041992,24.4743595123291,0.002774863792976924,3.509882176705168,6.0990164456597995e-06,0.6000000238418579,0.0,PlanStatus.OK,3.42879044937991e-07,66,1.3929217120758401,-0.03341208359283408,True,,6.85758089875982e-07,6.857580867763481e-06,3.42879044937991e-07,0.0,0.0,3.42879044937991e-07,0.0,-0.03341208359283408,10.0,False,0,1.3929217120758401,-0.03341208359283408,-3.4824179083862462e-06,3.42879044937991e-07,66,0.1,50,-63.43314745261195,24.474359512267444,0.0027786356872985837,10.0,-14.43333657552929,24.610505544310787,0.0027783265491050767,10.0,0,[]
24,1.2000000000000002,-63.25223159790039,24.474863052368164,0.0027751204863358993,3.691314884378638,5.54900407223613e-06,0.6000000238418579,0.0,PlanStatus.OK,3.242873055038408e-07,66,1.573838245339692,-0.03341131183204406,True,,6.485746110076816e-07,6.485664167375262e-06,3.242873055038408e-07,0.0,0.0,3.242873055038408e-07,0.0,-0.03341131183204406,10.0,False,0,1.573838245339692,-0.03341131183204406,-3.139457164772711e-06,3.242873055038408e-07,66,0.1,50,-63.2522316229742,24.474863052298502,0.0027784631525192313,10.0,-14.252420745895952,24.61100908434183,0.0027784990838800013,10.0,0,[]
25,1.25,-63.06211471557617,24.47538948059082,0.0027753584543434603,3.875664177878542,5.03956880493206e-06,0.6000000238418579,0.0,PlanStatus.OK,4.296289172885208e-07,66,1.7639558564852842,-0.03341322175627427,True,,8.592578345770416e-07,8.592433863776477e-06,4.296289172885208e-07,0.0,0.0,4.296289172885208e-07,0.0,-0.03341322175627427,10.0,False,0,1.7639558564852842,-0.03341322175627427,-2.8108343740848064e-06,4.296289172885208e-07,66,0.1,50,-63.062114743680475,24.475389480512742,0.0027782818429437,10.0,-14.062303866605424,24.61153551255606,0.002778680393455062,10.0,0,[]
26,1.3,-62.8631706237793,24.475942611694336,0.0027755800376685334,4.047968756653036,4.570244982460281e-06,0.6000000238418579,0.0,PlanStatus.OK,5.387440923926892e-07,66,1.9629007172252202,-0.033412959778153166,True,,1.0774881847853785e-06,1.0774653545447647e-05,5.387440923926892e-07,0.0,0.0,5.387440923926892e-07,0.0,-0.033412959778153166,10.0,False,0,1.9629007172252202,-0.033412959778153166,-2.494387121909202e-06,5.387440923926892e-07,66,0.1,50,-62.863170655053054,24.475942611607454,0.0027780921150843485,10.0,-13.863359777982536,24.61208864365076,0.0027788701213199746,10.0,0,[]
27,1.35,-62.65528106689453,24.477081298828125,0.0027698056074260497,4.217559250890148,1.3876438970328309e-05,0.6000000238418579,0.0,PlanStatus.OK,4.568275985217434e-07,66,2.170792667104726,-0.032851840659590556,True,,9.136551970434868e-07,9.136320575486162e-06,4.568275985217434e-07,0.0,0.0,4.568275985217434e-07,0.0,-0.032851840659590556,10.0,False,1,2.170792667104726,-0.032851840659590556,-8.332566996936599e-06,4.568275985217434e-07,66,0.1,50,-62.65528106421909,24.477081298835557,0.0027780567345059796,10.0,-13.655470193253228,24.613227493742382,0.0027790104050915286,10.0,0,[]
28,1.4000000000000001,-62.43924331665039,24.47688102722168,0.002549497426769521,4.382461449815198,0.0003657120105344802,0.6000000238418579,0.0,PlanStatus.OK,3.457923278434036e-07,66,2.386829027337847,-0.03365227584822553,True,,6.915846556868072e-07,6.915846526064223e-06,3.457923278434036e-07,0.0,0.0,3.457923278434036e-07,0.0,-0.03365227584822553,10.0,False,1,2.386829027337847,-0.03365227584822553,-0.00022874376141067757,3.457923278434036e-07,66,0.1,50,-62.439243310443125,24.476881027238925,0.002778056734507943,10.0,-13.439432446695085,24.613027428154023,0.0027790104051020783,10.0,0,[]
29,1.4500000000000002,-62.21521759033203,24.47701072692871,0.0023156339122090844,4.54043603719684,0.0007320338627323508,0.6000000238418579,0.0,PlanStatus.OK,3.447606612689901e-07,66,2.6108542494990585,-0.03414493201886333,True,,6.895213225379802e-07,6.89511846233698e-06,3.447606612689901e-07,0.0,0.0,3.447606612689901e-07,0.0,-0.03414493201886333,10.0,False,1,2.6108542494990585,-0.03414493201886333,-0.00046271409909950023,3.447606612689901e-07,66,0.1,50,-62.215217580386444,24.477010726956344,0.0027780567345090205,10.0,-13.215406724453404,24.613157341496816,0.0027790104050985703,10.0,0,[]
30,1.5,-61.98392868041992,24.476879119873047,0.002408474724671419,4.697563683765192,0.0005795505712740123,0.6000000238418579,0.0,PlanStatus.OK,4.7218534210567963e-07,66,2.8421419013027895,-0.034919071454007126,True,,9.443706842113593e-07,9.44352392758755e-06,4.7218534210567963e-07,0.0,0.0,4.7218534210567963e-07,0.0,-0.034919071454007126,10.0,False,1,2.8421419013027895,-0.034919071454007126,-0.00036998357274818606,4.7218534210567963e-07,66,0.1,50,-61.983928666397766,24.476879119912006,0.0027780567345102765,10.0,-12.984117818827098,24.61302595500233,0.002779010405099093,10.0,0,[]
31,1.55,-61.74460220336914,24.47783088684082,0.0024762646579815457,4.853788230021242,0.0004688943736255169,0.6000000238418579,0.0,PlanStatus.OK,5.093778006329098e-07,66,3.081470098900482,-0.034632169835032686,True,,1.0187556012658196e-06,1.0187304753028412e-05,5.093778006329098e-07,0.0,0.0,5.093778006329098e-07,0.0,-0.034632169835032686,10.0,False,1,3.081470098900482,-0.034632169835032686,-0.00030230775956494385,5.093778006329098e-07,66,0.1,50,-61.74460218550999,24.477830886890445,0.0027781344299714936,10.0,-12.744791346404506,24.61397795019839,0.002779010405102076,10.0,0,[]
32,1.6,-61.497371673583984,24.47874641418457,0.002524534712813557,5.007559301856778,0.0003903927863575518,0.6000000238418579,0.0,PlanStatus.OK,3.7358626574863266e-07,66,3.3287022180568115,-0.03440346557892378,True,,7.471725314972653e-07,7.471725288091084e-06,3.7358626574863266e-07,0.0,0.0,3.7358626574863266e-07,0.0,-0.03440346557892378,10.0,False,1,3.3287022180568115,-0.03440346557892378,-0.00025415559372842607,3.7358626574863266e-07,66,0.1,50,-61.49737165178699,24.478746414245137,0.0027783702079685986,10.0,-12.497560813572887,24.614893504468732,0.0027788015451165916,10.0,0,[]
33,1.6500000000000001,-61.24245834350586,24.479543685913086,0.002565360140086631,5.159046310334534,0.0003247269196435809,0.6000000238418579,0.0,PlanStatus.OK,3.295976134340374e-07,66,3.583616779339356,-0.03431435970936593,True,,6.591952268680747e-07,6.5918652777507275e-06,3.295976134340374e-07,0.0,0.0,3.295976134340374e-07,0.0,-0.03431435970936593,10.0,False,1,3.583616779339356,-0.03431435970936593,-0.00021345171871024835,3.295976134340374e-07,66,0.1,50,-61.242458317594355,24.47954368598509,0.002778613312486336,10.0,-12.242647479326253,24.615690775871148,0.002778558102907529,10.0,0,[]
34,1.7000000000000002,-60.9834098815918,24.480289459228516,0.002597819236392248,5.169718788484019,0.0002751891443040222,0.6000000238418579,0.0,PlanStatus.OK,4.7266672423097226e-07,66,3.842666313435874,-0.03428823967024096,True,,9.453334484619445e-07,9.453154579583921e-06,4.7266672423097226e-07,0.0,0.0,4.7266672423097226e-07,0.0,-0.03428823967024096,10.0,False,1,3.842666313435874,-0.03428823967024096,-0.00018111614636042578,4.7266672423097226e-07,66,0.1,50,-60.98340985146461,24.48028945931224,0.0027788603604069415,10.0,-11.983599013175823,24.61643654885519,0.0027783107118257884,10.0,0,[]
35,1.75,-60.726112365722656,24.481014251708984,0.00262763337681055,5.135080254397175,0.00023031675664242357,0.6000000238418579,0.0,PlanStatus.OK,4.984502186194453e-07,66,4.09996481726795,-0.03427833149728332,True,,9.969004372388905e-07,9.968756856625072e-06,4.984502186194453e-07,0.0,0.0,4.984502186194453e-07,0.0,-0.03427833149728332,10.0,False,2,4.09996481726795,-0.03427833149728332,-0.0001513293616160912,4.984502186194453e-07,66,0.1,50,-60.726112367356585,24.481014251704444,0.002779010405098794,10.0,-11.726301525523017,24.617161245582707,0.0027780649929778386,10.0,0,[]
36,1.8,-60.46821975708008,24.48172950744629,0.0026531019353290344,5.178598726791263,0.00019091716967523098,0.6000000238418579,0.0,PlanStatus.OK,3.596449253769189e-07,66,4.3578584177724835,-0.03427976384223419,True,,7.192898507538378e-07,7.192898478316535e-06,3.596449253769189e-07,0.0,0.0,3.596449253769189e-07,0.0,-0.03427976384223419,10.0,False,2,4.3578584177724835,-0.03427976384223419,-0.0001257378303320504,3.596449253769189e-07,66,0.1,50,-60.46821976292953,24.481729507430035,0.0027790104050971565,10.0,-11.468408911975494,24.617876255045516,0.0027780554098248266,10.0,0,[]
37,1.85,-60.2086181640625,24.48244857788086,0.002674547144036628,5.2052834150460505,0.00015798574895597994,0.6000000238418579,0.0,PlanStatus.OK,3.4840658609677313e-07,66,4.617461006653935,-0.03428213078389322,True,,6.968131721935463e-07,6.9680345335170965e-06,3.4840658609677313e-07,0.0,0.0,3.4840658609677313e-07,0.0,-0.03428213078389322,10.0,False,2,4.617461006653935,-0.03428213078389322,-0.00010416883395296004,3.4840658609677313e-07,66,0.1,50,-60.20861817415605,24.48244857785281,0.0027790104051002964,10.0,-11.208807314020337,24.61859507757361,0.0027780554098287935,10.0,0,[]
38,1.9000000000000001,-59.94557571411133,24.483173370361328,0.0026926475368477844,5.300719463247385,0.00012969443923793733,0.6000000238418579,0.0,PlanStatus.OK,4.933970653675182e-07,66,4.880504455083898,-0.03428833786666296,True,,9.867941307350365e-07,9.867745087589058e-06,4.933970653675182e-07,0.0,0.0,4.933970653675182e-07,0.0,-0.03428833786666296,10.0,False,2,4.880504455083898,-0.03428833786666296,-8.59430127471022e-05,4.933970653675182e-07,66,0.1,50,-59.94557572850742,24.483173370321328,0.0027790104051013853,10.0,-10.945764859065958,24.619319618861766,0.002778055409834768,10.0,0,[]
39,1.9500000000000002,-59.678627014160156,24.48455238342285,0.002614577645685357,5.3911579894690025,0.000246165000135079,0.6000000238418579,0.0,PlanStatus.OK,4.703273895848277e-07,66,5.1474559565135465,-0.03365118239003723,True,,9.406547791696554e-07,9.406308622630921e-06,4.703273895848277e-07,0.0,0.0,4.703273895848277e-07,0.0,-0.03365118239003723,10.0,False,2,5.1474559565135465,-0.03365118239003723,-0.0001638856120173074,4.703273895848277e-07,66,0.1,50,-59.67862703257224,24.484552383371692,0.002778869780950891,10.0,-10.67881615534814,24.620698412765154,0.002778091179498309,10.0,0,[]
40,2.0,-59.40297317504883,24.485097885131836,0.002588451099124109,5.547969202472588,0.0002826958952937275,0.6000000238418579,0.0,PlanStatus.OK,3.2844408426148525e-07,66,5.4231102471551775,-0.03387172668855506,True,,6.568881685229705e-07,6.568881651914868e-06,3.2844408426148525e-07,0.0,0.0,3.2844408426148525e-07,0.0,-0.03387172668855506,10.0,False,2,5.4231102471551775,-0.03387172668855506,-0.00018988071688945786,3.2844408426148525e-07,66,0.1,50,-59.40297319803372,24.485097885067976,0.0027786068975554743,10.0,-10.403162320683606,24.621243914461786,0.002778354428031698,10.0,0,[]
41,2.0500000000000003,-59.12255859375,24.48556137084961,0.0029214869355939487,5.628166866919792,-0.00021184503566473722,0.6000000238418579,0.0,PlanStatus.OK,3.9609205780603803e-07,66,5.7035250336779555,-0.03418751679662878,True,,7.921841156120761e-07,7.921715634278542e-06,3.9609205780603803e-07,0.0,0.0,3.9609205780603803e-07,0.0,-0.03418751679662878,10.0,False,2,5.7035250336779555,-0.03418751679662878,0.00014328883124183544,3.9609205780603803e-07,66,0.1,50,-59.12255862152044,24.48556137077246,0.0027783394742190077,10.0,-10.122747743993559,24.621707400166756,0.0027786222228253364,10.0,0,[]
42,2.1,-58.83507537841797,24.484891891479492,0.0037036628093110504,5.844210470044613,-0.00135285803116858,0.6000000238418579,0.0,PlanStatus.OK,5.531126200640638e-07,66,5.991005278421067,-0.0356559113999495,True,,1.1062252401281277e-06,1.1061994981778102e-05,5.531126200640638e-07,0.0,0.0,5.531126200640638e-07,0.0,-0.0356559113999495,10.0,False,2,5.991005278421067,-0.0356559113999495,0.0009256017856800942,5.531126200640638e-07,66,0.1,50,-58.8350754122689,24.484891891385452,0.002778065312770913,10.0,-9.835264533953765,24.62103792078194,0.002778896765100816,10.0,0,[]
43,2.15,-58.53615188598633,24.486047744750977,0.0036714825126820507,6.003523749334324,-0.0012938118306919932,0.6000000238418579,0.0,PlanStatus.OK,3.921251930532459e-07,66,6.289930862393426,-0.03533049652003374,True,,7.842503861064918e-07,7.842503837222035e-06,3.921251930532459e-07,0.0,0.0,3.921251930532459e-07,0.0,-0.03533049652003374,10.0,False,3,6.289930862393426,-0.03533049652003374,0.0008932875290516081,3.921251930532459e-07,66,0.1,50,-58.53615188110194,24.486047744764548,0.002778056734505286,10.0,-9.53634101348588,24.622194050630647,0.0027790104050952175,10.0,0,[]
