step,t,ego_x,ego_y,ego_yaw,ego_speed,ctrl_steer,ctrl_throttle,ctrl_brake,plan_status,num_candidates,ego_s0,ego_l0,best_valid,best_min_clearance_m,best_max_curvature,best_max_yaw_rate,best_cost_total,best_v_target,best_collision,timing_plan_total_ms,debug_num_candidates,debug_ego_s0,debug_ego_l0,traj_dt,traj_len,traj0_x,traj0_y,traj0_yaw,traj0_v,trajN_x,trajN_y,trajN_yaw,trajN_v,num_obstacles,obstacles
10,0.5,-64.64485168457031,24.470975875854492,0.0027785058738270677,0.0002749253022525578,0.0028332907240837812,0.5,0.0,PlanStatus.OK,60,0.1812127337082559,-0.03342837260580851,True,52.637115483778416,0.0016791543147046807,0.004596865782896661,0.001932288885944577,4.5,False,21.32009994238615,60,0.1812127337082559,-0.03342837260580851,0.1,60,-64.64485168457031,24.470975875854492,0.0028177246388959415,0.0002749253022525578,-51.36919858964895,24.534095147677,0.00531706743322612,4.425004582088375,1,"[{""id"": 50, ""x"": -110.19845581054688, ""y"": -9.16780948638916, ""vx"": -0.005739909131079912, ""vy"": 1.9129878282546997, ""r"": 2.5906050205230713}]"
11,0.55,-64.64485168457031,24.470975875854492,0.0027785058738270677,0.00020721440958567904,0.002831732388585806,0.5,0.0,PlanStatus.OK,60,0.1812127337082559,-0.03342837260580851,True,52.575677510974906,0.0016781340299576253,0.0045940281390347,0.0019327898456148094,4.5,False,19.031299976632,60,0.1812127337082559,-0.03342837260580851,0.1,60,-64.64485168457031,24.470975875854492,0.0028177246392498134,0.00020721440958567904,-51.36939833409333,24.534094111226487,0.005317221010664741,4.425003453573492,1,"[{""id"": 50, ""x"": -110.19904327392578, ""y"": -9.063483238220215, ""vx"": -0.013610160909593105, ""vy"": 2.1948742866516113, ""r"": 2.5906050205230713}]"
12,0.6000000000000001,-64.64485168457031,24.470975875854492,0.0027785058738270677,0.00015165334232691296,0.002830453682690859,0.5,0.0,PlanStatus.OK,60,0.1812127337082559,-0.03342837260580851,True,52.503862110635886,0.001677296792603131,0.0045916996332890595,0.0019335908568365546,4.5,False,19.520699977874756,60,0.1812127337082559,-0.03342837260580851,0.1,60,-64.64485168457031,24.470975875854492,0.002817724639114426,0.00015165334232691296,-51.36956223703526,24.53409326075333,0.005317347030724213,4.4250025275557086,1,"[{""id"": 50, ""x"": -110.19951629638672, ""y"": -8.941556930541992, ""vx"": -0.008305391296744347, ""vy"": 2.640650987625122, ""r"": 2.5906050205230713}]"
13,0.65,-64.64485168457031,24.470975875854492,0.0027785058738270677,0.00010740283467131613,0.002829435281455517,0.5,0.0,PlanStatus.OK,60,0.1812127337082559,-0.03342837260580851,True,52.42197735393769,0.0016766299726029578,0.004589845115359949,0.001934680325744548,4.5,False,19.305100198835135,60,0.1812127337082559,-0.03342837260580851,0.1,60,-64.64485168457031,24.470975875854492,0.0028177246391060014,0.00010740283467131613,-51.36969277427553,24.53409258341089,0.005317447396932868,4.425001790047246,1,"[{""id"": 50, ""x"": -110.20064544677734, ""y"": -8.801371574401855, ""vx"": -0.013342517428100109, ""vy"": 2.8916540145874023, ""r"": 2.5906050205230713}]"
14,0.7000000000000001,-64.64485168457031,24.470975875854492,0.0027785058738270677,2.5329702651292745e-05,0.002827546326443553,0.5,0.0,PlanStatus.OK,60,0.1812127337082559,-0.03342837260580851,True,52.33304198536519,0.001675393151537501,0.004586405409365167,0.00193556293948826,4.5,False,19.9391997884959,60,0.1812127337082559,-0.03342837260580851,0.1,60,-64.64485168457031,24.470975875854492,0.002817724639004547,2.5329702651292745e-05,-51.36993488675562,24.534091327117608,0.005317633550124282,4.425000422161715,1,"[{""id"": 50, ""x"": -110.20169830322266, ""y"": -8.648911476135254, ""vx"": -0.007446546573191881, ""vy"": 3.185478687286377, ""r"": 2.5906050205230713}]"
15,0.75,-64.64482116699219,24.470975875854492,0.0027755675541009236,0.0031114298520705957,0.002904772525653243,0.5,0.0,PlanStatus.OK,60,0.1812432511685389,-0.033428457414367514,True,52.23537525428265,0.0017045950445843136,0.004622062388420249,0.001948472071150757,4.5,False,19.482200033962727,60,0.1812432511685389,-0.033428457414367514,0.1,60,-64.64482116699219,24.470975875854492,0.0028177247372021784,0.0031114298520705957,-51.360800496651265,24.534138632647277,0.005310640351298872,4.4250518571642,1,"[{""id"": 50, ""x"": -110.2025375366211, ""y"": -8.481343269348145, ""vx"": -0.010382158681750298, ""vy"": 3.4725892543792725, ""r"": 2.5906050205230713}]"
16,0.8,-64.61515808105469,24.47110366821289,0.002808457333489077,0.8613237580725746,0.003764794208109379,0.5,0.0,PlanStatus.OK,60,0.21090657769944332,-0.03338309946779344,True,52.15503594498069,0.002060029897840608,0.004335411521265158,0.0022459738660350536,4.5,False,21.184399956837296,60,0.21090657769944332,-0.03338309946779344,0.1,60,-64.61515808105469,24.47110366821289,0.002817672207153112,0.8613237580725746,-48.79943938028565,24.546217872557808,0.004299627438055892,4.439355395967878,1,"[{""id"": 50, ""x"": -110.20313262939453, ""y"": -8.301897048950195, ""vx"": -0.01066447515040636, ""vy"": 3.738938570022583, ""r"": 2.5906050205230713}]"
17,0.8500000000000001,-64.55384826660156,24.471364974975586,0.0029453154654177026,1.4167548981164695,0.003158210776746273,0.5,0.0,PlanStatus.OK,60,0.27221688158125124,-0.03329217410711335,True,52.095090838242676,0.0016534671759797282,0.004317678397502958,0.0022564213436426766,4.5,False,18.698399886488914,60,0.27221688158125124,-0.03329217410711335,0.1,60,-64.55384826660156,24.471364974975586,0.0028175669042191935,1.4167548981164695,-47.09961885169851,24.552542369393795,0.003379996498286217,4.448612581635276,1,"[{""id"": 50, ""x"": -110.20387268066406, ""y"": -8.112074851989746, ""vx"": -0.009945242665708065, ""vy"": 3.876206159591675, ""r"": 2.5906050205230713}]"
18,0.9,-64.4700927734375,24.47161865234375,0.0033986975749833513,1.7980869503730108,0.0020440935622900724,0.5,0.0,PlanStatus.OK,60,0.35597275629906,-0.03327125480590581,True,52.04705690294091,0.0017654875593610796,0.004645309955166425,0.0022596204794707183,4.5,False,18.72870000079274,60,0.35597275629906,-0.03327125480590581,0.1,60,-64.4700927734375,24.47161865234375,0.0028175426770439826,1.7980869503730108,-45.890939463706985,24.556371671917287,0.0030246011094373347,4.454968115839556,1,"[{""id"": 50, ""x"": -110.20455169677734, ""y"": -7.9101481437683105, ""vx"": -0.009222193621098995, ""vy"": 4.160417079925537, ""r"": 2.5906050205230713}]"
19,0.9500000000000001,-64.37232971191406,24.47210693359375,0.0033847453676591832,2.048602212502959,0.0019718159455806017,0.5,0.0,PlanStatus.OK,60,0.45373679725255145,-0.0330546596568845,True,52.00494201165269,0.0014561225549799043,0.004128142161142429,0.0021013918151738514,4.5,False,19.75569990463555,60,0.45373679725255145,-0.0330546596568845,0.1,60,-64.37232971191406,24.47210693359375,0.0028172918327884575,2.048602212502959,-45.054158452135425,24.558812337944044,0.0028753508924573095,4.459143370208385,1,"[{""id"": 50, ""x"": -110.20519256591797, ""y"": -7.696977138519287, ""vx"": -0.009710965678095818, ""vy"": 4.291170597076416, ""r"": 2.5906050205230713}]"
20,1.0,-64.26363372802734,24.472597122192383,0.0034820428137581974,2.254657626727635,0.001689578639343381,0.5,0.0,PlanStatus.OK,60,0.5624337236529594,-0.03286653983249599,True,51.96425151739929,0.0015865301884560204,0.004512647664931934,0.002153671093160386,4.5,False,20.01380012370646,60,0.5624337236529594,-0.03286653983249599,0.1,60,-64.26363372802734,24.472597122192383,0.0028170739665195994,2.254657626727635,-44.33760044237157,24.56082630664976,0.0028162453390139707,4.462577627112134,1,"[{""id"": 50, ""x"": -110.20582580566406, ""y"": -7.468926906585693, ""vx"": -0.009846976026892662, ""vy"": 4.7219672203063965, ""r"": 2.5906050205230713}]"
21,1.05,-64.1454849243164,24.473121643066406,0.0035620663832515503,2.4341750791303642,0.001456284080632031,0.46974748373031616,0.0,PlanStatus.OK,60,0.6805835287856519,-0.032670357316127316,True,51.9252491225296,0.0013429423264325318,0.004124360902775376,0.002105957296912441,4.5,False,19.969900138676167,60,0.6805835287856519,-0.032670357316127316,0.1,60,-64.1454849243164,24.473121643066406,0.0028168467626384606,2.4341750791303642,-43.689876203550305,24.56262909108205,0.0027790065763198014,4.465569584652175,1,"[{""id"": 50, ""x"": -110.20645904541016, ""y"": -7.22813081741333, ""vx"": -0.010504055768251419, ""vy"": 4.914799213409424, ""r"": 2.5906050205230713}]"
22,1.1,-64.01887512207031,24.47367286682129,0.0036547696163958523,2.5963638591142773,0.0012041038135066628,0.42109084129333496,0.0,PlanStatus.OK,60,0.8071943739892921,-0.032470985194709964,True,51.887179886099304,0.0013610885190962706,0.004160132236083287,0.002087506200037798,4.5,False,19.876499893143773,60,0.8071943739892921,-0.032470985194709964,0.1,60,-64.01887512207031,24.47367286682129,0.0028166158647957755,2.5963638591142773,-43.08481033123978,24.56431057676804,0.002779003891895405,4.468272730985234,1,"[{""id"": 50, ""x"": -110.20765686035156, ""y"": -6.973477840423584, ""vx"": -0.03254431113600731, ""vy"": 5.217710018157959, ""r"": 2.5906050205230713}]"
23,1.1500000000000001,-63.88470458984375,24.47426414489746,0.003705974870062105,2.7400249930642886,0.001045301090925932,0.37799251079559326,0.0,PlanStatus.OK,60,0.9413660312892757,-0.03225257022691489,True,51.85273603101069,0.0011537772932793428,0.004077249077390748,0.0020555887695154797,4.5,False,19.141600001603365,60,0.9413660312892757,-0.03225257022691489,0.1,60,-63.88470458984375,24.47426414489746,0.002816362912962664,2.7400249930642886,-42.526839979856135,24.565861187671796,0.0027790160358915237,4.470667083217735,1,"[{""id"": 50, ""x"": -110.20919036865234, ""y"": -6.711000919342041, ""vx"": -0.03443458303809166, ""vy"": 5.24003791809082, ""r"": 2.5906050205230713}]"
24,1.2000000000000002,-63.743953704833984,24.47486686706543,0.003779780842662829,2.863727118557962,0.0008448368171229959,0.3408818542957306,0.0,PlanStatus.OK,60,1.0821180477659886,-0.03204099805682764,True,51.82457673219083,0.0012946973324312562,0.004168980033337284,0.0020186274407804025,4.5,False,19.287999952211976,60,1.0821180477659886,-0.03204099805682764,0.1,60,-63.743953704833984,24.47486686706543,0.002816117886136031,2.863727118557962,-42.02116816099929,24.56726634860069,0.002778862633254791,4.472728785309298,1,"[{""id"": 50, ""x"": -110.21083068847656, ""y"": -6.447032451629639, ""vx"": -0.03614260256290436, ""vy"": 5.291871070861816, ""r"": 2.5906050205230713}]"
25,1.25,-63.59761047363281,24.475494384765625,0.0038175334917836287,2.967873688501737,0.0011681094765663147,0.3096379041671753,0.0,PlanStatus.OK,60,1.228462457746513,-0.03182017161851052,True,51.81003368453518,0.0010963891608716432,0.004527797980404271,0.00212504367936788,4.5,False,22.53899979405105,60,1.228462457746513,-0.03182017161851052,0.1,60,-63.59761047363281,24.475494384765625,0.002815862141844951,2.967873688501737,-41.567592617840695,24.56852647677728,0.002778509734029472,4.474464561475023,1,"[{""id"": 50, ""x"": -110.2123794555664, ""y"": -6.196554660797119, ""vx"": -0.03154813125729561, ""vy"": 4.604558944702148, ""r"": 2.5906050205230713}]"
26,1.3,-63.44660949707031,24.476152420043945,0.0038920692329408716,3.053932703571712,0.0014327068347483873,0.28382018208503723,0.0,PlanStatus.OK,60,1.379464679911287,-0.03158177162607321,True,51.83255613813086,0.0010713650001531036,0.004369273316294853,0.0020751172272699403,4.5,False,21.015899954363704,60,1.379464679911287,-0.03158177162607321,0.1,60,-63.44660949707031,24.476152420043945,0.00281558604518042,3.053932703571712,-41.16271732465049,24.569651050376503,0.0027779941311417184,4.475898878392867,1,"[{""id"": 50, ""x"": -110.213623046875, ""y"": -6.004526138305664, ""vx"": -0.023340662941336632, ""vy"": 3.3729162216186523, ""r"": 2.5906050205230713}]"
27,1.35,-63.291786193847656,24.47686195373535,0.003958652421382056,3.123935845723467,0.0016074738232418895,0.2628192603588104,0.0,PlanStatus.OK,60,1.5342893570909477,-0.0313024956912962,True,51.88016832388622,0.001114105396553288,0.0043014823114901875,0.0020828795966325035,4.5,False,20.005099941045046,60,1.5342893570909477,-0.0313024956912962,0.1,60,-63.291786193847656,24.47686195373535,0.0028152626090711557,3.123935845723467,-40.80138414678025,24.570654806209188,0.0027781228643295555,4.477065597428722,1,"[{""id"": 50, ""x"": -110.21458435058594, ""y"": -5.8512492179870605, ""vx"": -0.023447124287486076, ""vy"": 3.2013049125671387, ""r"": 2.5906050205230713}]"
28,1.4000000000000001,-63.13388442993164,24.477609634399414,0.004063020768234691,3.1800911126578217,9.185578528558835e-05,0.2459726631641388,0.0,PlanStatus.OK,60,1.6921925890873522,-0.03099362799445335,True,51.9269090259786,0.001236160903548431,0.004271025112374278,0.002067506961171717,4.5,False,21.456400165334344,60,1.6921925890873522,-0.03099362799445335,0.1,60,-63.13388442993164,24.477609634399414,0.0028149049019940073,3.1800911126578217,-40.47782344072495,24.571553737052714,0.0027784273864058066,4.478001518544288,1,"[{""id"": 50, ""x"": -110.21592712402344, ""y"": -5.689419269561768, ""vx"": -0.02424297295510769, ""vy"": 3.2393620014190674, ""r"": 2.5906050205230713}]"
29,1.4500000000000002,-62.97353744506836,24.478322982788086,0.004088228472204997,3.224591802452931,0.00016053063154686242,0.23262245953083038,0.0,PlanStatus.OK,60,1.8525409371793038,-0.030725887726136183,True,51.972080801116704,0.00118186005622616,0.0040496806595249814,0.001973468415914028,4.5,False,21.531099919229746,60,1.8525409371793038,-0.030725887726136183,0.1,60,-62.97353744506836,24.478322982788086,0.0028145948256147095,3.224591802452931,-40.18619859487583,24.572364027072812,0.002778736623974619,4.478743196707547,1,"[{""id"": 50, ""x"": -110.21723175048828, ""y"": -5.5192694664001465, ""vx"": -0.02554509788751602, ""vy"": 3.5122222900390625, ""r"": 2.5906050205230713}]"
30,1.5,-62.81126022338867,24.479007720947266,0.004111735290088474,3.259455172633055,0.00024160063185263425,0.22216345369815826,0.0,PlanStatus.OK,60,2.0148194351261317,-0.030492121718129445,True,52.016257766069906,0.0010795055306716018,0.004059538081984753,0.002025473002530192,4.5,False,20.88940003886819,60,2.0148194351261317,-0.030492121718129445,0.1,60,-62.81126022338867,24.479007720947266,0.00281429583013291,3.259455172633055,-39.9210736688,24.573100756000585,0.0027790206919359327,4.4793242528772135,1,"[{""id"": 50, ""x"": -110.21843719482422, ""y"": -5.342599391937256, ""vx"": -0.024334458634257317, ""vy"": 3.6485719680786133, ""r"": 2.5906050205230713}]"
31,1.55,-62.64692306518555,24.4802188873291,0.004056501485124825,3.2882596926441714,0.0004044783709105104,0.21352209150791168,0.0,PlanStatus.OK,60,2.1791593245896865,-0.02973765409790061,True,52.05664864825649,0.0009685031243911353,0.0037407281236901497,0.0019372941315826133,4.5,False,20.465200068429112,60,2.1791593245896865,-0.02973765409790061,0.1,60,-62.64692306518555,24.4802188873291,0.0028131086093207483,3.2882596926441714,-39.6717597895197,24.57379360286673,0.002779017207580432,4.479804328210735,1,"[{""id"": 50, ""x"": -110.22024536132812, ""y"": -5.152088642120361, ""vx"": -0.026932308450341225, ""vy"": 3.899174451828003, ""r"": 2.5906050205230713}]"
32,1.6,-62.48163986206055,24.479944229125977,0.0037909871852615028,3.3106579749606753,0.0011404708493500948,0.2068026065826416,0.0,PlanStatus.OK,60,2.3444411262053473,-0.03047163439049583,True,52.09064636698914,0.0009268325392644124,0.0035618953967903304,0.001898985414246006,4.5,False,21.42570004798472,60,2.3444411262053473,-0.03047163439049583,0.1,60,-62.48163986206055,24.479944229125977,0.0028136434008143316,3.3106579749606753,-39.4404055224485,24.574436538716352,0.0027790130935974916,4.480177632916,1,"[{""id"": 50, ""x"": -110.22123718261719, ""y"": -4.948572635650635, ""vx"": -0.028303872793912888, ""vy"": 4.1984686851501465, ""r"": 2.5906050205230713}]"
33,1.6500000000000001,-62.31562042236328,24.480024337768555,0.003547920420555106,3.3265283453350007,0.0017652991227805614,0.20204149186611176,0.0,PlanStatus.OK,60,2.510460147449822,-0.03085289521376147,True,52.121466385489036,0.000955168206955257,0.004027381775387599,0.0020033106372633865,4.5,False,21.55860001221299,60,2.510460147449822,-0.03085289521376147,0.1,60,-62.31562042236328,24.480024337768555,0.0028137682928987624,3.3265283453350007,-39.22757056321185,24.57502800920142,0.0027790102706377142,4.480442139088916,1,"[{""id"": 50, ""x"": -110.2219009399414, ""y"": -4.735602378845215, ""vx"": -0.02850331924855709, ""vy"": 4.30373477935791, ""r"": 2.5906050205230713}]"
34,1.7000000000000002,-62.148983001708984,24.48098373413086,0.003625415027310184,3.3255002418359867,0.0015414145309478045,0.2023499310016632,0.0,PlanStatus.OK,60,2.6770995908116038,-0.03035658908591665,True,52.148658959152144,0.0009319368174423938,0.0039291971384028054,0.001977323257396146,4.5,False,20.685900002717972,60,2.6770995908116038,-0.03035658908591665,0.1,60,-62.148983001708984,24.48098373413086,0.002812875669423096,3.3255002418359867,-39.06396357492717,24.575482674428425,0.0027790080781307557,4.480425004030591,1,"[{""id"": 50, ""x"": -110.22323608398438, ""y"": -4.510103702545166, ""vx"": -0.030303088948130608, ""vy"": 4.630802154541016, ""r"": 2.5906050205230713}]"
35,1.75,-61.98297119140625,24.480878829956055,0.003923765271176344,3.33130034831844,0.0009950052481144667,0.20060989260673523,0.0,PlanStatus.OK,60,2.8431104685391246,-0.030922840809998332,True,52.17122871751768,0.0009530994334402185,0.0040197581223701,0.002000582989743612,4.5,False,20.66990011371672,60,2.8431104685391246,-0.030922840809998332,0.1,60,-61.98297119140625,24.480878829956055,0.0028132148196114083,3.33130034831844,-38.880844326097126,24.57599156470077,0.0027790064523999397,4.48052167247198,1,"[{""id"": 50, ""x"": -110.22499084472656, ""y"": -4.2742791175842285, ""vx"": -0.03567054122686386, ""vy"": 4.824080467224121, ""r"": 2.5906050205230713}]"
36,1.8,-61.81581497192383,24.4820556640625,0.004026225452704963,3.358386693394182,0.0008108582114800811,0.19248399138450623,0.0,PlanStatus.OK,60,3.010269370608481,-0.030210519936305243,True,52.19057854061461,0.0010240396141380892,0.004156183416817363,0.002024814408055636,4.5,False,20.2417999971658,60,3.010269370608481,-0.030210519936305243,0.1,60,-61.8158149713321,24.482055664064163,0.0028121102071974264,3.358386693394182,-38.6337801660936,24.576678156363165,0.0027790004993879045,4.480973111556561,1,"[{""id"": 50, ""x"": -110.22671508789062, ""y"": -4.026015758514404, ""vx"": -0.037056174129247665, ""vy"": 5.079738140106201, ""r"": 2.5906050205230713}]"
37,1.85,-61.64830780029297,24.48299217224121,0.004195937993913514,3.346758141231287,0.000349181704223156,0.19597256183624268,0.0,PlanStatus.OK,60,3.1777784970832452,-0.02973919945052557,True,52.209408868452165,0.0009663045439147592,0.003786540646773112,0.0019355787793673752,4.5,False,19.72470013424754,60,3.1777784970832452,-0.02973919945052557,0.1,60,-61.648307790208925,24.482992172269565,0.002811883856588036,3.346758141231287,-38.50057476596181,24.57704829082028,0.0027788961547720106,4.480779302353848,1,"[{""id"": 50, ""x"": -110.22830200195312, ""y"": -3.7734358310699463, ""vx"": -0.03689152002334595, ""vy"": 4.991483688354492, ""r"": 2.5906050205230713}]"
38,1.9000000000000001,-61.4803352355957,24.48381233215332,0.004245606468392143,3.368512689604275,0.00029155402444303036,0.18944619596004486,0.0,PlanStatus.OK,60,3.345752691719079,-0.02938551922554259,True,52.240264839218064,0.000954674919340215,0.003908066904136521,0.0019591806529781993,4.5,False,20.718200132250786,60,3.345752691719079,-0.02938551922554259,0.1,60,-61.480335216216965,24.48381233220781,0.002811794635117966,3.368512689604275,-38.26842479504924,24.577693351420436,0.0027786981186760985,4.481141878160075,1,"[{""id"": 50, ""x"": -110.22989654541016, ""y"": -3.541015863418579, ""vx"": -0.03131769970059395, ""vy"": 4.162505626678467, ""r"": 2.5906050205230713}]"
39,1.9500000000000002,-61.31233596801758,24.484540939331055,0.00438076267393664,3.3542503401265513,-8.265781070804223e-05,0.19372490048408508,0.0,PlanStatus.OK,60,3.5137533348817493,-0.029123465538445383,True,52.30329590208263,0.0009739520713361021,0.003908735233245945,0.0019611620836575555,4.5,False,20.849599968641996,60,3.5137533348817493,-0.029123465538445383,0.1,60,-61.312335939479524,24.4845409394113,0.0028118115790697084,3.3542503401265513,-38.14249801327817,24.57804327846572,0.002778638693758696,4.480904172335439,1,"[{""id"": 50, ""x"": -110.2311782836914, ""y"": -3.371340751647949, ""vx"": -0.02255987748503685, ""vy"": 2.9040608406066895, ""r"": 2.5906050205230713}]"
