step,t,ego_x,ego_y,ego_yaw,ego_speed,ctrl_steer,ctrl_throttle,ctrl_brake,plan_status,debug_ms,debug_path_len,traj_dt,traj_len,traj0_x,traj0_y,traj0_yaw,traj0_v,trajN_x,trajN_y,trajN_yaw,trajN_v,num_obstacles,obstacles
23,1.1500000000000001,-63.4331169128418,24.47433090209961,0.002769599628560489,3.509937158938756,-2.2131710950245827e-15,0.5960251092910767,0.0,PlanStatus.OK,17.52448081970215,43,0.1,51,-63.4331169128418,24.47433090209961,0.002769599628560489,6.0,-38.23321356337448,24.544124723511594,0.002769599628560489,6.0,1,"[{""id"": 78, ""x"": -110.20966339111328, ""y"": -6.234606742858887, ""vx"": -0.03731619939208031, ""vy"": 5.2937140464782715, ""r"": 2.5906050205230713}]"
24,1.2000000000000002,-63.2522087097168,24.474830627441406,0.002769421477647725,3.6909054208785412,-2.326839104897847e-15,0.5236378312110901,0.0,PlanStatus.OK,28.532028198242188,43,0.1,51,-63.2522087097168,24.474830627441406,0.002769421477647725,6.0,-38.05230534781607,24.54461995946761,0.002769421477647725,6.0,1,"[{""id"": 78, ""x"": -110.21143341064453, ""y"": -5.9878764152526855, ""vx"": -0.03151647746562958, ""vy"": 4.439914703369141, ""r"": 2.5906050205230713}]"
25,1.25,-63.06233215332031,24.47535514831543,0.0027692490483701153,3.8661060769021933,1.5329581103584646e-15,0.4535575807094574,0.0,PlanStatus.OK,18.015623092651367,43,0.1,51,-63.06233215332031,24.47535514831543,0.0027692490483701153,6.0,-37.86242877938638,24.54514013514042,0.0027692490483701153,6.0,1,"[{""id"": 78, ""x"": -110.21272277832031, ""y"": -5.804977893829346, ""vx"": -0.02250937931239605, ""vy"": 3.168132781982422, ""r"": 2.5906050205230713}]"
26,1.3,-62.86463165283203,24.475902557373047,0.0027690982052614977,4.009929296767603,-2.793567599603886e-15,0.3960282802581787,0.0,PlanStatus.OK,14.011383056640625,43,0.1,51,-62.86463165283203,24.475902557373047,0.0027690982052614977,6.0,-37.66472826837165,24.545683742966368,0.0027690982052614977,6.0,1,"[{""id"": 78, ""x"": -110.2137451171875, ""y"": -5.661495208740234, ""vx"": -0.02183639071881771, ""vy"": 2.9450366497039795, ""r"": 2.5906050205230713}]"
27,1.35,-62.660037994384766,24.477041244506836,0.002763302969072998,4.130680189032235,2.9423535954703137e-15,0.3477279245853424,0.0,PlanStatus.OK,17.019987106323242,43,0.1,51,-62.660037994384766,24.477041244506836,0.002763302969072998,6.0,-37.46013420594903,24.54667639070682,0.002763302969072998,6.0,1,"[{""id"": 78, ""x"": -110.21479034423828, ""y"": -5.515194416046143, ""vx"": -0.02145276591181755, ""vy"": 2.901090383529663, ""r"": 2.5906050205230713}]"
28,1.4000000000000001,-62.45038986206055,24.476806640625,0.0025360768113660685,4.224543097340768,-1.7891368725084233e-15,0.31018275022506714,0.0,PlanStatus.OK,19.012928009033203,43,0.1,51,-62.45038986206055,24.476806640625,0.0025360768113660685,6.0,-37.250470901255724,24.540715707764242,0.0025360768113660685,6.0,1,"[{""id"": 78, ""x"": -110.21611785888672, ""y"": -5.361854076385498, ""vx"": -0.025056729093194008, ""vy"": 3.1830101013183594, ""r"": 2.5906050205230713}]"
29,1.4500000000000002,-62.23688507080078,24.47684097290039,0.0022829147415782645,4.294555028518739,-1.177200249105159e-15,0.28217798471450806,0.0,PlanStatus.OK,14.020442962646484,43,0.1,51,-62.23688507080078,24.47684097290039,0.0022829147415782645,6.0,-37.036950738188665,24.534370374417165,0.0022829147415782645,6.0,1,"[{""id"": 78, ""x"": -110.21737670898438, ""y"": -5.199491024017334, ""vx"": -0.022403504699468613, ""vy"": 3.268181085586548, ""r"": 2.5906050205230713}]"
30,1.5,-62.02107620239258,24.4766788482666,0.002354779259341347,4.34098956870896,1.5360687329781376e-15,0.26360416412353516,0.0,PlanStatus.OK,15.516996383666992,43,0.1,51,-62.02107620239258,24.4766788482666,0.002354779259341347,6.0,-36.821146069175896,24.536019230761674,0.002354779259341347,6.0,1,"[{""id"": 78, ""x"": -110.21823120117188, ""y"": -5.026412010192871, ""vx"": -0.025897648185491562, ""vy"": 3.6072568893432617, ""r"": 2.5906050205230713}]"
31,1.55,-61.80317687988281,24.47746467590332,0.00238127043010653,4.379668762860715,-2.2718590433245178e-15,0.24813249707221985,0.0,PlanStatus.OK,17.009496688842773,43,0.1,51,-61.80317687988281,24.47746467590332,0.00238127043010653,6.0,-36.60324832750463,24.53747263403001,0.00238127043010653,6.0,1,"[{""id"": 78, ""x"": -110.21904754638672, ""y"": -4.844175815582275, ""vx"": -0.023894820362329483, ""vy"": 3.668113946914673, ""r"": 2.5906050205230713}]"
32,1.6,-61.58358383178711,24.478282928466797,0.0023838116163380886,4.403247738997714,0.0,0.23870091140270233,0.0,PlanStatus.OK,40.6641960144043,1,0.1,1,-61.58358383178711,24.478282928466797,0.0023838116163380886,6.0,-61.58358383178711,24.478282928466797,0.0023838116163380886,6.0,1,"[{""id"": 78, ""x"": -110.21998596191406, ""y"": -4.650634765625, ""vx"": -0.024737771600484848, ""vy"": 4.018244743347168, ""r"": 2.5906050205230713}]"
33,1.6500000000000001,-61.3629264831543,24.47892951965332,0.0023839845657643486,4.420646748821485,1.3654468630062045e-15,0.2317412942647934,0.0,PlanStatus.OK,14.587640762329102,43,0.1,51,-61.3629264831543,24.47892951965332,0.0023839845657643486,6.0,-36.162998093738665,24.539005873804363,0.0023839845657643486,6.0,1,"[{""id"": 78, ""x"": -110.220703125, ""y"": -4.44460391998291, ""vx"": -0.02838928811252117, ""vy"": 4.205063819885254, ""r"": 2.5906050205230713}]"
34,1.7000000000000002,-61.14164352416992,24.479501724243164,0.0023840051116360396,4.429049361337415,0.0,0.2283802628517151,0.0,PlanStatus.OK,40.51017761230469,1,0.1,1,-61.14164352416992,24.479501724243164,0.0023840051116360396,6.0,-61.14164352416992,24.479501724243164,0.0023840051116360396,6.0,1,"[{""id"": 78, ""x"": -110.22195434570312, ""y"": -4.221621036529541, ""vx"": -0.03290083631873131, ""vy"": 4.654617786407471, ""r"": 2.5906050205230713}]"
35,1.75,-60.91999816894531,24.48004150390625,0.0023840116134941696,4.43545615750351,-1.8993326825726556e-15,0.22581753134727478,0.0,PlanStatus.OK,19.31166648864746,43,0.1,51,-60.91999816894531,24.48004150390625,0.0023840116134941696,6.0,-35.72006978115462,24.540118539658224,0.0023840116134941696,6.0,1,"[{""id"": 78, ""x"": -110.22370147705078, ""y"": -3.9840621948242188, ""vx"": -0.03486087918281555, ""vy"": 4.763757705688477, ""r"": 2.5906050205230713}]"
36,1.8,-60.69819641113281,24.48056983947754,0.0023840103131225437,4.436316252307873,5.422224237124464e-16,0.22547349333763123,0.0,PlanStatus.OK,18.366098403930664,43,0.1,51,-60.69819641113281,24.48056983947754,0.0023840103131225437,6.0,-35.49826802326393,24.540646842460184,0.0023840103131225437,6.0,1,"[{""id"": 78, ""x"": -110.22592163085938, ""y"": -3.733051061630249, ""vx"": -0.03791210800409317, ""vy"": 5.1024322509765625, ""r"": 2.5906050205230713}]"
37,1.85,-60.47634506225586,24.481098175048828,0.002384007712379292,4.437712009007646,-1.0008172845424757e-15,0.22491519153118134,0.0,PlanStatus.OK,17.780065536499023,43,0.1,51,-60.47634506225586,24.481098175048828,0.002384007712379292,6.0,-35.2764166742309,24.541175112492965,0.002384007712379292,6.0,1,"[{""id"": 78, ""x"": -110.22803497314453, ""y"": -3.481055736541748, ""vx"": -0.03844524174928665, ""vy"": 4.991122245788574, ""r"": 2.5906050205230713}]"
38,1.9000000000000001,-60.2545280456543,24.481630325317383,0.0023840069321563163,4.4354537738877005,1.7516877459652978e-15,0.2258184850215912,0.0,PlanStatus.OK,29.309988021850586,43,0.1,51,-60.2545280456543,24.481630325317383,0.0023840069321563163,6.0,-35.054599657582486,24.541707243099893,0.0023840069321563163,6.0,1,"[{""id"": 78, ""x"": -110.2299575805664, ""y"": -3.2475337982177734, ""vx"": -0.032879773527383804, ""vy"": 4.200606346130371, ""r"": 2.5906050205230713}]"
39,1.9500000000000002,-60.032772064208984,24.482160568237305,0.0023840056317846903,4.4351028859001635,-2.2270567178871593e-15,0.22595883905887604,0.0,PlanStatus.OK,15.773534774780273,43,0.1,51,-60.032772064208984,24.482160568237305,0.0023840056317846903,6.0,-34.832843676058985,24.542237453250635,0.0023840056317846903,6.0,1,"[{""id"": 78, ""x"": -110.2313232421875, ""y"": -3.0749404430389404, ""vx"": -0.024374818429350853, ""vy"": 3.026182174682617, ""r"": 2.5906050205230713}]"
40,2.0,-59.81111145019531,24.482690811157227,0.002384006672081991,4.432010165819365,-1.611959496920334e-15,0.22719593346118927,0.0,PlanStatus.OK,20.375967025756836,43,0.1,51,-59.81111145019531,24.482690811157227,0.002384006672081991,6.0,-34.61118306210798,24.54276772238596,0.002384006672081991,6.0,1,"[{""id"": 78, ""x"": -110.2321548461914, ""y"": -2.9423635005950928, ""vx"": -0.023203901946544647, ""vy"": 2.792180299758911, ""r"": 2.5906050205230713}]"
41,2.0500000000000003,-59.59000015258789,24.483402252197266,0.0024366441550571372,4.433763055554462,0.0,0.22649477422237396,0.0,PlanStatus.OK,40.903568267822266,1,0.1,1,-59.59000015258789,24.483402252197266,0.0024366441550571372,6.0,-59.59000015258789,24.483402252197266,0.0024366441550571372,6.0,1,"[{""id"": 78, ""x"": -110.23312377929688, ""y"": -2.8049697875976562, ""vx"": -0.023547980934381485, ""vy"": 2.7005555629730225, ""r"": 2.5906050205230713}]"
42,2.1,-59.36850357055664,24.483163833618164,0.00270496959830158,4.430372649715232,9.049023440898325e-16,0.22785094380378723,0.0,PlanStatus.OK,20.598173141479492,43,0.1,51,-59.36850357055664,24.483163833618164,0.00270496959830158,6.0,-34.16859576294313,24.551328984369455,0.00270496959830158,6.0,1,"[{""id"": 78, ""x"": -110.23428344726562, ""y"": -2.660879135131836, ""vx"": -0.020919229835271835, ""vy"": 3.0049405097961426, ""r"": 2.5906050205230713}]"
43,2.15,-59.14738082885742,24.483705520629883,0.0029235183761481096,4.424152698336582,0.0,0.230338916182518,0.0,PlanStatus.OK,40.66348075866699,1,0.1,1,-59.14738082885742,24.483705520629883,0.0029235183761481096,6.0,-59.14738082885742,24.483705520629883,0.0029235183761481096,6.0,1,"[{""id"": 78, ""x"": -110.23573303222656, ""y"": -2.4991371631622314, ""vx"": -0.030166426673531532, ""vy"": 3.362309455871582, ""r"": 2.5906050205230713}]"
44,2.2,-58.92568588256836,24.48366928100586,0.0029462657770019944,4.42030810644249,-7.569524756214632e-16,0.23187676072120667,0.0,PlanStatus.OK,16.25204086303711,43,0.1,51,-58.92568588256836,24.48366928100586,0.0029462657770019944,6.0,-33.72579525656292,24.557915071171344,0.0029462657770019944,6.0,1,"[{""id"": 78, ""x"": -110.23733520507812, ""y"": -2.3236262798309326, ""vx"": -0.029110407456755638, ""vy"": 3.639305353164673, ""r"": 2.5906050205230713}]"
45,2.25,-58.70444869995117,24.48459815979004,0.002949319569728529,4.421058328626365,4.940882941770631e-16,0.23157666623592377,0.0,PlanStatus.OK,34.10696983337402,43,0.1,51,-58.70444869995117,24.48459815979004,0.002949319569728529,6.0,-33.504558300794244,24.55892090519785,0.002949319569728529,6.0,1,"[{""id"": 78, ""x"": -110.23863220214844, ""y"": -2.136918544769287, ""vx"": -0.02760906331241131, ""vy"": 3.7405738830566406, ""r"": 2.5906050205230713}]"
46,2.3000000000000003,-58.483367919921875,24.485408782958984,0.0029508407444566414,4.420006570097421,-8.651366353755257e-16,0.23199737071990967,0.0,PlanStatus.OK,18.507719039916992,43,0.1,51,-58.483367919921875,24.485408782958984,0.0029508407444566414,6.0,-33.28347763385213,24.55976986180317,0.0029508407444566414,6.0,1,"[{""id"": 78, ""x"": -110.24000549316406, ""y"": -1.9372788667678833, ""vx"": -0.030462145805358887, ""vy"": 4.133127689361572, ""r"": 2.5906050205230713}]"
47,2.35,-58.26231002807617,24.486120223999023,0.0029512620648634706,4.421731280623786,3.431790249398852e-16,0.2313074916601181,0.0,PlanStatus.OK,19.609451293945312,43,0.1,51,-58.26231002807617,24.486120223999023,0.0029512620648634706,6.0,-33.06241977333838,24.5604919200712,0.0029512620648634706,6.0,1,"[{""id"": 78, ""x"": -110.24103546142578, ""y"": -1.725809097290039, ""vx"": -0.030091209337115288, ""vy"": 4.218714237213135, ""r"": 2.5906050205230713}]"
48,2.4000000000000004,-58.04125213623047,24.48678970336914,0.002951360372958397,4.420900968275178,-9.680891093657618e-17,0.23163960874080658,0.0,PlanStatus.OK,20.42412757873535,43,0.1,51,-58.04125213623047,24.48678970336914,0.002951360372958397,6.0,-32.84136188880416,24.56116387679453,0.002951360372958397,6.0,1,"[{""id"": 78, ""x"": -110.242431640625, ""y"": -1.5015445947647095, ""vx"": -0.03451411426067352, ""vy"": 4.610899448394775, ""r"": 2.5906050205230713}]"
49,2.45,-57.82017135620117,24.48744773864746,0.0029513790983098117,4.422617648214914,-4.926893663251134e-16,0.2309529334306717,0.0,PlanStatus.OK,15.352487564086914,43,0.1,51,-57.82017135620117,24.48744773864746,0.0029513790983098117,6.0,-32.620281110167625,24.56182238394966,0.0029513790983098117,6.0,1,"[{""id"": 78, ""x"": -110.24431610107422, ""y"": -1.2726354598999023, ""vx"": -0.03540242463350296, ""vy"": 4.546648025512695, ""r"": 2.5906050205230713}]"
50,2.5,-57.59907150268555,24.488101959228516,0.0029513816990530636,4.421681599216071,0.0,0.2313273549079895,0.0,PlanStatus.OK,41.90540313720703,1,0.1,1,-57.59907150268555,24.488101959228516,0.0029513816990530636,6.0,-57.59907150268555,24.488101959228516,0.0029513816990530636,6.0,1,"[{""id"": 78, ""x"": -110.24614715576172, ""y"": -1.0422638654708862, ""vx"": -0.03598850592970848, ""vy"": 4.634848117828369, ""r"": 2.5906050205230713}]"
51,2.5500000000000003,-57.37794876098633,24.48875617980957,0.0029513803986814377,4.423262869559475,1.352221078809539e-15,0.23069484531879425,0.0,PlanStatus.OK,20.609617233276367,43,0.1,51,-57.37794876098633,24.48875617980957,0.0029513803986814377,6.0,-32.17805851504947,24.56313085788095,0.0029513803986814377,6.0,1,"[{""id"": 78, ""x"": -110.24790954589844, ""y"": -0.8127011060714722, ""vx"": -0.043852679431438446, ""vy"": 4.562957763671875, ""r"": 2.5906050205230713}]"
52,2.6,-57.15682601928711,24.489408493041992,0.0029513788382354864,4.422196735167609,0.0,0.23112130165100098,0.0,PlanStatus.OK,42.0527458190918,1,0.1,1,-57.15682601928711,24.489408493041992,0.0029513788382354864,6.0,-57.15682601928711,24.489408493041992,0.0029513788382354864,6.0,1,"[{""id"": 78, ""x"": -110.24989318847656, ""y"": -0.5854263305664062, ""vx"": -0.04274756461381912, ""vy"": 4.5493693351745605, ""r"": 2.5906050205230713}]"
53,2.6500000000000004,-56.935672760009766,24.490060806274414,0.00295137701771521,4.423659268327963,1.6989491453286401e-15,0.2305362969636917,0.0,PlanStatus.OK,20.46489715576172,43,0.1,51,-56.935672760009766,24.490060806274414,0.00295137701771521,6.0,-31.735782513821338,24.564435399145808,0.00295137701771521,6.0,1,"[{""id"": 78, ""x"": -110.25186920166016, ""y"": -0.36282938718795776, ""vx"": -0.041826032102108, ""vy"": 4.391426086425781, ""r"": 2.5906050205230713}]"
54,2.7,-56.71453094482422,24.49070930480957,0.002951375977417909,4.422492975229487,2.790923162742558e-15,0.2310028076171875,0.0,PlanStatus.OK,28.165102005004883,43,0.1,51,-56.71453094482422,24.49070930480957,0.002951375977417909,6.0,-31.514640698558495,24.56508387146556,0.002951375977417909,6.0,1,"[{""id"": 78, ""x"": -110.25374603271484, ""y"": -0.14151610434055328, ""vx"": -0.04230441898107529, ""vy"": 4.454272747039795, ""r"": 2.5906050205230713}]"
55,2.75,-56.49336624145508,24.49135971069336,0.0029513746770462833,4.423871084293002,9.380295908987114e-16,0.2304515689611435,0.0,PlanStatus.OK,20.53070068359375,43,0.1,51,-56.49336624145508,24.49135971069336,0.0029513746770462833,6.0,-31.293475995092663,24.56573424458017,0.0029513746770462833,6.0,1,"[{""id"": 78, ""x"": -110.25569152832031, ""y"": 0.08013282716274261, ""vx"": -0.043679140508174896, ""vy"": 4.4142889976501465, ""r"": 2.5906050205230713}]"
