step,t,ego_x,ego_y,ego_yaw,ego_speed,ctrl_steer,ctrl_throttle,ctrl_brake,plan_status,debug_ms,debug_path_len,traj_dt,traj_len,traj0_x,traj0_y,traj0_yaw,traj0_v,trajN_x,trajN_y,trajN_yaw,trajN_v,num_obstacles,obstacles
0,0.0,-64.64484405517578,24.47081756591797,0.0027786145848950027,0.006343368361683953,0.0,0.6000000238418579,0.0,PlanStatus.OK,40.03310203552246,1,0.1,1,-64.64484405517578,24.47081756591797,0.0027786145848950027,6.0,-64.64484405517578,24.47081756591797,0.0027786145848950027,6.0,1,"[{""id"": 50, ""x"": -110.19832611083984, ""y"": -9.733790397644043, ""vx"": -0.00247032567858696, ""vy"": 1.0389573574066162, ""r"": 2.5906050205230713}]"
1,0.05,-64.64485168457031,24.470821380615234,0.002778616925563929,0.004380030471927044,0.0,0.6000000238418579,0.0,PlanStatus.OK,41.156768798828125,1,0.1,1,-64.64485168457031,24.470821380615234,0.002778616925563929,6.0,-64.64485168457031,24.470821380615234,0.002778616925563929,6.0,1,"[{""id"": 50, ""x"": -110.19879913330078, ""y"": -9.68164348602295, ""vx"": -0.010325189679861069, ""vy"": 1.0322831869125366, ""r"": 2.5906050205230713}]"
2,0.1,-64.64485931396484,24.4708194732666,0.00277861796586123,0.0029974461220360227,0.0,0.6000000238418579,0.0,PlanStatus.OK,40.8475399017334,1,0.1,1,-64.64485931396484,24.4708194732666,0.00277861796586123,6.0,-64.64485931396484,24.4708194732666,0.00277861796586123,6.0,1,"[{""id"": 50, ""x"": -110.19894409179688, ""y"": -9.618301391601562, ""vx"": -0.007756505627185106, ""vy"": 1.2267217636108398, ""r"": 2.5906050205230713}]"
3,0.15000000000000002,-64.64485931396484,24.470815658569336,0.0027786190061585307,0.0020369944512800384,0.0,0.6000000238418579,0.0,PlanStatus.OK,41.237592697143555,1,0.1,1,-64.64485931396484,24.470815658569336,0.0027786190061585307,6.0,-64.64485931396484,24.470815658569336,0.0027786190061585307,6.0,1,"[{""id"": 50, ""x"": -110.19925689697266, ""y"": -9.554848670959473, ""vx"": -0.009627980180084705, ""vy"": 1.2992292642593384, ""r"": 2.5906050205230713}]"
4,0.2,-64.64486694335938,24.47081184387207,0.002778619266232856,0.0013747739085333177,0.0,0.6000000238418579,0.0,PlanStatus.OK,41.03422164916992,1,0.1,1,-64.64486694335938,24.47081184387207,0.002778619266232856,6.0,-64.64486694335938,24.47081184387207,0.002778619266232856,6.0,1,"[{""id"": 50, ""x"": -110.20026397705078, ""y"": -9.492934226989746, ""vx"": -0.011161627247929573, ""vy"": 1.201301097869873, ""r"": 2.5906050205230713}]"
5,0.25,-64.64486694335938,24.470809936523438,0.0027786177057869048,0.00022226309253781527,0.0,0.6000000238418579,0.0,PlanStatus.OK,41.271209716796875,1,0.1,1,-64.64486694335938,24.470809936523438,0.0027786177057869048,6.0,-64.64486694335938,24.470809936523438,0.0027786177057869048,6.0,1,"[{""id"": 50, ""x"": -110.20091247558594, ""y"": -9.4306001663208, ""vx"": -0.013918341137468815, ""vy"": 1.2796400785446167, ""r"": 2.5906050205230713}]"
6,0.30000000000000004,-64.64486694335938,24.470808029174805,0.0027786177057869048,0.0004180341245565049,0.0,0.6000000238418579,0.0,PlanStatus.OK,40.079593658447266,1,0.1,1,-64.64486694335938,24.470808029174805,0.0027786177057869048,6.0,-64.64486694335938,24.470808029174805,0.0027786177057869048,6.0,1,"[{""id"": 50, ""x"": -110.202880859375, ""y"": -9.364507675170898, ""vx"": -0.01885211281478405, ""vy"": 1.477447509765625, ""r"": 2.5906050205230713}]"
7,0.35000000000000003,-64.6448745727539,24.470808029174805,0.00277861796586123,0.0004365531115778474,0.0,0.6000000238418579,0.0,PlanStatus.OK,40.1911735534668,1,0.1,1,-64.6448745727539,24.470808029174805,0.00277861796586123,6.0,-64.6448745727539,24.470808029174805,0.00277861796586123,6.0,1,"[{""id"": 50, ""x"": -110.2031021118164, ""y"": -9.281041145324707, ""vx"": 0.0010526806581765413, ""vy"": 1.8155168294906616, ""r"": 2.5906050205230713}]"
8,0.4,-64.6448745727539,24.47080421447754,0.00277861796586123,0.00038414649660534477,0.0,0.6000000238418579,0.0,PlanStatus.OK,41.03279113769531,1,0.1,1,-64.6448745727539,24.47080421447754,0.00277861796586123,6.0,-64.6448745727539,24.47080421447754,0.00277861796586123,6.0,1,"[{""id"": 50, ""x"": -110.20317840576172, ""y"": -9.183819770812988, ""vx"": -0.013005219399929047, ""vy"": 2.1414036750793457, ""r"": 2.5906050205230713}]"
9,0.45,-64.6448745727539,24.47080421447754,0.00277861796586123,0.0003102924338817386,0.0,0.6000000238418579,0.0,PlanStatus.OK,40.032148361206055,1,0.1,1,-64.6448745727539,24.47080421447754,0.00277861796586123,6.0,-64.6448745727539,24.47080421447754,0.00277861796586123,6.0,1,"[{""id"": 50, ""x"": -110.2037353515625, ""y"": -9.07289981842041, ""vx"": 0.001025057747028768, ""vy"": 2.265986442565918, ""r"": 2.5906050205230713}]"
10,0.5,-64.6448745727539,24.47080421447754,0.00277861796586123,0.00023819333644087694,0.0,0.6000000238418579,0.0,PlanStatus.OK,41.11957550048828,1,0.1,1,-64.6448745727539,24.47080421447754,0.00277861796586123,6.0,-64.6448745727539,24.47080421447754,0.00277861796586123,6.0,1,"[{""id"": 50, ""x"": -110.20376586914062, ""y"": -8.949090003967285, ""vx"": -0.004184309393167496, ""vy"": 2.6525845527648926, ""r"": 2.5906050205230713}]"
11,0.55,-64.6448745727539,24.470802307128906,0.00277861796586123,0.00017688065046618366,0.0,0.6000000238418579,0.0,PlanStatus.OK,41.04447364807129,1,0.1,1,-64.6448745727539,24.470802307128906,0.00277861796586123,6.0,-64.6448745727539,24.470802307128906,0.00277861796586123,6.0,1,"[{""id"": 50, ""x"": -110.20429229736328, ""y"": -8.81149673461914, ""vx"": -0.014162532985210419, ""vy"": 2.8576245307922363, ""r"": 2.5906050205230713}]"
12,0.6000000000000001,-64.6448745727539,24.470802307128906,0.00277861796586123,0.00012777537083971186,0.0,0.6000000238418579,0.0,PlanStatus.OK,40.53616523742676,1,0.1,1,-64.6448745727539,24.470802307128906,0.00277861796586123,6.0,-64.6448745727539,24.470802307128906,0.00277861796586123,6.0,1,"[{""id"": 50, ""x"": -110.205078125, ""y"": -8.662041664123535, ""vx"": -0.007026579696685076, ""vy"": 3.0923826694488525, ""r"": 2.5906050205230713}]"
13,0.65,-64.63790893554688,24.4708251953125,0.0027737410521150225,0.4188485508128447,0.0,0.6000000238418579,0.0,PlanStatus.OK,41.18037223815918,1,0.1,1,-64.63790893554688,24.4708251953125,0.0027737410521150225,6.0,-64.63790893554688,24.4708251953125,0.0027737410521150225,6.0,1,"[{""id"": 50, ""x"": -110.20565795898438, ""y"": -8.502432823181152, ""vx"": -0.010546782054007053, ""vy"": 3.3738505840301514, ""r"": 2.5906050205230713}]"
14,0.7000000000000001,-64.5921630859375,24.470951080322266,0.0027730739614708765,1.1535786800526047,0.0,0.6000000238418579,0.0,PlanStatus.OK,41.550397872924805,1,0.1,1,-64.5921630859375,24.470951080322266,0.0027730739614708765,6.0,-64.5921630859375,24.470951080322266,0.0027730739614708765,6.0,1,"[{""id"": 50, ""x"": -110.20641326904297, ""y"": -8.3212308883667, ""vx"": -0.00895607378333807, ""vy"": 3.836594820022583, ""r"": 2.5906050205230713}]"
