step,t,ego_x,ego_y,ego_yaw,ego_speed,cte_m,heading_err_rad,ref_idx,ref_x,ref_y,ref_yaw,v_ref,speed_err_mps,steer,throttle,brake,steer_sat,throttle_sat,brake_sat,d_steer,d_throttle,d_brake
0,0.0,-64.64488220214844,24.470956802368164,0.002778531101036612,0.0,8.866778838934053e-14,4.793041001273021e-07,25,-62.478223924141226,24.476977983767366,0.0027790104051367394,4.0,4.0,-9.115282409766223e-06,0.5,0.0,0,0,0,,,
1,0.05,-64.64488220214844,24.47095489501953,0.002778531101036612,0.002433128651552341,8.677954188573977e-15,4.793040592992841e-07,24,-62.64026701030976,24.476525755836928,0.0027790104050959114,4.0,3.9975668713484476,-9.105428944167215e-06,0.5,0.0,0,0,0,9.853465599007905e-09,0.0,0.0
2,0.1,-64.64488220214844,24.47095489501953,0.002778531101036612,0.00017559754292537606,-2.6298407895808396e-15,4.793040540747306e-07,24,-62.64455630257956,24.476513835818395,0.002779010405090687,4.0,3.9998244024570746,-9.114570275414735e-06,0.5,0.0,0,0,0,-9.141331247519702e-09,0.0,0.0
3,0.15000000000000002,-64.64488220214844,24.47095489501953,0.002778531101036612,0.0007404149251482984,-1.774969060619469e-14,4.79304045860815e-07,24,-62.64348315376572,24.47651681811779,0.002779010405082473,4.0,3.9992595850748516,-9.112281077250373e-06,0.5,0.0,0,0,0,2.2891981643624604e-09,0.0,0.0
4,0.2,-64.64488220214844,24.470951080322266,0.002778531101036612,0.0009994131027881523,1.4007024706774729e-14,4.793040615336079e-07,24,-62.64299105916114,24.47651437096007,0.0027790104050981457,4.0,3.999000586897212,-9.111231520364527e-06,0.5,0.0,0,0,0,1.0495568858459592e-09,0.0,0.0
5,0.25,-64.64488220214844,24.470951080322266,0.002778531101036612,0.0009626391611329174,4.0017468505570974e-14,4.793040748346002e-07,24,-62.64306092937603,24.476514176789518,0.0027790104051114467,4.0,3.999037360838867,-9.111380677495617e-06,0.5,0.0,0,0,0,-1.4915713109076023e-10,0.0,0.0
6,0.30000000000000004,-64.64488983154297,24.470951080322266,0.002778531101036612,0.0008139040377398757,2.606768967350348e-14,4.793040686572499e-07,24,-62.643351154395255,24.476513391451316,0.0027790104051052694,4.0,3.9991860959622603,-9.111999133892823e-06,0.5,0.0,0,0,0,-6.184563972055912e-10,0.0,0.0
7,0.35000000000000003,-64.64488983154297,24.470951080322266,0.002778531101036612,0.0006433774998105394,9.73613550891983e-15,4.793040601618753e-07,24,-62.64367515354553,24.476512491051988,0.002779010405096774,4.0,3.9993566225001893,-9.11269034986617e-06,0.5,0.0,0,0,0,-6.912159733474255e-10,0.0,0.0
8,0.4,-64.64488983154297,24.470951080322266,0.002778531101036612,0.00048635493542330466,-2.2559211443340388e-14,4.793040438676177e-07,24,-62.6439734952468,24.47651166195516,0.0027790104050804797,4.0,3.9995136450645767,-9.113326996157411e-06,0.5,0.0,0,0,0,-6.366462912410498e-10,0.0,0.0
9,0.45,-64.64488983154297,24.470951080322266,0.002778531101036612,0.0001618290806778249,6.495845528142752e-14,4.793040893668124e-07,24,-62.644590091950505,24.4765099484221,0.002779010405125979,4.0,3.9998381709193223,-9.114643034990877e-06,0.5,0.0,0,0,0,-1.3160388334654272e-09,0.0,0.0
10,0.5,-64.64488983154297,24.470951080322266,0.002778531101036612,0.00021959312085823618,1.67990621413594e-14,4.793040641981432e-07,24,-62.644480340704966,24.476510253422735,0.0027790104051008103,4.0,3.999780406879142,-9.11440838535782e-06,0.5,0.0,0,0,0,2.346496330574155e-10,0.0,0.0
11,0.55,-64.64488983154297,24.470951080322266,0.002778531101036612,0.0002128506547907936,9.137655909707831e-15,4.793040605261673e-07,24,-62.6444931513402,24.476510217821755,0.0027790104050971383,4.0,3.999787149345209,-9.114435670198873e-06,0.5,0.0,0,0,0,-2.7284841053187847e-11,0.0,0.0
12,0.6000000000000001,-64.64488983154297,24.470951080322266,0.002778531101036612,0.0001798630120028016,2.339968496745115e-14,4.793040670552327e-07,24,-62.644555827615484,24.476510043643284,0.0027790104051036674,4.0,3.999820136987997,-9.114569365920033e-06,0.5,0.0,0,0,0,-1.3369572116062045e-10,0.0,0.0
13,0.65,-64.64488983154297,24.470951080322266,0.002778531101036612,0.00014281277795156046,-2.3326826581460125e-14,4.793040425279775e-07,24,-62.64462622278386,24.476509848013873,0.00277901040507914,4.0,3.9998571872220485,-9.114719432545826e-06,0.5,0.0,0,0,0,-1.5006662579253316e-10,0.0,0.0
14,0.7000000000000001,-64.64488983154297,24.470951080322266,0.002778531101036612,0.00010917666243121265,6.967083160391851e-14,4.793040917351436e-07,24,-62.644690131152494,24.4765096704114,0.0027790104051283473,4.0,3.999890823337569,-9.114856766245794e-06,0.5,0.0,0,0,0,-1.3733369996771216e-10,0.0,0.0
15,0.75,-64.64485931396484,24.470951080322266,0.0027755584514995413,0.003110505723658126,2.846507751730343e-14,3.451953607427633e-06,24,-62.63895711074387,24.476525517766895,0.002779010405106969,4.0,3.996889494276342,-2.794483407342341e-06,0.5,0.0,0,0,0,6.320373358903453e-06,0.0,0.0
16,0.8,-64.61519622802734,24.471036911010742,0.002772942363862324,0.8611875509233418,1.1418904016791132e-13,6.0680412848589105e-06,17,-62.35078899118842,24.477329738482926,0.002779010405147183,4.0,3.1388124490766582,5.004417744203238e-06,0.5,0.0,0,0,0,7.798901151545579e-06,0.0,0.0
17,0.8500000000000001,-64.55410766601562,24.471202850341797,0.0027783303236575555,1.3980715050728432,1.3796602749138742e-13,6.800815026799037e-07,14,-62.141479432255444,24.47790758656707,0.0027790104051602354,4.0,2.601928494927157,-5.652356776408851e-06,0.5,0.0,0,0,0,-1.0656774520612089e-05,0.0,0.0
18,0.9,-64.47148895263672,24.471435546875,0.0027732172624240635,1.7686954883499397,1.7677439373420256e-13,5.793142755797665e-06,12,-62.058994144799776,24.4781399123073,0.002779010405179861,4.0,2.2313045116500603,5.6253434195241425e-06,0.5,0.0,0,0,0,1.1277700195932994e-05,0.0,0.0
19,0.9500000000000001,-64.37474060058594,24.471704483032227,0.002771907788196666,2.034789032036331,1.497630144897677e-13,7.102616974504622e-06,11,-61.92030899435303,24.47852539156365,0.0027790104051711706,4.0,1.9652109679636691,1.298126153415069e-05,0.5,0.0,0,0,0,7.355918114626547e-06,0.0,0.0
20,1.0,-64.26677703857422,24.47199821472168,0.0027798395349667086,2.2381809121701086,-3.843768628763837e-06,-2.4309130604366e-06,11,-61.610988239701115,24.479378288179838,0.002777408621906272,4.0,1.7618190878298914,-8.932707373787707e-07,0.5,0.0,0,0,0,-1.387453227152946e-05,0.0,0.0
21,1.05,-64.14911651611328,24.472326278686523,0.0027777500978380274,2.4281209166502,-4.068822757989643e-06,-5.062884577350726e-07,10,-61.57691666253282,24.479473992011336,0.0027772438093802924,4.0,1.5718790833498,3.498768592180568e-06,0.4715637266635895,0.0,0,0,0,4.3920393295593385e-06,-0.028436273336410522,0.0
22,1.1,-64.0229263305664,24.47267723083496,0.002775385241998956,2.5869047297345076,-4.190160884732022e-06,1.7178219447232593e-06,10,-61.306498385010045,24.480225240776004,0.0027771030639436793,4.0,1.4130952702654924,8.485122634738218e-06,0.4239285886287689,0.0,0,0,0,4.98635404255765e-06,-0.04763513803482056,0.0
23,1.1500000000000001,-63.88900375366211,24.473051071166992,0.0027755384257765006,2.7381046747424342,-3.934723840307713e-06,1.5646381698757907e-06,9,-61.33007730772732,24.480161426648387,0.0027771030639463764,4.0,1.2618953252575658,8.131790309562348e-06,0.3785685896873474,0.0,0,0,0,-3.533323251758702e-07,-0.04535999894142151,0.0
